IDFolio,IDpersona,IDLicenciaConducir,IDTipoLicenciaConducir
14013035,1,2,0
14013035,2,2,0
14013035,3,2,0
14013035,4,2,0
14013900,1,1,6
14016003,1,2,0
14016003,2,2,0
14016003,3,2,0
14016004,1,2,0
14016004,2,2,0
14016010,1,2,0
14016010,2,2,0
14016010,3,2,0
14016010,4,2,0
14016011,1,1,6
14016011,2,2,0
14016011,3,2,0
14016011,4,2,0
14016015,1,2,0
14016015,2,2,0
14016015,3,2,0
14016015,4,2,0
14016015,5,2,0
14016015,6,2,0
14016015,7,2,0
14019002,1,1,6
14019002,2,2,0
14019002,3,2,0
14019002,4,2,0
14019005,1,1,6
14019009,1,1,6
14019009,2,2,0
14019009,3,2,0
14019011,1,2,0
14019016,1,2,0
14019016,2,1,6
14033014,1,2,0
14033014,2,2,0
14033014,3,2,0
14033014,4,1,6
14033014,5,2,0
14033014,6,1,6
14033038,1,1,6
14033038,2,2,0
14045005,1,2,0
14045005,2,2,0
14045005,3,2,0
14045005,4,2,0
14045005,5,2,0
14045007,1,2,0
14045007,2,2,0
14045008,1,2,0
14045008,2,2,0
14045008,3,2,0
14045008,4,2,0
14045008,5,2,0
14045013,1,2,0
14045013,2,2,0
14045013,3,2,0
14045013,4,2,0
14045013,5,2,0
14045022,1,2,0
14045022,2,2,0
14045022,3,2,0
14045022,4,2,0
14045022,5,2,0
14051002,1,1,6
14051002,2,2,0
14051002,3,2,0
14051002,4,2,0
14051013,1,2,0
14051013,2,2,0
14051013,3,2,0
14051013,4,2,0
14051013,5,2,0
14051016,1,2,0
14051016,2,1,6
14051016,3,1,6
14051016,4,2,0
14051017,1,2,0
14051020,1,2,0
14051020,2,2,0
14051020,3,2,0
14051020,4,2,0
14051020,5,2,0
14051900,1,2,0
14051900,2,2,0
14051900,3,2,0
14051900,4,2,0
14051900,5,2,0
14051901,1,2,0
14051901,2,2,0
14051901,3,2,0
14053024,1,2,0
14053024,2,2,0
14053024,3,1,6
14053024,4,2,0
14053038,1,2,0
14053038,2,2,0
14053044,1,2,0
14053044,2,2,0
14053044,3,2,0
14053044,4,2,0
14053057,1,2,0
14053057,2,2,0
14053057,3,2,0
14053063,1,2,0
14053063,2,1,6
14053063,3,2,0
14063017,1,1,6
14063017,2,2,0
14063017,3,2,0
14063024,1,2,0
14063024,2,2,0
14063024,3,2,0
14063026,1,2,0
14063026,2,2,0
14063026,3,2,0
14063029,1,1,6
14063029,2,2,0
14063029,3,2,0
14063029,4,2,0
14063029,5,2,0
14063031,1,2,0
14063031,2,2,0
14063031,3,2,0
14063031,4,2,0
14063031,5,2,0
14063031,6,2,0
14065001,1,1,6
14065001,2,2,0
14065001,3,2,0
14065001,4,2,0
14065002,1,2,0
14065002,2,2,0
14065002,3,2,0
14065005,1,2,0
14065005,2,2,0
14065005,3,1,6
14065005,4,2,0
14065007,1,2,0
14065007,2,1,6
14065007,3,2,0
14065009,1,2,0
14065009,2,2,0
14065009,3,2,0
14065011,1,1,6
14065011,2,1,6
14065011,3,2,0
14065011,4,2,0
14065014,1,1,6
14065014,2,2,0
14065014,3,2,0
14065019,1,2,0
14065019,2,2,0
14065019,3,2,0
14065019,4,2,0
14065019,5,2,0
14065020,1,2,0
14083001,1,1,2
14083001,2,2,0
14083001,3,1,6
14083001,4,2,0
14083005,1,2,0
14083005,2,2,0
14083005,3,1,6
14083006,1,2,0
14083006,2,2,0
14083006,3,1,6
14083013,1,2,0
14083013,2,2,0
14083013,3,2,0
14083013,4,2,0
14083017,1,1,6
14083017,2,2,0
14083017,3,1,6
14083017,4,1,6
14083022,1,2,0
14083022,2,1,6
14083022,3,1,6
14083022,4,2,0
14108001,1,2,0
14108003,1,1,6
14108003,2,2,0
14108003,3,2,0
14108003,4,2,0
14108003,5,2,0
14108004,1,1,6
14108005,1,2,0
14108005,2,2,0
14108005,3,2,0
14108006,1,2,0
14108006,2,2,0
14108006,3,2,0
14108009,1,2,0
14108009,2,2,0
14108009,3,2,0
14108009,4,2,0
14108016,1,1,6
14108016,2,1,6
14108016,3,2,0
14108016,4,2,0
14108028,1,1,6
14108028,2,2,0
14108028,3,2,0
14108028,4,2,0
14108028,5,2,0
14108028,6,2,0
14108028,7,2,0
14141002,1,1,6
14141002,2,2,0
14141002,3,2,0
14141002,4,2,0
14141002,5,2,0
14141007,1,1,6
14141007,2,2,0
14141007,3,1,6
14141019,1,2,0
14141019,2,2,0
14141019,3,2,0
14141022,1,2,0
14141022,2,2,0
14141022,3,2,0
14141022,4,2,0
14141022,5,2,0
14141023,1,2,0
14141023,2,2,0
14141023,3,2,0
14142003,1,2,0
14142003,2,1,6
14142003,3,1,6
14142003,4,2,0
14142007,1,2,0
14142010,1,2,0
14142010,2,2,0
14142011,1,2,0
14142011,2,1,6
14142013,1,1,6
14142013,2,2,0
14142013,3,1,6
14142019,1,2,0
14142019,2,2,0
14151001,1,2,0
14151001,2,2,0
14151003,1,2,0
14151003,2,2,0
14151003,3,2,0
14151019,1,2,0
14151019,2,2,0
14151019,3,2,0
14151019,4,1,6
14151019,5,1,6
14151019,6,2,0
14151019,7,2,0
14151020,1,2,0
14151020,2,2,0
14151023,1,2,0
14151023,2,2,0
14151023,3,1,6
15013001,1,1,6
15013001,2,1,6
15013001,3,2,0
15013001,4,2,0
15013004,1,2,0
15013004,2,2,0
15013004,3,1,4
15013004,4,2,0
15013004,5,2,0
15013004,6,2,0
15013004,7,2,0
15013004,8,2,0
15013005,1,2,0
15013005,2,2,0
15013005,3,2,0
15013005,4,2,0
15013005,5,2,0
15013009,1,1,6
15013009,2,2,0
15013009,3,2,0
15013009,4,1,6
15013009,5,2,0
15013014,1,1,1
15013014,2,2,0
15013014,3,2,0
15013014,4,2,0
15018005,1,1,1
15018005,2,2,0
15018005,3,2,0
15018011,1,2,0
15018011,2,1,1
15018019,1,1,1
15018019,2,2,0
15018019,3,2,0
15018019,4,2,0
15018019,5,2,0
15018021,1,2,0
15018021,2,2,0
15018021,3,2,0
15018023,1,2,0
15018023,2,2,0
15018023,3,2,0
15018023,4,1,6
15026003,1,2,0
15026003,2,2,0
15026003,3,2,0
15026003,4,2,0
15026003,5,2,0
15026004,1,2,0
15026004,2,2,0
15026004,3,2,0
15026005,1,2,0
15026005,2,1,6
15026005,3,2,0
15026005,4,2,0
15026005,5,2,0
15026005,6,2,0
15026007,1,2,0
15026007,2,2,0
15026007,3,2,0
15026011,1,1,6
15026011,2,2,0
15026011,3,2,0
15026011,4,2,0
15026011,5,2,0
15026011,6,2,0
15026017,1,1,6
15026017,2,2,0
15026017,3,2,0
15026017,4,2,0
15026022,1,1,1
15026022,2,2,0
15026022,3,1,6
15026022,4,1,6
15026022,5,2,0
15026022,6,2,0
15026900,1,2,0
15026900,2,2,0
15026900,3,2,0
15029002,1,2,0
15029002,2,2,0
15029002,3,2,0
15029006,1,2,0
15029006,2,2,0
15029007,1,2,0
15029007,2,2,0
15029007,3,1,6
15029009,1,2,0
15029009,2,2,0
15029009,3,2,0
15029009,4,2,0
15029015,1,2,0
15029015,2,2,0
15040003,1,2,0
15040003,2,2,0
15040003,3,2,0
15040003,4,2,0
15040015,1,1,6
15040015,2,2,0
15040015,3,2,0
15040015,4,2,0
15040015,5,2,0
15040019,1,2,0
15040019,2,2,0
15040019,3,2,0
15040019,4,2,0
15040019,5,2,0
15040019,6,2,0
15040029,1,2,0
15040029,2,2,0
15040029,3,2,0
15040029,4,2,0
15040029,5,2,0
15040031,1,2,0
15040031,2,2,0
15040031,3,2,0
15040031,4,2,0
15040036,1,2,0
15040036,2,2,0
15040036,3,2,0
15040036,4,2,0
15040036,5,2,0
15040038,1,2,0
15040038,2,2,0
15040038,3,2,0
15040900,1,1,6
15040900,2,1,6
15040900,3,1,6
15040900,4,2,0
15040901,1,2,0
15040901,2,2,0
15040901,3,2,0
15040901,4,2,0
15040901,5,2,0
15040901,6,2,0
15040902,1,1,6
15040902,2,2,0
15040902,3,2,0
15040902,4,2,0
15040902,5,2,0
15044002,1,2,0
15044002,2,2,0
15044002,3,2,0
15044004,1,2,0
15044004,2,2,0
15044006,1,2,0
15044013,1,2,0
15044013,2,2,0
15044013,3,1,6
15044013,4,2,0
15044014,1,2,0
15044014,2,2,0
15044014,3,2,0
15058002,1,1,6
15058002,2,2,0
15058002,3,1,6
15058002,4,2,0
15058002,5,1,6
15058006,1,1,6
15058006,2,2,0
15058006,3,2,0
15058010,1,2,0
15058010,2,1,6
15058013,1,2,0
15058013,2,2,0
15058013,3,2,0
16011001,1,1,3
16011001,2,2,0
16011001,3,2,0
16011001,4,2,0
16011001,5,2,0
16011003,1,2,0
16011003,2,2,0
16011003,3,2,0
16011003,4,2,0
16011003,5,1,6
16011010,1,2,0
16011010,2,2,0
16011010,3,2,0
16011012,1,1,6
16011012,2,2,0
16011012,3,1,6
16011012,4,2,0
16011012,5,2,0
16011018,1,2,0
16011018,2,2,0
16011018,3,2,0
16011018,4,2,0
16011018,5,2,0
16039007,1,1,2
16039007,2,2,0
16039007,3,2,0
16039007,4,2,0
16039007,5,2,0
16039007,6,2,0
16039007,7,2,0
16039007,8,2,0
16039007,9,2,0
16039007,10,2,0
16039007,11,2,0
16039011,1,1,6
16039011,2,2,0
16039011,3,1,6
16039011,4,2,0
16039012,1,2,0
16039012,2,2,0
16039014,1,2,0
16039014,2,1,6
16039014,3,2,0
16039016,1,2,0
16039016,2,2,0
16039016,3,2,0
16039016,4,2,0
16039022,1,2,0
16039022,2,2,0
16039022,3,2,0
16039022,4,1,6
16039022,5,2,0
16039022,6,2,0
16039022,7,1,6
16039023,1,2,0
16039023,2,2,0
16039023,3,2,0
16047001,1,2,0
16047001,2,2,0
16047002,1,2,0
16047003,1,2,0
16047003,2,2,0
16047003,3,2,0
16047003,4,2,0
16047003,5,2,0
16047003,6,2,0
16047004,1,1,6
16047004,2,2,0
16047005,1,2,0
16047005,2,2,0
16047005,3,2,0
16047007,1,2,0
16047007,2,2,0
16047007,3,2,0
16047007,4,2,0
16047007,5,2,0
16047008,1,2,0
16047008,2,2,0
16047010,1,2,0
16047010,2,2,0
16047010,3,2,0
16047010,4,1,6
16047010,5,2,0
16047010,6,2,0
16047010,7,2,0
16050055,1,1,6
16050055,2,2,0
16050055,3,1,6
16050059,1,1,6
16050059,2,2,0
16050901,1,2,0
16050902,1,1,1
16050902,2,2,0
16050902,3,1,6
16050902,4,1,6
16050902,5,2,0
16050903,1,2,0
16050903,2,1,6
16050903,3,2,0
16050903,4,2,0
16050903,5,2,0
16053001,1,2,0
16053001,2,2,0
16053001,3,1,6
16053002,1,2,0
16053002,2,2,0
16053002,3,2,0
16053002,4,2,0
16053009,1,2,0
16053009,2,2,0
16053009,3,2,0
16053009,4,2,0
16053017,1,2,0
16053017,2,2,0
16053017,3,1,6
16053017,4,2,0
16053018,1,2,0
16053018,2,1,3
16053018,3,2,0
16055009,1,1,6
16055009,2,2,0
16055009,3,2,0
16055011,1,2,0
16055011,2,2,0
16055012,1,2,0
16055012,2,2,0
16055012,3,2,0
16055012,4,2,0
16055012,5,2,0
16055012,6,2,0
16055014,1,2,0
16055014,2,2,0
16055018,1,1,6
16055018,2,2,0
16055018,3,2,0
16055018,4,2,0
16055018,5,2,0
16067004,1,2,0
16067004,2,2,0
16067004,3,2,0
16067004,4,2,0
16067004,5,2,0
16067004,6,2,0
16067004,7,2,0
16067008,1,2,0
16067008,2,2,0
16067008,3,2,0
16067008,4,2,0
16067011,1,1,6
16067011,2,2,0
16067011,3,1,1
16067011,4,2,0
16067012,1,2,0
16067012,2,2,0
16067012,3,2,0
16067012,4,2,0
16067012,5,2,0
16067012,6,2,0
16067014,1,2,0
16067014,2,2,0
16067014,3,2,0
16067014,4,2,0
16086001,1,2,0
16086001,2,2,0
16086001,3,1,6
16086004,1,2,0
16086005,1,1,6
16086005,2,2,0
16086005,3,2,0
16086006,1,2,0
16086006,2,2,0
16086006,3,2,0
16086006,4,2,0
16086007,1,2,0
16086008,1,2,0
16086008,2,2,0
16086008,3,2,0
16086013,1,2,0
16086013,2,2,0
16086014,1,2,0
16086014,2,1,6
16086014,3,1,6
16086014,4,2,0
17008007,1,1,6
17008007,2,2,0
17008007,3,1,6
17008010,1,1,6
17008010,2,2,0
17008010,3,1,6
17008011,1,2,0
17008012,1,2,0
17008012,2,2,0
17008012,3,2,0
17008012,4,1,6
17008012,5,2,0
17008017,1,2,0
17008017,2,2,0
17008017,3,1,6
17008017,4,2,0
17008017,5,1,1
17008017,6,2,0
17011007,1,1,6
17011007,2,2,0
17011010,1,2,0
17011010,2,2,0
17011011,1,2,0
17011011,2,1,6
17011032,1,1,6
17011032,2,2,0
17011032,3,2,0
17011032,4,2,0
17011034,1,2,0
17011034,2,1,6
17018005,1,2,0
17018005,2,2,0
17018005,3,2,0
17018005,4,2,0
17018006,1,2,0
17018006,2,2,0
17018006,3,2,0
17018011,1,2,0
17018011,2,2,0
17018021,1,2,0
17018021,2,2,0
17029001,1,2,0
17029001,2,2,0
17029003,1,2,0
17029003,2,2,0
17029003,3,2,0
17029003,4,1,6
17029003,5,2,0
17029005,1,1,6
17029005,2,2,0
17029010,1,2,0
17029010,2,2,0
17029012,1,2,0
17029012,2,1,6
17029012,3,2,0
17029013,1,1,6
17029013,2,1,6
17029013,3,2,0
17029013,4,2,0
17029900,1,2,0
17029900,2,2,0
17029900,3,2,0
17029901,1,2,0
17029901,2,1,6
17029901,3,2,0
17029902,1,1,6
17029902,2,1,6
17029902,3,2,0
17029903,1,2,0
17029903,2,1,7
17029903,3,2,0
17029903,4,2,0
17029904,1,2,0
17029904,2,2,0
17029904,3,2,0
17029904,4,2,0
17029904,5,2,0
17029904,6,2,0
17029904,7,2,0
17060001,1,2,0
17060001,2,1,6
17060001,3,2,0
17060001,4,2,0
17060002,1,1,2
17060002,2,2,0
17060002,3,1,6
17060002,4,2,0
17060002,5,1,6
17060002,6,2,0
17060002,7,2,0
17060002,8,2,0
17060002,9,2,0
17060004,1,2,0
17060004,2,2,0
17060005,1,1,6
17060005,2,2,0
17060005,3,2,0
17060005,4,2,0
17060005,5,2,0
17060005,6,2,0
17060009,1,2,0
17060009,2,2,0
17060009,3,2,0
17060009,4,2,0
17060009,5,2,0
17060900,1,2,0
17060900,2,2,0
17060900,3,2,0
17060900,4,2,0
17061003,1,2,0
17061005,1,2,0
17061005,2,2,0
17061006,1,1,6
17061006,2,2,0
17061006,3,2,0
17061007,1,2,0
17061007,2,2,0
17061007,3,2,0
17061007,4,2,0
17061011,1,2,0
17061011,2,2,0
17061011,3,2,0
17061011,4,2,0
17061900,1,2,0
17061900,2,2,0
17061900,3,2,0
17072002,1,1,6
17072002,2,2,0
17072002,3,2,0
17072002,4,2,0
17072002,5,2,0
17072004,1,1,6
17072004,2,2,0
17072004,3,1,6
17072004,4,1,6
17072910,1,2,0
17072910,2,2,0
17072910,3,2,0
17079002,1,2,0
17079002,2,2,0
17079005,1,1,1
17079005,2,1,6
17079006,1,2,0
17079006,2,2,0
17079006,3,2,0
17079006,4,2,0
17082001,1,2,0
17082004,1,2,0
17082004,2,2,0
17082004,3,2,0
17082004,4,2,0
17082004,5,2,0
17082005,1,2,0
17082005,2,1,1
17082005,3,2,0
17082005,4,2,0
17082006,1,1,1
17082006,2,2,0
17082006,3,2,0
17082008,1,1,2
17082008,2,2,0
17082008,3,2,0
17082008,4,2,0
17082008,5,2,0
17082010,1,2,0
17082010,2,2,0
17082010,3,2,0
17082010,4,2,0
17082011,1,2,0
17082011,2,2,0
17082011,3,2,0
17082011,4,2,0
17082011,5,2,0
17082012,1,2,0
17082012,2,2,0
17082012,3,2,0
17082012,4,2,0
17088009,1,2,0
17088009,2,2,0
17088009,3,2,0
17088009,4,2,0
17088009,5,2,0
17088010,1,2,0
17088015,1,2,0
17088015,2,2,0
17088015,3,1,6
17088016,1,2,0
17088016,2,2,0
17088016,3,2,0
17088018,1,1,5
17088018,2,2,0
17088018,3,2,0
17088018,4,2,0
17088018,5,2,0
17096002,1,2,0
17096002,2,2,0
17096002,3,2,0
17096002,4,2,0
17096002,5,2,0
17096002,6,2,0
17096002,7,2,0
17096002,8,2,0
17096005,1,2,0
17096005,2,2,0
17096005,3,2,0
17096005,4,2,0
17096005,5,2,0
17096010,1,2,0
17096010,2,2,0
17096010,3,2,0
17096010,4,2,0
17096010,5,2,0
17096010,6,2,0
17096010,7,2,0
17096010,8,2,0
17096010,9,2,0
17096011,1,1,6
17096011,2,1,6
17096011,3,2,0
17096011,4,2,0
17096011,5,2,0
17096011,6,2,0
17096011,7,2,0
17096015,1,2,0
17096015,2,2,0
17096015,3,2,0
17096015,4,2,0
17096015,5,2,0
17096015,6,2,0
17096015,7,2,0
17096015,8,2,0
17096015,9,2,0
17096015,10,2,0
17096015,11,2,0
18007003,1,2,0
18007003,2,2,0
18007003,3,2,0
18007004,1,1,6
18007004,2,1,6
18007007,1,2,0
18007007,2,2,0
18007007,3,2,0
18007007,4,2,0
18007008,1,2,0
18007008,2,1,6
18007012,1,1,1
18007012,2,2,0
18007012,3,2,0
18007012,4,2,0
18007012,5,2,0
18007012,6,2,0
18007014,1,2,0
18007014,2,2,0
18007015,1,2,0
18007015,2,2,0
18007015,3,2,0
18017002,1,2,0
18017002,2,2,0
18017005,1,1,6
18017005,2,1,6
18017005,3,1,6
18017005,4,1,6
18017024,1,2,0
18017024,2,2,0
18017024,3,2,0
18017024,4,2,0
18017024,5,2,0
18017024,6,2,0
18017026,1,2,0
18017028,1,2,0
18017028,2,2,0
18017028,3,2,0
18033002,1,1,6
18033002,2,1,6
18033002,3,2,0
18033003,1,2,0
18033003,2,1,6
18033003,3,2,0
18033003,4,1,6
18033003,5,2,0
18033009,1,2,0
18033009,2,2,0
18033009,3,2,0
18033010,1,2,0
18033010,2,2,0
18033010,3,2,0
18033010,4,1,6
18033010,5,2,0
18033010,6,2,0
18033018,1,1,6
18033018,2,1,6
18033018,3,2,0
18033018,4,2,0
18033018,5,2,0
18034022,1,2,0
18034022,2,2,0
19012008,1,2,0
19012012,1,2,0
19012012,2,2,0
19012012,3,2,0
19012012,4,2,0
19012014,1,2,0
19012014,2,2,0
19012026,1,2,0
19012026,2,2,0
19012026,3,2,0
19012026,4,2,0
19012030,1,2,0
19012030,2,2,0
19012030,3,2,0
19013010,1,2,0
19013010,2,2,0
19013014,1,2,0
19013014,2,2,0
19013014,3,2,0
19013023,1,2,0
19013023,2,2,0
19013028,1,1,6
19013028,2,2,0
19013037,1,1,6
19013037,2,2,0
19013037,3,2,0
19013037,4,2,0
19016007,1,1,6
19016007,2,1,6
19016007,3,1,6
19016043,1,2,0
19016043,2,2,0
19016043,3,2,0
19016045,1,1,6
19016045,2,2,0
19016045,3,1,6
19016045,4,2,0
19016045,5,2,0
19016049,1,1,6
19016049,2,2,0
19016049,3,1,6
19016049,4,1,6
19016049,5,1,7
19016049,6,2,0
19016057,1,2,0
19016057,2,2,0
19016057,3,2,0
19026005,1,2,0
19026005,2,2,0
19026005,3,2,0
19026011,1,2,0
19026011,2,2,0
19026011,3,2,0
19026011,4,2,0
19026011,5,2,0
19026013,1,2,0
19026013,2,2,0
19026013,3,2,0
19026013,4,2,0
19026013,5,2,0
19026013,6,2,0
19026013,7,2,0
19026013,8,2,0
19026013,9,2,0
19026014,1,1,6
19026014,2,2,0
19026014,3,1,6
19026014,4,2,0
19026020,1,2,0
19033001,1,2,0
19033001,2,1,6
19033001,3,2,0
19033001,4,2,0
19033002,1,1,6
19033002,2,2,0
19033002,3,2,0
19033002,4,2,0
19033005,1,2,0
19033005,2,2,0
19033005,3,2,0
19033007,1,2,0
19033007,2,1,6
19033007,3,2,0
19033008,1,2,0
19033008,2,1,6
19033008,3,1,6
19033009,1,1,6
19033009,2,2,0
19033009,3,2,0
19033009,4,2,0
19033010,1,1,6
19033010,2,2,0
20006002,1,2,0
20006002,2,2,0
20006002,3,2,0
20006002,4,2,0
20006002,5,2,0
20006003,1,2,0
20006003,2,2,0
20006005,1,1,6
20006005,2,2,0
20006005,3,2,0
20006005,4,2,0
20006020,1,1,6
20006020,2,2,0
20006020,3,2,0
20006022,1,2,0
20006022,2,2,0
20006022,3,1,6
20006022,4,2,0
20006022,5,2,0
20013001,1,2,0
20013001,2,2,0
20013008,1,2,0
20013008,2,2,0
20013008,3,1,6
20013008,4,2,0
20013008,5,2,0
20013009,1,2,0
20013009,2,2,0
20013009,3,2,0
20013009,4,1,6
20013009,5,2,0
20013009,6,2,0
20013009,7,2,0
20013014,1,2,0
20013014,2,2,0
20013014,3,2,0
20013018,1,1,6
20013018,2,2,0
20013018,3,2,0
20013018,4,2,0
20018002,1,2,0
20018002,2,2,0
20018002,3,2,0
20018004,1,2,0
20018004,2,2,0
20018004,3,1,6
20018004,4,2,0
20018005,1,2,0
20018005,2,1,6
20018005,3,2,0
20018005,4,2,0
20018006,1,2,0
20018006,2,2,0
20018007,1,2,0
20018007,2,1,6
20018007,3,1,6
20018010,1,2,0
20018010,2,1,6
20018010,3,1,6
20018010,4,2,0
20027001,1,2,0
20027001,2,2,0
20027001,3,2,0
20027001,4,2,0
20027001,5,2,0
20027001,6,2,0
20027003,1,2,0
20027003,2,2,0
20027003,3,2,0
20027006,1,1,6
20027006,2,2,0
20027009,1,2,0
20027009,2,1,6
20027009,3,2,0
20027009,4,2,0
20027009,5,2,0
20027010,1,1,6
20027010,2,2,0
20036003,1,2,0
20036009,1,2,0
20036010,1,2,0
20036010,2,2,0
20036010,3,2,0
20036010,4,2,0
20036012,1,2,0
20036016,1,2,0
20036016,2,2,0
20036022,1,2,0
20036022,2,2,0
20036022,3,1,6
20036022,4,2,0
20036022,5,2,0
20036022,6,2,0
20036027,1,2,0
20036027,2,2,0
20036034,1,2,0
20036034,2,2,0
20036036,1,2,0
20036036,2,2,0
20036036,3,2,0
20036036,4,2,0
20036900,1,2,0
20036901,1,1,6
20036901,2,2,0
20036901,3,2,0
20036901,4,2,0
20036902,1,2,0
20036902,2,2,0
20036902,3,2,0
20036902,4,2,0
21001003,1,2,0
21001009,1,1,6
21001009,2,1,6
21007003,1,1,3
21007003,2,1,6
21007003,3,2,0
21007003,4,2,0
21007003,5,2,0
21007009,1,2,0
21007009,2,1,2
21007009,3,2,0
21007009,4,2,0
21007012,1,2,0
21007012,2,2,0
21007018,1,1,6
21007018,2,2,0
21007018,3,2,0
21007018,4,2,0
21007018,5,2,0
21007018,6,2,0
21007022,1,2,0
21007022,2,1,6
21007022,3,2,0
21007022,4,2,0
21007022,5,2,0
21007024,1,2,0
21007024,2,2,0
21016001,1,1,2
21016004,1,1,6
21016004,2,2,0
21016004,3,2,0
21016004,4,2,0
21016007,1,2,0
21016007,2,2,0
21016007,3,2,0
21016007,4,2,0
21016007,5,2,0
21016008,1,2,0
21016008,2,2,0
21016008,3,2,0
21016008,4,2,0
21016014,1,2,0
21016015,1,2,0
21016015,2,2,0
21016015,3,2,0
21016017,1,2,0
21016017,2,2,0
21016017,3,2,0
21016017,4,2,0
21016017,5,2,0
21016017,6,2,0
21016019,1,2,0
21016019,2,1,6
21016019,3,2,0
21016020,1,2,0
21016020,2,2,0
21016020,3,1,6
21016020,4,2,0
21020001,1,1,1
21020001,2,2,0
21020003,1,2,0
21020003,2,2,0
21020003,3,2,0
21020003,4,2,0
21020005,1,2,0
21020012,1,1,4
21020012,2,2,0
21020012,3,1,6
21020012,4,2,0
21026001,1,1,6
21026001,2,2,0
21026001,3,2,0
21026001,4,2,0
21026001,5,2,0
21026001,6,2,0
21026002,1,1,6
21026002,2,2,0
21026002,3,1,6
21026003,1,2,0
21026003,2,2,0
21026007,1,2,0
21026007,2,2,0
21026007,3,2,0
21026007,4,2,0
21026009,1,2,0
21026009,2,2,0
21026010,1,1,6
21026010,2,2,0
21026010,3,2,0
21026010,4,2,0
21026010,5,2,0
21026010,6,1,4
21026010,7,2,0
21026010,8,2,0
21026013,1,1,6
21026013,2,1,6
21026016,1,2,0
21026016,2,2,0
21027002,1,2,0
21027002,2,2,0
21027026,1,1,6
21027026,2,2,0
21027026,3,2,0
21027026,4,2,0
21027044,1,2,0
21027044,2,2,0
21027047,1,2,0
21027047,2,1,6
21027047,3,2,0
21027047,4,2,0
21027900,1,2,0
21027900,2,2,0
22001001,1,2,0
22001001,2,2,0
22001001,3,1,6
22001001,4,1,6
22001003,1,2,0
22001003,2,2,0
22001006,1,1,6
22001006,2,2,0
22001006,3,2,0
22001006,4,2,0
22001012,1,1,1
22001012,2,1,6
22001012,3,2,0
22001012,4,2,0
22001012,5,2,0
22001013,1,1,6
22001013,2,2,0
22001014,1,2,0
22001014,2,2,0
22001014,3,2,0
22001014,4,2,0
22001014,5,2,0
22001014,6,2,0
22006004,1,1,6
22006004,2,2,0
22006004,3,1,6
22006004,4,2,0
22006004,5,2,0
22006008,1,1,6
22006008,2,2,0
22006008,3,2,0
22006008,4,2,0
22006009,1,2,0
22006009,2,2,0
22006012,1,2,0
22006012,2,2,0
22006012,3,2,0
22006013,1,2,0
22006013,2,2,0
22026004,1,2,0
22026004,2,2,0
22026005,1,2,0
22026009,1,2,0
22026009,2,2,0
22026012,1,1,6
22026012,2,2,0
22026012,3,2,0
22026015,1,2,0
22026015,2,2,0
22026015,3,2,0
22026018,1,2,0
22026018,2,2,0
22030001,1,1,6
22030001,2,2,0
22030001,3,2,0
22030002,1,2,0
22030002,2,2,0
22030006,1,2,0
22030009,1,1,2
22030009,2,2,0
22030009,3,2,0
22030009,4,2,0
22030009,5,2,0
22030010,1,2,0
22030012,1,1,6
22030012,2,2,0
22030012,3,2,0
22030012,4,2,0
22030017,1,2,0
22030019,1,2,0
23005005,1,1,6
23005005,2,1,6
23005005,3,2,0
23005005,4,2,0
23005005,5,2,0
23005006,1,2,0
23005006,2,2,0
23005008,1,1,6
23005008,2,2,0
23005008,3,1,6
23005008,4,2,0
23005016,1,2,0
23005016,2,2,0
23005016,3,2,0
23005017,1,1,6
23005017,2,1,6
23008003,1,1,6
23008003,2,2,0
23008003,3,2,0
23008008,1,2,0
23008008,2,2,0
23008013,1,1,6
23008013,2,2,0
23008013,3,1,6
23008013,4,2,0
23008016,1,2,0
23008016,2,2,0
23008016,3,2,0
23008016,4,2,0
23008019,1,1,6
23008019,2,2,0
23008019,3,2,0
23016005,1,1,1
23016005,2,2,0
23016005,3,2,0
23016006,1,2,0
23016006,2,2,0
23016007,1,1,6
23016007,2,2,0
23016007,3,2,0
23016007,4,1,6
23016007,5,2,0
23016009,1,2,0
23016009,2,2,0
23016009,3,2,0
23016009,4,2,0
23016013,1,1,6
23016013,2,2,0
23016013,3,2,0
23016013,4,1,6
23016018,1,2,0
23016018,2,2,0
23016018,3,2,0
23016021,1,2,0
23016021,2,2,0
23016023,1,2,0
23016900,1,2,0
23016900,2,2,0
23016900,3,2,0
23017008,1,2,0
23017008,2,2,0
23017008,3,2,0
23017008,4,2,0
23017008,5,2,0
23017008,6,2,0
23017008,7,2,0
23017008,8,2,0
23017011,1,2,0
23017011,2,2,0
23017012,1,2,0
23017012,2,2,0
23017013,1,2,0
23017013,2,2,0
23017013,3,2,0
23017013,4,2,0
23017015,1,2,0
23017015,2,2,0
23017015,3,2,0
23017015,4,2,0
23017015,5,2,0
23017018,1,2,0
23017018,2,2,0
23017019,1,1,6
23017019,2,2,0
23017019,3,2,0
23017019,4,2,0
23017021,1,2,0
23017021,2,2,0
23017021,3,2,0
23017021,4,1,6
23017021,5,2,0
23023002,1,2,0
23023002,2,2,0
23023002,3,2,0
23023002,4,2,0
23023008,1,2,0
23023008,2,2,0
23023008,3,2,0
23023008,4,2,0
23023008,5,2,0
23023010,1,2,0
23023010,2,2,0
23023010,3,2,0
23023010,4,2,0
23023010,5,2,0
23023010,6,2,0
23024005,1,1,6
23024005,2,1,6
