IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
2008062,1,1994,1,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2008062,2,1993,1,4,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2008072,1,1981,1,0,6,0,0,3,0,0,3,375000,1,Sin Observación,1,6,19.58073473173952,0,0,0
2008072,2,1986,2,1,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,19.58073473173952,0,0,0
2008072,3,2011,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,6,19.58073473173952,0,0,0
2008901,1,1963,1,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,4,19.58073473173952,0,0,0
2008901,2,1989,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2008901,3,1991,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,3,19.58073473173952,0,0,0
2008902,1,1948,2,0,6,0,0,3,1,1,1,450000,1,Sin Observación,1,8,19.58073473173952,0,0,0
2009002,1,1950,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,19.58073473173952,0,0,0
2009003,1,1945,2,0,4,0,0,9,0,0,0,90000,1,Sin Observación,0,0,19.58073473173952,0,0,0
2009003,2,1976,2,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2009007,1,1964,1,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,4,19.58073473173952,0,0,0
2009007,2,1968,2,1,7,0,1,4,0,0,1,375000,1,Sin Observación,1,2,19.58073473173952,0,0,1
2009007,3,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2009007,4,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2009007,5,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2009010,1,1952,1,0,4,0,0,9,0,0,0,160000,1,Sin Observación,0,0,19.58073473173952,0,0,0
2009013,1,1942,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2009013,2,1988,1,3,6,0,0,12,0,0,0,0,0,Sin Observación,1,3,19.58073473173952,0,0,0
2011011,1,1956,1,0,7,0,1,4,0,0,1,700000,1,Sin Observación,1,4,19.58073473173952,0,0,0
2011011,2,1962,2,1,7,0,1,4,0,0,1,550000,1,Sin Observación,1,6,19.58073473173952,0,0,0
2011011,3,1982,1,2,7,0,1,12,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2011012,1,1985,1,0,7,0,1,4,0,0,1,250000,1,Sin Observación,1,5,19.58073473173952,0,0,1
2011012,2,1986,2,3,5,0,1,4,0,0,1,250000,1,Sin Observación,1,4,19.58073473173952,0,0,1
2011014,1,1950,1,0,5,0,1,3,0,0,3,250000,1,Sin Observación,1,4,19.58073473173952,0,0,0
2011014,2,1955,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,3,19.58073473173952,0,1,0
2011016,1,1993,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2011016,2,1988,1,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,5,19.58073473173952,0,0,0
2011017,1,1958,2,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,5,19.58073473173952,0,0,0
2011901,1,1990,1,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
3011007,1,1940,2,0,4,0,0,9,0,0,0,325000,1,Sin Observación,0,0,39.19971308600197,0,0,0
3011007,2,1942,1,1,7,0,1,9,0,0,0,160000,1,Sin Observación,0,0,39.19971308600197,0,0,0
3011014,1,1942,2,0,4,0,0,9,0,0,0,375000,1,Sin Observación,1,2,39.19971308600197,0,0,0
3011038,1,1981,1,0,5,0,1,4,0,0,1,700000,1,,1,4,39.19971308600197,0,0,0
3011038,2,1982,2,1,7,0,1,4,0,0,2,375000,1,no realizo viajes de trabajo el dia de la encuesta,1,4,39.19971308600197,0,0,1
3011900,1,1984,2,0,5,7,1,14,0,0,0,0,0,Sin Observación,1,2,39.19971308600197,0,0,0
3011900,2,1980,1,3,5,0,1,3,1,3,2,325000,1,Sin Observación,1,6,39.19971308600197,0,0,0
3011901,1,1982,1,0,7,0,0,4,0,0,1,700000,1,,1,2,39.19971308600197,0,0,0
3011901,2,1982,2,1,7,0,1,4,0,0,1,550000,1,,0,0,39.19971308600197,0,0,0
3011901,3,2008,1,2,2,3,0,14,0,0,0,0,0,,1,2,39.19971308600197,0,0,0
3011901,4,2009,2,2,2,3,0,14,0,0,0,0,0,,1,2,39.19971308600197,0,0,0
3011902,1,1974,2,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,4,39.19971308600197,0,0,0
3011903,1,1963,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,2,39.19971308600197,0,0,0
3011903,2,1970,2,1,6,0,0,11,0,0,0,0,0,sin ingresos no trabaja,0,0,39.19971308600197,0,0,0
3011903,3,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,39.19971308600197,0,0,0
3011903,4,1999,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,39.19971308600197,0,0,0
3011903,5,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,39.19971308600197,0,0,0
3011903,6,2005,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,0,2,39.19971308600197,0,0,0
3011904,1,1979,2,0,5,0,1,4,0,0,1,250000,1,no realizo viaje de trabajo el dia de la encuesta,1,2,39.19971308600197,0,0,0
3011904,2,1980,1,1,7,0,1,4,0,0,1,1000000,1,,1,2,39.19971308600197,0,0,0
3011904,3,2010,1,2,2,2,0,14,0,0,0,0,0,sin ingresos no trabaja,1,2,39.19971308600197,0,0,0
3011904,4,1995,1,2,6,6,0,14,0,0,0,0,0,sin ingresos no trabaja,1,2,39.19971308600197,0,0,0
3011905,1,1957,1,0,7,0,1,4,0,0,1,1000000,1,,1,2,39.19971308600197,0,0,0
3011905,2,1958,2,1,4,0,0,11,0,0,0,0,0,no trabaja sin ingresos,0,0,39.19971308600197,0,0,0
3011905,3,1986,1,2,6,6,0,14,0,0,0,0,0,no trabaja sin ingresos,1,2,39.19971308600197,0,0,0
3011905,4,1994,2,2,4,5,0,14,0,0,0,0,0,no trabaja sin ingresos,1,2,39.19971308600197,0,0,0
3011906,1,1939,2,0,4,0,0,9,0,0,0,450000,1,Sin Observación,0,0,39.19971308600197,0,0,0
3011907,1,1974,1,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,2,39.19971308600197,0,0,0
3011907,2,1981,2,1,7,0,1,4,0,0,1,375000,1,Sin Observación,1,2,39.19971308600197,0,0,0
3011908,1,1978,2,0,6,0,0,11,0,0,0,0,0,Sin Observación,1,2,39.19971308600197,0,0,0
3011908,2,1979,1,1,7,0,1,4,0,0,1,700000,1,Sin Observación,1,2,39.19971308600197,0,0,0
3011908,3,2011,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,39.19971308600197,0,0,0
4005001,1,1918,1,0,4,0,0,13,0,0,0,90000,1,Sin Observación,0,0,21.254628671396933,0,0,0
4005001,2,1942,2,1,6,0,0,11,0,0,0,0,0,Sin Observación,0,0,21.254628671396933,0,0,0
4005004,1,1939,1,0,4,0,0,9,0,0,0,375000,1,Sin Observación,1,5,21.254628671396933,0,0,0
4005004,2,1937,2,1,4,0,0,11,0,0,0,90000,1,Sin Observación,1,2,21.254628671396933,0,0,0
1003003,1,1933,2,0,7,0,1,9,0,0,0,90000,1,Sin Observación,1,2,50.16666666666666,0,0,0
1003003,2,1949,2,4,7,0,1,9,0,0,0,90000,1,APORTES DE IGLESIA CATÓLICA,1,2,50.16666666666666,0,0,0
1003003,3,1943,2,4,7,0,1,9,0,0,0,90000,1,RECIBE PENSIÓN DEL ESTADO,0,0,50.16666666666666,0,0,0
1003003,4,1937,2,4,7,0,1,9,0,0,0,90000,1,RECIBE PENSIÓN DEL ESTADO Y APORTES DE IGLESIA CATÓLICA,1,2,50.16666666666666,0,0,0
1003007,1,1944,1,0,7,0,1,9,0,0,0,1000000,1,Sin Observación,1,6,50.16666666666666,0,1,0
1003007,2,1950,2,1,7,0,1,9,0,0,0,250000,1,Sin Observación,1,4,50.16666666666666,0,0,0
1003014,1,1938,1,0,7,0,1,9,0,0,0,0,0,Sin Observación,1,4,50.16666666666666,0,1,0
1003014,2,1942,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,6,50.16666666666666,0,0,0
1003019,1,1935,1,0,7,0,1,9,0,0,0,375000,1,Sin Observación,0,0,50.16666666666666,0,0,0
1003019,2,1938,2,1,7,0,1,9,0,0,0,375000,1,Sin Observación,1,6,50.16666666666666,0,0,0
1003020,1,1929,1,0,4,0,0,2,0,0,3,0,0,Sin Observación,1,4,50.16666666666666,0,0,0
1003020,2,1930,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,50.16666666666666,0,0,0
1009901,1,1974,2,0,4,0,0,3,1,1,2,375000,1,Sin Observación,1,2,50.16666666666666,0,0,0
2007042,1,1988,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2007053,1,1972,2,0,7,6,1,14,0,0,0,160000,1,Sin Observación,1,4,19.58073473173952,0,1,0
2007102,1,1991,1,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,5,19.58073473173952,0,0,0
2007102,2,1993,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,5,19.58073473173952,0,0,0
2007133,1,1989,2,0,7,0,1,4,0,0,2,550000,1,Sin Observación,1,2,19.58073473173952,0,0,1
2007133,2,1989,2,4,7,0,1,4,0,0,1,550000,1,Sin Observación,1,2,19.58073473173952,0,0,1
2007140,1,1987,1,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2007902,1,1951,2,0,7,0,1,9,0,0,0,250000,1,Sin Observación,0,0,19.58073473173952,0,0,0
2007902,2,1938,1,3,6,0,0,9,0,0,0,160000,1,Sin Observación,0,0,19.58073473173952,0,0,0
2007902,3,1991,1,5,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,19.58073473173952,0,0,0
2007903,1,1982,1,0,7,0,1,12,0,0,0,0,0,Sin Observación,1,4,19.58073473173952,0,0,0
2007903,2,1989,2,1,6,6,0,14,0,0,0,90000,1,Sin Observación,1,4,19.58073473173952,0,1,0
2007903,3,2013,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,19.58073473173952,0,0,0
2008011,1,1959,1,0,7,0,1,4,0,0,2,1000000,1,Sin Observación,1,4,19.58073473173952,0,0,0
2008011,2,1959,2,1,7,0,1,4,0,0,1,700000,1,Sin Observación,1,2,19.58073473173952,0,0,0
2008043,1,1989,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,19.58073473173952,0,0,0
2008043,2,1990,1,1,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,19.58073473173952,0,0,0
2008057,1,1991,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,19.58073473173952,0,0,0
2008057,2,1988,1,3,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,19.58073473173952,0,0,0
2008057,3,1985,2,3,7,0,1,12,0,0,0,0,0,Sin Observación,0,0,19.58073473173952,0,0,0
4005006,1,1936,1,0,4,0,0,3,1,1,1,700000,1,,1,2,21.254628671396933,0,0,0
4005006,2,1939,2,1,4,0,0,11,0,0,0,0,0,,1,4,21.254628671396933,0,0,0
4005006,3,1981,2,2,7,0,1,1,0,0,1,550000,1,,1,1,21.254628671396933,0,0,0
4005007,1,1953,1,0,5,0,1,3,1,1,1,375000,1,Sin Observación,1,6,21.254628671396933,0,0,0
4005007,2,1958,2,1,5,0,1,4,0,0,2,250000,1,Sin Observación,1,7,21.254628671396933,0,0,0
4006008,1,1967,2,0,7,0,1,4,0,0,1,1000000,1,,1,5,21.254628671396933,0,0,0
4006009,1,1922,1,0,4,0,0,9,0,0,0,375000,1,Sin Observación,0,0,21.254628671396933,0,0,0
4006009,2,1936,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,5,21.254628671396933,0,0,0
4006010,1,1965,2,0,7,0,1,1,0,0,1,700000,1,,1,2,21.254628671396933,0,0,0
4006011,1,1955,1,0,7,0,1,1,0,0,1,700000,1,Sin Observación,1,4,21.254628671396933,0,0,0
4006908,1,1955,1,0,7,0,1,3,0,0,1,1000000,1,Sin Observación,1,2,21.254628671396933,0,0,0
4006908,2,1957,2,1,7,0,1,3,0,0,1,325000,1,Sin Observación,1,2,21.254628671396933,0,0,0
4006908,3,1984,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,1,3,21.254628671396933,0,0,0
4006908,4,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,21.254628671396933,0,0,0
4009001,1,1964,1,0,5,0,1,8,0,0,1,1200001,1,,1,6,21.254628671396933,0,0,0
4009001,2,1966,2,1,4,0,0,11,0,0,0,0,0,,1,6,21.254628671396933,0,0,0
4009001,3,1991,1,2,6,6,0,14,0,0,0,0,0,,1,2,21.254628671396933,0,0,0
4009013,1,1963,1,0,7,0,1,8,0,0,1,450000,1,Sin Observación,1,5,21.254628671396933,0,0,0
4009013,2,1966,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,21.254628671396933,0,0,0
4009013,3,1985,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,1,2,21.254628671396933,0,0,0
4009013,4,1987,1,2,5,0,1,12,0,0,0,0,0,Sin Observación,1,5,21.254628671396933,0,0,0
4009013,5,1991,1,2,4,0,0,4,0,0,1,160000,1,Sin Observación,1,2,21.254628671396933,0,0,0
4009013,6,1993,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,21.254628671396933,0,0,0
4009015,1,1975,2,0,7,0,1,8,0,0,1,1000000,1,No proporcionará información.,0,0,21.254628671396933,0,0,0
4009015,2,1951,2,3,4,0,0,9,0,0,0,0,0,,0,0,21.254628671396933,0,0,0
4009015,3,1992,2,3,6,6,0,14,0,0,0,90000,1,Sin Observación,0,0,21.254628671396933,0,0,0
4013900,1,1952,1,0,7,0,0,4,0,0,1,250000,1,Sin Observación,0,0,21.254628671396933,0,0,0
4013900,2,1951,2,1,7,0,1,9,0,0,0,160000,1,Sin Observación,1,4,21.254628671396933,0,1,0
4013900,3,1987,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,0,0,21.254628671396933,0,0,0
4013900,4,1993,1,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,4,21.254628671396933,0,0,0
5003003,1,1954,1,0,4,0,0,4,0,0,1,250000,1,no quiso entregar informacion sueldo,1,3,35.92510290747619,0,0,0
5003003,2,1958,2,1,4,0,0,4,0,0,1,160000,1,no quiso enteegar informacion de sueldo,1,4,35.92510290747619,0,0,0
5003003,3,1983,2,2,7,0,1,4,0,0,1,325000,1,no quiso entregar informacion,1,1,35.92510290747619,0,0,0
5003003,4,1989,2,2,7,6,1,14,0,0,0,90000,1,paga pasaje adulto para ir por su hijo,1,5,35.92510290747619,0,0,0
5003003,5,1985,1,3,7,0,1,4,0,0,1,325000,1,no quiso entregar informacion,1,1,35.92510290747619,0,0,0
5003003,6,2005,1,3,3,4,0,14,0,0,0,0,0,"estudiante sin ingresos
eliminar ultimo viaje 7",1,5,35.92510290747619,0,0,0
5003004,1,1956,1,0,5,0,0,3,1,1,1,250000,1,,1,7,35.92510290747619,0,0,0
5003004,2,1949,2,1,4,0,0,11,0,0,0,250000,1,,1,2,35.92510290747619,0,0,0
5003004,3,1988,2,2,5,7,0,14,0,0,0,0,0,estudiante no tien ingresos,1,4,35.92510290747619,0,0,0
5003004,4,1985,1,5,6,6,0,14,0,0,0,250000,1,,1,4,35.92510290747619,0,1,0
5003004,5,1993,1,5,5,7,0,14,0,0,0,375000,1,dinero recibido por sus padres,1,4,35.92510290747619,0,0,0
5003004,6,1994,1,5,6,6,0,14,0,0,0,90000,1,,1,2,35.92510290747619,0,0,0
5003005,1,1991,1,0,6,6,0,14,0,0,0,90000,1,Rechazo en caracterización de viajes,0,0,35.92510290747619,0,0,0
5004001,1,1947,2,0,3,0,0,11,0,0,0,30000,1,,1,2,35.92510290747619,0,0,0
5004001,2,1982,1,2,4,0,0,4,0,0,1,160000,1,no realizo viajes  por enfermedad,0,0,35.92510290747619,0,0,0
5004001,3,1999,1,3,4,4,0,14,0,0,0,30000,1,pension de sobrevivencia,1,2,35.92510290747619,0,0,0
5004001,4,1971,2,3,4,0,0,3,0,0,3,30000,1,,1,6,35.92510290747619,0,0,0
5004002,1,1939,2,0,5,0,1,9,0,0,0,160000,1,sin movimiento el dia de la encuesta de viajes,0,0,35.92510290747619,0,0,0
5004002,2,1943,2,3,5,0,0,11,0,0,0,160000,1,no realizo viajes el dia de la encuesta de viajes,0,0,35.92510290747619,0,0,0
5004002,3,1984,2,3,7,0,1,4,0,0,1,250000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5004002,4,2011,1,3,1,0,0,13,0,0,0,0,0,niño menor de edad no recibe ingresos,0,0,35.92510290747619,0,0,0
5004003,1,1953,2,0,4,0,0,3,0,0,1,250000,1,"eliminar ultimo viaje
se negó a indicar ingreso",1,3,35.92510290747619,0,0,0
5004003,2,1946,1,1,7,0,1,4,0,0,1,450000,1,se negó a responder sobre ingreso,1,6,35.92510290747619,0,0,0
5004003,3,1990,2,2,6,6,0,14,0,0,0,0,0,estudiante,0,0,35.92510290747619,0,0,0
5010001,1,1974,1,0,3,0,0,3,1,1,1,250000,1,"Familia humilde, numerosa.",1,2,35.92510290747619,0,0,0
5010001,2,1976,2,1,4,0,0,11,0,0,0,90000,1,lava autos en el taller del hogar,1,2,35.92510290747619,0,1,0
5010001,3,1993,1,2,4,0,0,3,1,1,1,90000,1,"Trabaja en la casa, taller, lavando autos",1,2,35.92510290747619,0,0,0
5010001,4,1995,1,2,3,0,0,3,1,1,1,90000,1,,0,0,35.92510290747619,0,0,0
5010001,5,2000,2,2,3,4,0,14,0,0,0,0,0,,1,2,35.92510290747619,0,0,0
5010001,6,2006,2,2,3,4,0,14,0,0,0,0,0,,1,2,35.92510290747619,0,0,0
5010001,7,2012,1,2,1,0,0,13,0,0,0,0,0,,0,0,35.92510290747619,0,0,0
5010003,1,1964,1,0,4,0,0,5,0,0,1,160000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5010003,2,1973,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,4,35.92510290747619,0,1,0
5010003,3,2009,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5010006,1,1957,2,0,4,0,0,3,1,1,1,450000,1,Sin Observación,0,0,35.92510290747619,0,0,0
5010006,2,1982,2,2,4,0,0,4,0,0,1,375000,1,Sin Observación,1,5,35.92510290747619,0,0,0
5010006,3,1995,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,35.92510290747619,0,0,0
5010006,4,2000,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,35.92510290747619,0,0,0
5010006,5,2007,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5010008,1,1989,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5010011,1,1940,1,0,7,0,1,9,0,0,0,1200001,1,Sin Observación,1,4,35.92510290747619,0,1,0
5010011,2,1947,2,1,5,0,0,3,0,0,3,0,0,Sin Observación,1,4,35.92510290747619,0,0,0
5010016,1,1991,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5011017,1,1962,2,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5011028,1,1932,2,0,4,0,0,11,0,0,0,160000,1,RECIBE APORTES DE FAMILIARES,0,0,35.92510290747619,0,0,0
5011057,1,1976,1,0,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,6,35.92510290747619,0,0,0
5011057,2,1979,2,1,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5011057,3,2011,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5011057,4,1963,2,6,4,0,0,4,1,1,1,250000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5011061,1,1982,1,0,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,5,35.92510290747619,0,0,0
5011162,1,1947,1,0,4,0,0,9,0,0,0,550000,1,ingreso por renta y jubilacion,1,2,35.92510290747619,0,0,0
5011162,2,1963,2,2,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,35.92510290747619,0,0,0
5011162,3,2000,2,3,3,4,0,14,0,0,0,0,0,,1,2,35.92510290747619,0,0,0
5011900,1,1982,1,0,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,4,35.92510290747619,0,0,0
5011900,2,1982,2,1,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5011901,1,1981,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5011901,2,1984,2,1,7,0,1,4,0,0,1,700000,1,Sin Observación,0,0,35.92510290747619,0,0,0
5011901,3,1982,2,4,7,0,1,4,0,0,1,550000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5012006,1,1942,2,0,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5012006,2,1962,2,2,4,0,0,4,0,0,1,325000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5012006,3,1969,1,2,4,0,0,13,0,0,0,0,0,Sin Observación,1,5,35.92510290747619,0,0,0
5012006,4,1969,2,2,4,0,0,4,0,0,1,0,0,Sin Observación,1,3,35.92510290747619,0,0,0
5012006,5,1993,2,2,5,7,0,14,0,0,0,250000,1,Sin Observación,1,5,35.92510290747619,0,1,0
5012010,1,1943,1,0,4,0,0,13,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5012010,2,1950,2,1,3,0,0,11,0,0,0,160000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5018037,1,1981,2,0,7,0,1,4,0,0,1,1000000,1,con post natal,1,3,35.92510290747619,0,0,0
5018037,2,2013,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,35.92510290747619,0,0,0
5018900,1,1981,2,0,7,0,1,4,0,0,1,1200001,1,ingreso aumenta x envio externo,1,4,35.92510290747619,0,0,0
5018900,2,2008,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,35.92510290747619,0,0,0
5018900,3,1956,2,3,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,35.92510290747619,0,0,0
5018901,1,1956,1,0,5,0,1,2,0,0,1,1000000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5018901,2,1962,2,1,5,0,1,3,0,0,1,1000000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5018902,1,1987,2,0,7,0,1,4,0,0,1,700000,1,,1,4,35.92510290747619,0,0,0
5018902,2,1986,1,1,7,0,1,2,0,0,1,1000000,1,,1,2,35.92510290747619,0,0,0
5018903,1,1978,1,0,7,0,1,2,0,0,1,1200001,1,,1,2,35.92510290747619,0,0,0
5022004,1,1956,2,0,6,0,1,3,1,1,1,250000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5022046,1,1964,2,0,5,0,0,4,0,0,1,550000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5022046,2,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,7,35.92510290747619,0,0,0
5022046,3,1994,2,2,6,6,0,14,0,0,0,0,0,no existen mapas,1,2,35.92510290747619,0,0,0
5022100,1,1985,2,0,7,0,1,1,0,0,2,700000,1,Sin Observación,1,5,35.92510290747619,0,0,1
5022101,1,1958,1,0,6,0,1,4,0,0,1,375000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5022101,2,1965,2,1,5,0,1,4,0,0,1,450000,1,Sin Observación,1,5,35.92510290747619,0,0,0
5022101,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,5,35.92510290747619,0,0,0
5029014,1,1993,2,0,6,6,0,14,0,0,0,160000,1,pension alimentos hijo,1,4,35.92510290747619,0,0,0
5029014,2,2008,1,2,2,3,0,14,0,0,0,0,0,menor de edad no posee ingresos,1,2,35.92510290747619,0,0,0
5029014,3,1985,1,3,7,0,1,12,0,0,0,0,0,sin ingresos cesante,0,0,35.92510290747619,0,0,0
5029065,1,1976,1,0,7,0,1,1,0,0,3,700000,1,se nego indicar ingreso,1,7,35.92510290747619,0,0,0
5029065,2,1980,2,1,5,0,1,4,0,0,1,450000,1,se nego indicar ingreso,1,2,35.92510290747619,0,0,1
5029065,3,2008,2,2,2,2,0,14,0,0,0,0,0,menor de edad,1,2,35.92510290747619,0,0,0
5029089,1,1976,1,0,7,0,1,4,0,0,1,550000,1,no quiso indicar sueldo,1,6,35.92510290747619,0,0,0
5029089,2,1984,2,1,5,0,0,3,0,0,1,325000,1,no quiso indicar sueldo,1,6,35.92510290747619,0,0,0
5029089,3,2009,2,2,2,2,0,14,0,0,0,0,0,estudiante menor de edad,1,2,35.92510290747619,0,0,0
5029123,1,1983,2,0,5,0,0,4,0,0,1,160000,1,Sin Observación,1,4,35.92510290747619,0,0,1
5029123,2,1989,1,1,5,0,0,4,0,0,1,250000,1,Sin Observación,1,5,35.92510290747619,0,0,1
5029123,3,2004,1,2,3,4,0,14,0,0,0,0,0,ESTUDIANTE SIN INGRESOS,1,2,35.92510290747619,0,0,0
5029123,4,2012,2,2,1,1,0,14,0,0,0,0,0,MENOR DE EDAD SIN INGRESOS,1,2,35.92510290747619,0,0,0
5029137,1,1979,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5029137,2,1930,1,3,4,0,0,9,0,0,0,160000,1,Sin Observación,1,4,35.92510290747619,0,0,0
5030003,1,1991,1,0,4,0,0,4,0,0,1,160000,1,,1,5,35.92510290747619,0,0,0
5030003,2,1988,2,1,4,0,0,11,0,0,0,0,0,dueña de casa,1,3,35.92510290747619,0,0,0
5030003,3,2013,1,2,1,0,0,13,0,0,0,0,0,sin actividad,1,3,35.92510290747619,0,0,0
5030004,1,1924,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,35.92510290747619,0,0,0
5030004,2,1945,2,2,3,0,0,11,0,0,0,90000,1,Sin Observación,1,2,35.92510290747619,0,0,0
5030004,3,1989,1,3,6,6,0,14,0,0,0,0,0,estudia no posee ingresos,1,2,35.92510290747619,0,0,0
5030004,4,1993,1,3,6,6,0,14,0,0,0,30000,1,Sin Observación,0,0,35.92510290747619,0,0,0
5030005,1,1951,2,0,4,0,0,9,0,0,0,90000,1,Sin Observación,0,0,35.92510290747619,0,0,0
5030005,2,1951,1,1,4,0,0,4,0,0,1,375000,1,no quiso indicar tipo de ingreso,1,2,35.92510290747619,0,0,0
5030005,3,1980,2,2,7,0,1,4,0,0,1,250000,1,se nego  a entregar tipo de ingreso,1,2,35.92510290747619,0,0,0
5030005,4,1930,2,3,3,0,0,13,0,0,0,0,0,no posee ingresos,0,0,35.92510290747619,0,0,0
5030008,1,1946,1,0,7,0,1,9,0,0,0,550000,1,,1,6,35.92510290747619,0,0,0
