IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
44014001,2,1992,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,6,28.19397309049438,0,0,0
44014001,3,1999,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,28.19397309049438,0,0,0
44014001,4,1986,2,2,3,0,0,13,0,0,0,90000,1,Sin Observación,0,0,28.19397309049438,0,0,0
44014001,5,1996,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44014002,1,1951,1,0,4,0,0,12,0,0,0,0,0,encuestado dice que no esta trabajando,1,5,28.19397309049438,0,0,0
44014002,2,1951,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,28.19397309049438,0,0,0
44014002,3,1977,2,2,7,6,0,14,0,0,0,0,0,Sin Observación,0,0,28.19397309049438,0,0,0
44014003,1,1945,2,0,3,0,0,9,0,0,0,0,0,Sin Observación,1,4,28.19397309049438,0,0,0
44014003,2,1940,1,1,3,0,0,9,0,0,0,90000,1,Sin Observación,1,6,28.19397309049438,0,0,0
44014012,1,1973,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44014012,2,1972,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,7,28.19397309049438,0,0,0
44014012,3,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,11,28.19397309049438,0,0,0
44014012,4,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,7,28.19397309049438,0,0,0
44014015,1,1969,1,0,4,0,0,4,0,0,1,450000,1,,1,2,28.19397309049438,0,0,0
44014015,2,1972,2,1,4,0,0,3,1,1,1,250000,1,,1,2,28.19397309049438,0,0,0
44014015,3,2001,1,2,3,4,0,14,0,0,0,0,0,,1,4,28.19397309049438,0,0,0
44014015,4,1999,2,2,4,4,0,14,0,0,0,0,0,,1,4,28.19397309049438,0,0,0
44014015,5,1989,2,2,4,0,0,4,0,0,1,250000,1,,1,4,28.19397309049438,0,0,0
44014019,1,1933,1,0,3,0,0,9,0,0,0,160000,1,,0,0,28.19397309049438,0,0,0
44014019,2,1933,2,1,3,0,0,9,0,0,0,90000,1,,0,0,28.19397309049438,0,0,0
44014025,1,1970,1,0,4,0,0,3,1,3,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44014025,2,1971,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,28.19397309049438,0,0,0
44014025,3,1991,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44014025,4,1993,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,6,28.19397309049438,0,0,0
44014025,5,1990,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44014025,6,1995,1,2,4,0,0,13,0,0,0,0,0,esta cesante,0,0,28.19397309049438,0,0,0
44014900,1,1929,2,0,3,0,0,9,0,0,0,90000,1,,1,4,28.19397309049438,0,0,0
44014900,2,1972,1,2,4,0,0,4,0,0,1,250000,1,,0,0,28.19397309049438,0,0,0
44023002,1,1940,2,0,3,0,0,9,0,0,0,90000,1,,0,0,28.19397309049438,0,0,0
44023006,1,1951,2,0,3,0,0,9,0,0,0,90000,1,,0,0,28.19397309049438,0,0,0
44023006,2,1961,1,1,3,0,0,12,0,0,0,30000,1,,1,2,28.19397309049438,0,0,0
44023006,3,1999,2,3,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44023013,1,1966,2,0,4,0,0,4,0,0,1,250000,1,,1,2,28.19397309049438,0,0,0
44023013,2,1988,1,2,4,0,0,4,0,0,1,250000,1,,0,0,28.19397309049438,0,0,0
44023021,1,1974,2,0,4,0,0,4,0,0,1,250000,1,,0,0,28.19397309049438,0,0,0
44023021,2,1998,2,2,4,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44023022,1,1975,2,0,4,0,0,4,0,0,1,325000,1,,1,3,28.19397309049438,0,0,0
44023022,2,1974,1,1,4,0,0,4,0,0,1,250000,1,,1,2,28.19397309049438,0,0,0
44023022,3,2006,1,2,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44023022,4,2003,2,2,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44023022,5,1999,2,2,4,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44033002,1,1970,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44033002,2,1971,2,1,4,0,0,5,0,0,1,325000,1,Sin Observación,1,3,28.19397309049438,0,0,0
44033002,3,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44033002,4,2005,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44033003,1,1958,1,0,3,0,0,5,0,0,1,250000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44033003,2,1959,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,28.19397309049438,0,0,0
44033003,3,1991,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44033006,1,1946,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44033006,2,1956,2,1,5,0,1,11,0,0,0,0,0,Sin Observación,1,7,28.19397309049438,0,0,0
44033006,3,1978,2,2,4,0,0,12,0,0,0,0,0,"cesante, ",0,0,28.19397309049438,0,0,0
44033006,4,1989,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,28.19397309049438,0,0,0
44033006,5,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44033007,1,1948,1,0,6,0,0,5,0,0,1,450000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44033007,2,1952,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,28.19397309049438,0,0,0
44033007,3,1970,2,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44033007,4,1991,1,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,6,28.19397309049438,0,0,0
44033009,1,1941,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,0,0,28.19397309049438,0,0,0
44033010,1,1986,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44033010,2,1994,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44033010,3,2013,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44042001,1,1952,1,0,3,0,0,5,0,0,1,375000,1,Sin Observación,1,3,28.19397309049438,0,0,0
44042001,2,1952,2,1,4,0,0,5,0,0,1,375000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042001,3,1970,1,2,5,0,0,3,0,0,1,250000,1,Sin Observación,1,3,28.19397309049438,0,0,0
44042001,4,1997,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,1,28.19397309049438,0,0,0
44042003,1,1961,2,0,3,0,0,11,0,0,0,90000,1,,1,4,28.19397309049438,0,0,0
44042003,2,1963,1,1,3,0,0,4,0,0,2,160000,1,,0,0,28.19397309049438,0,0,0
44042003,3,2000,1,2,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44042003,4,1986,2,2,4,0,0,4,0,0,1,250000,1,,1,4,28.19397309049438,0,0,0
44042003,5,2006,1,3,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44042009,1,1942,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042010,1,1945,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042010,2,1947,2,1,1,0,0,9,0,0,0,90000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042020,1,1941,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44042020,2,1940,2,1,3,0,0,9,0,0,0,90000,1,Sin Observación,1,6,28.19397309049438,0,0,0
44042020,3,1972,1,2,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,28.19397309049438,0,0,0
44042022,1,1953,1,0,4,0,0,4,0,0,1,250000,1,,1,2,28.19397309049438,0,0,0
44042022,2,1961,2,1,4,0,0,11,0,0,0,0,0,,0,0,28.19397309049438,0,0,0
44042022,3,1984,1,2,5,7,1,14,0,0,0,250000,1,,1,2,28.19397309049438,0,1,0
44042022,4,1990,1,2,4,0,0,4,0,0,1,250000,1,,1,2,28.19397309049438,0,0,1
44042022,5,1992,1,2,8,0,0,13,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44042022,6,1981,1,2,3,0,0,13,0,0,0,30000,1,,0,0,28.19397309049438,0,0,0
44042022,7,2000,1,3,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44042024,1,1963,1,0,4,0,0,9,0,0,0,90000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042024,2,1983,2,1,4,0,0,5,0,0,1,160000,1,Sin Observación,1,2,28.19397309049438,0,0,0
44042024,3,2001,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44042024,4,2011,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,28.19397309049438,0,0,0
44042024,5,1958,2,3,4,0,0,9,0,0,0,90000,1,Sin Observación,1,3,28.19397309049438,0,0,0
44042024,6,1999,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,28.19397309049438,0,0,0
44042900,1,1981,2,0,5,0,0,4,0,0,1,250000,1,,1,4,28.19397309049438,0,0,0
44042900,2,1974,1,1,4,0,0,4,0,0,1,250000,1,,1,2,28.19397309049438,0,0,0
44042900,3,2007,2,2,3,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
44042900,4,1998,1,2,4,4,0,14,0,0,0,0,0,,1,2,28.19397309049438,0,0,0
45014001,1,1948,2,0,6,0,0,9,0,0,0,427000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014002,1,1955,1,0,7,0,1,4,0,0,1,1500000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45014002,2,1959,2,1,5,0,1,4,0,0,1,700000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014002,3,1989,1,2,7,0,1,4,0,0,1,700000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45014004,1,1955,1,0,6,0,0,4,0,0,1,500000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014004,2,1957,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,37.819794206238925,0,0,0
45014004,3,1978,1,2,7,0,1,4,0,0,1,500000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014004,4,1984,2,2,7,0,1,4,0,0,1,800000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45014004,5,2007,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014005,1,1934,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,37.819794206238925,0,0,0
45014015,1,1957,1,0,4,0,0,3,1,1,1,300000,1,Sin Observación,0,0,37.819794206238925,0,0,0
45014015,2,1975,2,1,3,0,0,3,0,0,2,120000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014015,3,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014015,4,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014015,5,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014021,1,1944,2,0,7,0,1,9,0,0,0,200000,1,Sin Observación,0,0,37.819794206238925,0,0,0
45014900,1,1970,2,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45014900,2,2003,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014900,3,2005,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45014900,4,1999,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45017005,1,1939,2,0,3,0,0,9,0,0,0,200000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45017005,2,1973,1,2,4,0,0,4,1,1,2,300000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45017005,3,1996,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45017006,1,1962,1,0,3,0,0,3,1,3,1,180000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45017008,1,1970,1,0,4,0,0,4,0,0,1,300000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45017008,2,1968,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,7,37.819794206238925,0,0,0
45017008,3,1995,2,2,6,5,0,14,0,0,0,0,0,Sin Observación,1,4,37.819794206238925,0,0,0
45017008,4,1999,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,6,37.819794206238925,0,0,0
45017008,5,2002,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,37.819794206238925,0,0,0
45017010,1,1957,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,4,37.819794206238925,0,0,0
45017010,2,1964,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45017010,3,1990,2,2,5,7,0,14,0,0,0,300000,1,Sin Observación,1,3,37.819794206238925,0,1,0
45017010,4,1987,2,2,4,0,0,4,0,0,1,200000,1,Sin Observación,1,2,37.819794206238925,0,0,0
45017010,5,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
45017010,6,2010,2,3,1,0,0,13,0,0,0,0,0,Sin Observación,1,2,37.819794206238925,0,0,0
46014005,1,1955,1,0,4,0,0,3,1,1,1,160000,1,,1,2,33.39419479385223,0,0,0
46014011,1,1973,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46014011,2,1976,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,33.39419479385223,0,0,1
46014011,3,2001,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46014011,4,2006,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46014014,1,1993,2,0,4,0,0,11,0,0,0,0,0,"ELIMINAR EL ULTIMO VIAJE, ella vive como pareja y hermano que trabajan 15 dias e",1,4,33.39419479385223,0,0,1
46014014,2,2009,1,2,1,2,0,14,0,0,0,0,0,los matienen sus tios que trabajan fuera de la cuidad. ELIMINAR ULTIMO VIAJE ES ,1,4,33.39419479385223,0,0,0
46014019,1,1949,1,0,4,0,0,4,0,0,1,250000,1,,1,4,33.39419479385223,0,0,0
46014019,2,1954,2,1,4,0,0,6,0,0,2,90000,1,ELIMINAR ULTIMO VIAJE NO ES REAL,1,4,33.39419479385223,0,0,0
46014020,1,1986,1,0,3,0,0,4,0,0,1,325000,1,,1,4,33.39419479385223,0,0,0
46014020,2,1992,2,1,4,0,0,11,0,0,0,0,0,,1,6,33.39419479385223,0,0,0
46014020,3,2008,2,2,1,3,0,14,0,0,0,0,0,,1,4,33.39419479385223,0,0,0
46014020,4,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,6,33.39419479385223,0,0,0
46019006,1,1986,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46019006,2,1989,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46019006,3,2009,2,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46019006,4,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46019011,1,1951,2,0,4,0,0,12,0,0,0,90000,1,Sin Observación,0,0,33.39419479385223,0,0,0
46019055,1,1970,2,0,4,0,0,5,0,0,1,250000,1,,1,2,33.39419479385223,0,0,0
46019055,2,1990,2,2,4,0,0,12,0,0,0,0,0,sin trabajo,1,2,33.39419479385223,0,0,0
46019055,3,1991,2,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46019055,4,1999,1,2,3,4,0,14,0,0,0,0,0,,1,2,33.39419479385223,0,0,0
46019071,1,1965,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46019071,2,1963,2,1,4,0,0,5,0,0,2,160000,1,Sin Observación,1,3,33.39419479385223,0,0,0
46019071,3,1993,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46019079,1,1955,1,0,4,0,0,5,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46019080,1,1941,2,0,6,0,0,9,0,0,0,160000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029007,1,1975,1,0,4,0,0,4,0,0,1,550000,1,Sin Observación,1,7,33.39419479385223,0,0,0
46029007,2,1981,2,1,4,0,0,4,0,0,1,160000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46029007,3,1999,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029007,4,2005,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029011,1,1937,1,0,3,0,0,9,0,0,0,160000,1,el paga menos en tarifa por pide que lo lleven por menos,1,2,33.39419479385223,0,0,0
46029011,2,1954,2,1,3,0,0,11,0,0,0,0,0,,1,5,33.39419479385223,0,0,0
46029011,3,1976,1,2,3,0,0,7,0,0,3,160000,1,el trabaja fuera de temuco por eso el viaje es mas corto solo a pie,1,2,33.39419479385223,0,0,0
46029022,1,1945,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029022,2,2000,1,1,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029022,3,1974,2,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029022,4,1994,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029022,5,1997,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029025,1,1974,1,0,4,0,0,3,0,0,1,550000,1,,1,4,33.39419479385223,0,0,0
46029025,2,1977,2,1,4,0,0,11,0,0,0,0,0,,1,4,33.39419479385223,0,0,0
46029025,3,2000,2,2,3,4,0,14,0,0,0,0,0,,1,2,33.39419479385223,0,0,0
46029025,4,2011,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029038,1,1980,1,0,4,0,0,3,0,0,3,325000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029038,2,1987,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029038,3,2006,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029038,4,2010,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029045,1,1954,2,0,4,0,0,9,0,0,0,160000,1,,1,6,33.39419479385223,0,1,0
46029045,2,1980,1,2,5,0,1,4,0,0,1,325000,1,,1,8,33.39419479385223,0,0,0
46029045,3,1981,1,2,7,6,1,14,0,0,0,0,0,el se quedo todo el dia en a universidad comio una colacion rapida y siguio con ,1,2,33.39419479385223,0,0,0
46029045,4,1994,2,2,6,6,0,14,0,0,0,90000,1,SI TRABAJA EN EMPAQUE NO HABIA OMITIDO,1,6,33.39419479385223,0,0,0
46029045,5,1989,2,3,6,0,0,4,0,0,1,250000,1,el último viaje es ficticio ya que  por olvido el último viaje no puse que era e,1,4,33.39419479385223,0,0,1
46029045,6,1993,2,3,5,7,0,14,0,0,0,0,0,,1,4,33.39419479385223,0,0,0
46029056,1,1976,2,0,4,0,0,11,0,0,0,160000,1,Sin Observación,1,6,33.39419479385223,0,0,1
46029056,2,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029056,3,2010,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,1,6,33.39419479385223,0,0,0
46029900,1,1953,1,0,3,0,0,4,0,0,1,325000,1,,1,2,33.39419479385223,0,0,0
46029900,2,1952,2,1,4,0,0,11,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46029900,3,1993,1,3,4,0,0,12,0,0,0,0,0,No trabaja,1,2,33.39419479385223,0,0,0
46029903,1,1944,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,2,1942,2,1,4,0,0,9,0,0,0,90000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,3,1971,2,2,4,0,0,3,1,2,3,160000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,4,1999,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,5,2001,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,6,2003,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029903,7,2005,1,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029904,1,1957,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46029904,2,1962,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029904,3,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46029905,1,1979,1,0,4,0,0,4,0,0,1,450000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46029905,2,1983,2,1,7,0,1,4,0,0,1,250000,1,Sin Observación,1,6,33.39419479385223,0,0,1
46029905,3,1983,1,3,5,0,1,4,0,0,1,450000,1,Sin Observación,1,5,33.39419479385223,0,0,0
46029905,4,1983,2,3,7,0,1,4,0,0,1,450000,1,Sin Observación,1,7,33.39419479385223,0,0,0
46029905,5,1990,2,3,4,0,0,4,0,0,1,250000,1,Sin Observación,1,7,33.39419479385223,0,0,0
46029906,1,1970,1,0,4,0,0,4,0,0,1,375000,1,Sin Observación,1,8,33.39419479385223,0,0,0
46029906,2,1967,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46029906,3,1995,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46037006,1,1977,1,0,3,0,0,4,0,0,1,325000,1,Sin Observación,1,4,33.39419479385223,0,0,0
46037006,2,1976,2,1,4,0,0,4,0,0,1,160000,1,Sin Observación,1,3,33.39419479385223,0,0,0
46037006,3,2010,1,2,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46037013,1,1954,1,0,3,0,0,3,0,0,1,160000,1,,1,2,33.39419479385223,0,0,0
46037013,2,1957,2,1,3,0,0,11,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46037013,3,1982,1,2,4,0,0,12,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46037013,4,1989,2,2,4,0,0,4,0,0,1,160000,1,,1,5,33.39419479385223,0,0,1
46037019,1,1962,1,0,3,0,0,3,0,0,2,250000,1,este varia a que el hace fletes,0,0,33.39419479385223,0,0,0
46037019,2,1965,2,2,3,0,0,11,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46037019,3,1989,2,2,4,0,0,12,0,0,0,0,0,Sin Observación,0,0,33.39419479385223,0,0,0
46037020,1,1955,2,0,3,0,0,3,0,0,2,160000,1,,1,4,33.39419479385223,0,0,0
46037020,2,1989,2,2,4,0,0,11,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46037020,3,1956,1,3,1,0,0,13,0,0,0,90000,1,,0,0,33.39419479385223,0,0,0
46037020,4,2013,2,3,1,0,0,13,0,0,0,0,0,,0,0,33.39419479385223,0,0,0
46037023,1,1970,1,0,4,0,0,4,0,0,1,325000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46037023,2,1978,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46037023,3,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,33.39419479385223,0,0,0
46051012,1,1959,1,0,4,0,0,3,1,1,1,250000,1,es relatvo ya que es mueblista,1,2,33.39419479385223,0,0,0
46051012,2,1955,2,1,4,0,0,4,0,0,2,160000,1,,1,2,33.39419479385223,0,0,0
46051012,3,1985,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46051013,1,1952,2,0,4,0,0,9,0,0,0,90000,1,,1,2,33.39419479385223,0,0,0
46051013,2,1951,1,1,4,0,0,4,0,0,1,375000,1,,1,2,33.39419479385223,0,0,0
46051013,3,1980,1,2,4,0,0,4,0,0,1,250000,1,,0,0,33.39419479385223,0,0,0
46051019,1,1966,1,0,4,0,0,4,0,0,1,160000,1,,1,2,33.39419479385223,0,0,0
46051019,2,1956,2,1,4,0,0,4,0,0,1,250000,1,,1,4,33.39419479385223,0,0,1
46051019,3,1990,1,2,5,7,0,14,0,0,0,90000,1,,1,2,33.39419479385223,0,1,0
46051019,4,1994,2,2,6,6,0,14,0,0,0,0,0,,1,4,33.39419479385223,0,0,0
46051025,1,1950,1,0,4,0,0,3,0,0,1,325000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46051025,2,1952,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,6,33.39419479385223,0,0,0
46051025,3,1992,2,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46051025,4,2010,2,3,1,2,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46051030,1,1961,2,0,3,0,0,3,0,0,1,250000,1,hace ese ingreso con lo que le dan por pension alimenticia,1,4,33.39419479385223,0,0,0
46051030,2,2002,2,2,3,4,0,14,0,0,0,0,0,,1,2,33.39419479385223,0,0,0
46066006,1,1979,2,0,4,0,0,4,0,0,2,160000,1,Sin Observación,1,3,33.39419479385223,0,0,0
46066006,2,2008,2,2,2,3,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46066006,3,1979,1,3,3,0,0,5,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46066010,1,1935,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,33.39419479385223,0,0,0
46066010,2,1974,1,2,3,0,0,5,0,0,1,90000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46066011,1,1953,2,0,3,0,0,11,0,0,0,160000,1,Sin Observación,1,4,33.39419479385223,0,1,0
46066011,2,1993,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
46066011,3,1985,2,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,33.39419479385223,0,0,0
46066019,1,1963,2,0,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,33.39419479385223,0,0,0
