IDFolio,IDPersona,IDViaje,IDEtapa,IDVehiculoTransporte,IDModoEtapa,IDVehiculoDelHogar
42063036,1,5,1,351,2,0
42063036,2,1,1,351,2,0
42063036,2,2,1,351,2,0
42063036,3,1,1,350,2,0
42063036,3,2,1,350,2,0
42063036,3,3,1,350,2,0
42063036,3,4,1,350,2,0
42063036,4,1,1,350,2,0
42063036,4,2,1,350,2,0
42063036,4,3,1,350,2,0
42063036,4,4,1,350,2,0
42063036,5,1,1,351,2,0
42063036,5,2,1,351,2,0
42063038,1,1,1,352,2,0
42063038,1,2,1,352,2,0
42063038,1,3,1,352,2,0
42063038,1,4,1,352,2,0
42063038,2,1,1,352,2,0
42063038,2,2,1,352,2,0
42081005,1,1,1,172,2,0
42081005,1,2,1,172,2,0
42081005,1,3,1,172,2,0
42081005,1,4,1,172,2,0
42081005,1,5,1,172,2,0
42081005,1,6,1,172,2,0
42081005,1,7,1,172,2,0
42081005,2,1,1,171,2,0
42081005,2,2,1,171,2,0
42081011,1,1,1,170,2,0
42081011,1,2,1,170,2,0
42081025,2,1,1,162,2,0
42081025,2,2,1,162,2,0
42081025,2,3,1,162,2,0
42081025,2,4,1,162,2,0
42093005,1,1,1,321,2,0
42093005,1,2,1,321,2,0
42093005,1,3,1,321,2,0
42093005,1,4,1,321,2,0
42093005,1,5,1,321,2,0
42093005,1,6,1,321,2,0
42093005,1,7,1,321,2,0
42093005,1,8,1,321,2,0
42093009,1,1,1,322,2,0
42093009,1,2,1,322,2,0
42093009,2,2,1,322,2,0
42093011,1,1,1,324,2,0
42093011,1,2,1,324,2,0
42093011,1,3,1,324,2,0
42093011,2,1,1,323,2,0
42093011,2,2,1,323,2,0
42093011,2,3,1,323,2,0
42093011,3,1,1,324,2,0
42093011,3,2,1,323,2,0
42093011,4,1,1,324,2,0
42093011,4,2,1,323,2,0
42093013,2,1,1,325,2,0
42093013,2,2,1,325,2,0
42093013,2,3,1,325,2,0
42093013,2,4,1,325,2,0
42093013,2,5,1,325,2,0
42093013,2,6,1,325,2,0
42093013,2,7,1,325,2,0
42093013,2,8,1,325,2,0
42093013,3,1,1,327,2,0
42093013,3,2,1,327,2,0
42093013,3,3,1,327,2,0
42093013,3,4,1,327,2,0
42093013,5,1,1,325,2,0
42093013,5,2,1,325,2,0
42093013,5,3,1,325,2,0
42093013,5,4,1,325,2,0
42093013,5,5,1,325,2,0
42093013,5,6,1,325,2,0
42093013,5,7,1,325,2,0
42093013,5,8,1,325,2,0
42093014,1,3,1,328,2,0
42093014,1,4,1,328,2,0
42093014,1,5,1,328,2,0
42093014,1,6,1,328,2,0
42093014,1,7,1,328,2,0
42093014,2,1,1,328,2,0
42093014,2,2,1,328,2,0
42093014,2,3,1,328,2,0
42093014,2,4,1,328,2,0
42093014,2,5,1,328,2,0
42093014,2,6,1,328,2,0
42093014,2,7,1,328,2,0
42093014,3,1,1,328,2,0
42093014,4,1,1,328,2,0
42093014,4,2,1,328,2,0
43001033,1,1,1,238,2,0
43001033,1,2,1,238,2,0
43001033,1,3,1,238,2,0
43001033,1,4,1,238,2,0
43001033,1,5,1,238,2,0
43040011,1,1,1,233,2,0
43040011,1,2,1,233,2,0
43040011,2,1,1,234,2,0
43040011,2,2,1,234,2,0
43040011,3,1,1,233,2,0
43040011,3,2,1,233,2,0
43040013,2,1,1,232,2,0
43040013,2,2,1,232,2,0
43040013,2,3,1,232,2,0
43040013,2,4,1,232,2,0
43040013,2,5,1,232,2,0
43040013,2,6,1,232,2,0
44014015,1,1,1,230,2,0
44014015,1,2,1,230,2,0
44014015,2,1,1,230,2,0
44014015,2,2,1,230,2,0
44014015,3,3,1,230,2,0
44014015,3,4,1,230,2,0
44014015,4,3,1,230,2,0
44014015,4,4,1,230,2,0
44014015,5,3,1,230,2,0
44014015,5,4,1,230,2,0
44033007,4,3,1,130,2,0
44033007,4,4,1,130,2,0
44033007,4,5,1,130,2,0
44033007,4,6,1,130,2,0
44042001,1,1,1,133,2,0
44042001,1,2,1,133,2,0
44042001,1,3,1,133,2,0
44042001,2,1,1,133,2,0
44042001,3,3,1,133,2,0
44042001,4,1,1,133,2,0
45014002,1,1,1,244,2,0
45014002,1,2,1,244,2,0
45014002,1,3,1,244,2,0
45014002,1,4,1,244,2,0
45014002,2,1,1,244,2,0
45014002,3,1,1,243,2,0
45014002,3,2,1,243,2,0
45014002,3,3,1,243,2,0
45014002,3,4,1,243,2,0
45014004,3,1,1,241,2,0
45014004,4,1,1,241,2,0
45014004,4,2,1,241,2,0
45014004,4,3,1,241,2,0
45014004,4,4,1,241,2,0
45014004,5,1,1,241,2,0
45017005,2,1,1,248,2,0
45017005,2,2,1,248,2,0
46014019,1,3,1,125,2,0
46014019,1,4,1,125,2,0
46019006,1,1,1,125,2,0
46019006,1,2,1,125,2,0
46019006,1,3,1,125,2,0
46019006,1,4,1,125,2,0
46019006,2,1,1,125,2,0
46019006,2,2,1,125,2,0
46029007,1,1,1,178,2,0
46029007,1,2,1,178,2,0
46029007,1,3,1,178,2,0
46029007,1,4,1,178,2,0
46029007,1,5,1,178,2,0
46029007,2,1,1,178,2,0
46029007,2,2,1,178,2,0
46029025,1,1,1,118,2,0
46029025,1,2,1,118,2,0
46029025,1,3,1,118,2,0
46029025,1,4,1,118,2,0
46029025,2,3,1,118,2,0
46029025,2,4,1,118,2,0
46029025,4,3,1,118,2,0
46029025,4,4,1,118,2,0
46029045,2,1,1,119,2,0
46029045,2,2,1,119,2,0
46029045,2,3,1,119,2,0
46029045,2,4,1,119,2,0
46029045,2,5,1,119,2,0
46029045,2,6,1,119,2,0
46029045,2,7,1,119,2,0
46029045,2,8,1,119,2,0
46029905,3,1,1,179,2,0
46029905,4,3,1,180,2,0
46029905,4,4,1,180,2,0
46029905,4,5,1,180,2,0
46051012,1,1,1,127,2,0
46051012,1,2,1,127,2,0
46051019,1,1,1,126,2,0
46051019,1,2,1,126,2,0
46051019,3,2,1,126,2,0
46080021,2,1,1,228,2,0
46080021,2,2,1,228,2,0
46080021,2,3,1,228,2,0
46080021,2,4,1,228,2,0
47007001,1,1,1,383,2,0
47007001,1,2,1,383,2,0
47007001,1,3,1,383,2,0
47007001,1,4,1,383,2,0
47007001,2,1,1,382,2,0
47007001,2,2,1,382,2,0
47007001,2,3,1,382,2,0
47007001,2,4,1,382,2,0
47007001,2,5,1,382,2,0
47007001,2,6,1,382,2,0
47007001,3,1,1,382,2,0
47007001,3,2,2,383,2,0
47007001,4,1,1,382,2,0
47007001,4,2,1,382,2,0
47007002,1,1,1,384,2,0
47007002,1,2,1,384,2,0
47007002,1,3,1,384,2,0
47007002,1,4,1,384,2,0
47007002,1,5,1,384,2,0
47007002,1,6,1,384,2,0
47007002,4,1,1,385,2,0
47007002,4,2,1,385,2,0
47007002,4,3,1,384,2,0
47007002,5,2,1,384,2,0
47007004,1,1,1,391,2,0
47007004,1,3,1,391,2,0
47007004,1,4,1,391,2,0
47007004,1,5,1,391,2,0
47007004,1,6,1,391,2,0
47007004,2,1,1,390,2,0
47007004,2,2,1,390,2,0
47007004,2,3,1,390,2,0
47007004,2,4,1,390,2,0
47007004,2,5,1,390,2,0
47007004,2,6,1,390,2,0
47007004,2,7,1,390,2,0
47007004,2,8,1,390,2,0
47007004,2,9,1,390,2,0
47007004,3,1,1,392,2,0
47007004,3,2,1,392,2,0
47007004,3,3,1,390,2,0
47007004,3,4,1,392,2,0
47007004,3,5,1,392,2,0
47007004,3,6,1,392,2,0
47007004,3,7,1,392,2,0
47007004,3,8,1,392,2,0
47007004,3,9,1,392,2,0
47007007,1,1,1,200,2,0
47007007,1,2,1,200,2,0
47007007,1,3,1,200,2,0
47007007,3,1,1,200,2,0
47007007,4,1,1,200,2,0
48060022,3,1,1,254,2,0
48060022,3,2,1,254,2,0
48060026,2,6,1,268,2,0
48060026,2,7,1,268,2,0
48060026,2,9,1,268,2,0
48060026,3,1,1,268,2,0
48060026,3,2,1,268,2,0
48060026,3,4,1,268,2,0
48060026,4,1,1,268,2,0
48060026,4,2,1,268,2,0
48060026,4,4,1,268,2,0
48060027,3,1,1,253,2,0
48060027,3,2,1,253,2,0
48060027,3,3,1,253,2,0
48060027,3,4,1,253,2,0
48060027,3,5,1,253,2,0
48060027,3,6,1,253,2,0
48060027,3,7,1,253,2,0
48060027,3,8,1,253,2,0
48101005,1,1,1,259,2,0
48101005,1,2,1,259,2,0
48101005,1,3,1,259,2,0
48101005,1,4,1,259,2,0
48101005,1,5,1,259,2,0
48101005,2,1,1,259,2,0
48101005,2,2,1,259,2,0
48101005,2,3,1,259,2,0
48101005,2,4,1,259,2,0
48101005,3,1,1,259,2,0
48101005,3,2,1,259,2,0
48101005,3,3,1,259,2,0
48101006,1,1,1,260,2,0
48101006,1,2,1,260,2,0
48101006,1,3,1,260,2,0
48101006,1,4,1,260,2,0
48101006,1,5,1,260,2,0
48101006,1,9,1,260,2,0
48101006,1,10,1,260,2,0
48101006,1,11,1,260,2,0
48101006,2,1,1,260,2,0
48101006,2,2,1,260,2,0
48101006,3,1,1,260,2,0
48101012,1,1,1,262,2,0
48101012,1,2,1,262,2,0
48101012,1,3,1,262,2,0
48101012,1,4,1,262,2,0
48101012,1,5,1,262,2,0
48101012,3,1,1,262,2,0
48131004,2,1,1,271,2,0
48131004,2,2,1,271,2,0
48131022,1,1,1,270,2,0
48131022,1,2,1,270,2,0
48131022,1,3,1,270,2,0
48131022,1,4,1,270,2,0
48131022,1,7,1,270,2,0
48131022,2,1,1,270,2,0
48131022,2,2,1,270,2,0
50024002,1,1,1,229,2,0
50024002,1,2,1,229,2,0
50024002,1,3,1,229,2,0
50024002,1,4,1,229,2,0
50024002,1,5,1,229,2,0
50024002,1,6,1,229,2,0
50024002,1,7,1,229,2,0
50024002,1,8,1,229,2,0
50024002,1,9,1,229,2,0
50024002,1,10,1,229,2,0
50024002,1,11,1,229,2,0
50024002,3,1,1,229,2,0
50024002,3,2,1,229,2,0
50024002,4,1,1,229,2,0
50024002,4,2,1,229,2,0
50024002,4,3,1,229,2,0
50024002,4,4,1,229,2,0
50024004,1,1,1,237,2,0
50024004,1,2,1,237,2,0
50024004,1,3,1,237,2,0
50024004,1,4,1,237,2,0
50024004,1,5,1,237,2,0
50024004,1,6,1,237,2,0
50024004,2,2,1,237,2,0
50024004,2,3,1,237,2,0
50024005,1,1,1,232,2,0
50024005,1,2,1,232,2,0
50024005,1,3,1,232,2,0
50024005,1,4,1,232,2,0
50024005,1,5,1,232,2,0
50024005,1,6,1,232,2,0
50024005,2,1,1,231,2,0
50024005,2,2,1,231,2,0
50024005,2,3,1,231,2,0
50024902,1,1,1,233,2,0
50024902,1,2,1,233,2,0
50024902,1,3,1,233,2,0
50024902,1,4,1,233,2,0
50024902,1,5,1,233,2,0
50024902,1,6,1,233,2,0
50024902,2,2,1,233,2,0
50024902,2,3,1,233,2,0
50024902,3,1,1,233,2,0
50024902,4,1,1,233,2,0
50024903,1,1,1,235,2,0
50024903,1,2,1,235,2,0
50024903,1,3,1,235,2,0
50024903,1,4,1,235,2,0
50024903,1,5,1,235,2,0
50024903,2,1,1,236,2,0
50024903,2,2,1,236,2,0
50024903,2,3,1,236,2,0
50024903,2,4,1,236,2,0
50024903,2,5,1,236,2,0
50024903,3,1,1,236,2,0
50024903,3,2,1,235,2,0
50029906,1,1,1,398,2,0
50029906,1,2,1,398,2,0
50029906,1,3,1,398,2,0
50029906,1,4,1,398,2,0
50029906,1,5,1,398,2,0
50029906,1,6,1,398,2,0
50029906,1,7,1,398,2,0
50029906,1,8,1,398,2,0
50029906,1,9,1,398,2,0
50029906,1,10,1,398,2,0
50029906,2,1,1,398,2,0
50029906,2,2,1,398,2,0
50029906,2,4,1,398,2,0
50029906,2,5,1,398,2,0
50029906,2,6,1,398,2,0
50029906,3,3,1,398,2,0
50029906,3,4,1,398,2,0
50029906,4,1,1,398,2,0
50029906,4,2,1,398,2,0
50029906,4,4,1,398,2,0
50029906,4,5,1,398,2,0
50029906,4,6,1,398,2,0
50029908,1,1,1,406,2,0
50029908,1,2,1,406,2,0
50029908,2,1,1,405,2,0
50029908,2,2,1,405,2,0
50029908,2,3,1,405,2,0
50029908,2,4,1,405,2,0
50029908,2,5,1,405,2,0
50029908,3,1,1,405,2,0
50029909,1,1,1,345,2,0
50029909,1,2,1,345,2,0
50029909,1,3,1,345,2,0
50029909,1,4,1,345,2,0
50029909,1,5,1,345,2,0
50029909,1,6,1,345,2,0
50029909,1,7,1,345,2,0
50029909,1,8,1,345,2,0
50029910,1,1,1,393,2,0
50029910,2,1,1,393,2,0
50029910,2,2,1,393,2,0
50029910,2,3,1,393,2,0
50029910,2,4,1,393,2,0
50029910,2,5,1,393,2,0
50029910,2,6,1,393,2,0
50029910,3,1,1,393,2,0
50029910,3,2,1,393,2,0
50029911,1,1,1,344,2,0
50029911,1,2,1,344,2,0
50029911,1,3,1,344,2,0
50029911,1,4,1,344,2,0
50029911,1,5,1,344,2,0
50029911,1,6,1,344,2,0
50029911,2,1,1,344,2,0
50029911,2,2,1,344,2,0
50029911,3,1,1,344,2,0
50029911,3,2,1,344,2,0
50029911,3,3,1,344,2,0
50029911,3,4,1,344,2,0
50029911,3,5,1,344,2,0
50029911,3,6,1,344,2,0
50041018,1,1,1,316,2,0
50041018,1,2,1,316,2,0
50041018,1,3,1,316,2,0
50041018,1,4,1,316,2,0
50041018,1,5,1,316,2,0
50041018,1,6,1,316,2,0
50041018,2,1,1,316,2,0
50041018,2,2,1,316,2,0
50041018,2,3,1,316,2,0
50041018,2,4,1,316,2,0
50041018,3,1,1,316,2,0
50041018,3,2,1,316,2,0
50041018,4,1,1,316,2,0
50041018,4,2,1,316,2,0
50041019,2,1,1,318,2,0
50041019,2,2,1,318,2,0
50041019,3,1,1,318,2,0
50041019,3,2,1,318,2,0
50041022,1,1,1,314,2,0
50041022,1,2,1,314,2,0
50041022,2,1,1,315,2,0
50041022,2,2,1,315,2,0
50041022,2,3,1,315,2,0
50041022,2,4,1,315,2,0
50041022,2,5,1,315,2,0
50041022,2,6,1,315,2,0
50041022,2,7,1,315,2,0
50041022,2,8,1,315,2,0
50041022,3,1,1,315,2,0
50041022,3,2,1,315,2,0
50041022,3,3,1,315,2,0
50041022,3,4,1,315,2,0
50041024,1,1,1,312,2,0
50041024,1,2,1,312,2,0
50041024,1,3,1,312,2,0
50041024,1,4,1,312,2,0
50041024,1,5,1,312,2,0
50041024,3,1,1,312,2,0
50041024,4,1,1,312,2,0
50041024,4,2,1,312,2,0
50041031,1,1,1,319,2,0
50041031,1,2,1,319,2,0
50041031,1,3,1,319,2,0
50041031,3,1,1,319,2,0
50041031,3,2,1,320,2,0
50041031,4,1,1,319,2,0
50041031,4,2,1,320,2,0
50041031,5,1,1,320,2,0
50041031,5,2,1,320,2,0
50041901,1,1,1,342,2,0
50041901,1,2,1,342,2,0
50041901,1,3,1,342,2,0
50041901,1,4,1,342,2,0
50041901,1,5,1,342,2,0
50041901,1,6,1,342,2,0
50041901,1,7,1,342,2,0
50041901,1,8,1,342,2,0
50041901,1,9,1,342,2,0
50041901,2,1,1,342,2,0
50041901,2,2,1,342,2,0
50041901,3,1,1,342,2,0
50041901,4,1,1,342,2,0
50041903,1,1,1,343,2,0
50041903,1,2,1,343,2,0
50041903,1,3,1,343,2,0
50041903,1,4,1,343,2,0
50041903,1,5,1,343,2,0
50041903,2,3,1,343,2,0
50041903,2,4,1,343,2,0
50041903,3,2,1,343,2,0
51037900,1,1,1,367,2,0
51037900,1,2,1,367,2,0
51037900,1,3,1,367,2,0
51037900,1,4,1,367,2,0
51037900,2,1,1,367,2,0
51037900,2,2,1,367,2,0
51037902,1,1,1,371,2,0
51037902,1,2,1,371,2,0
51037902,1,3,1,371,2,0
51037902,1,4,1,371,2,0
51037902,1,5,1,371,2,0
51037902,1,6,1,371,2,0
51037902,1,7,1,371,2,0
51037902,1,8,1,371,2,0
51037902,1,9,1,371,2,0
51037902,2,1,1,370,2,0
51037902,2,2,1,370,2,0
51037902,2,3,1,370,2,0
51037902,2,4,1,370,2,0
51037902,2,5,1,370,2,0
51037902,2,6,1,370,2,0
51037902,2,7,1,370,2,0
51037902,2,8,1,370,2,0
51037902,2,9,1,370,2,0
51037902,2,10,1,370,2,0
51037902,2,11,1,370,2,0
51037902,4,1,1,370,2,0
51037902,4,3,1,371,2,0
51037902,5,1,1,370,2,0
51037902,5,2,1,370,2,0
51037902,6,1,1,370,2,0
51037902,6,2,1,370,2,0
51037903,1,1,1,380,2,0
51037903,1,2,1,380,2,0
51037903,1,3,1,380,2,0
51037903,1,4,1,380,2,0
51037903,1,5,1,380,2,0
51037903,1,6,1,380,2,0
51037903,1,7,1,380,2,0
51037903,1,8,1,380,2,0
51037903,2,1,1,381,2,0
51037903,2,2,1,381,2,0
51037903,2,3,1,381,2,0
51037903,2,4,1,381,2,0
51037903,2,5,1,381,2,0
51037903,2,6,1,381,2,0
51037903,2,7,1,381,2,0
51037903,2,8,1,381,2,0
51037903,2,9,1,381,2,0
51037903,3,1,1,380,2,0
51037903,3,2,1,380,2,0
51037903,3,3,1,381,2,0
51037903,3,4,1,381,2,0
51037903,4,1,1,380,2,0
51037903,4,2,1,381,2,0
51037903,4,3,1,381,2,0
51037904,1,1,1,372,2,0
51037904,1,2,1,372,2,0
51037904,1,3,1,372,2,0
51037904,1,4,1,372,2,0
51037904,1,5,1,372,2,0
51037904,1,6,1,372,2,0
51037904,1,7,1,372,2,0
51037904,2,1,1,372,2,0
51037904,2,2,1,372,2,0
51037904,2,3,1,372,2,0
51037904,2,4,1,372,2,0
51037904,2,5,1,372,2,0
51037904,2,6,1,372,2,0
51037904,3,1,1,372,2,0
51037904,4,1,1,372,2,0
51037904,5,1,1,372,2,0
51037904,5,2,1,372,2,0
51037905,1,1,1,375,2,0
51037905,1,2,1,375,2,0
51037905,2,1,1,374,2,0
51037905,2,2,1,374,2,0
51037905,2,3,1,374,2,0
51037905,2,4,1,374,2,0
51037905,3,1,1,375,2,0
51037905,3,2,1,375,2,0
51037906,1,1,1,378,2,0
51037906,1,2,1,378,2,0
51037906,1,3,1,378,2,0
51037906,1,4,1,378,2,0
51037906,2,1,1,377,2,0
51037906,2,2,1,377,2,0
51037906,2,3,1,377,2,0
51037906,2,4,1,377,2,0
51037906,4,1,1,377,2,0
52004005,1,1,1,215,2,0
52004005,1,2,1,215,2,0
52004005,1,3,1,215,2,0
52004005,1,4,1,215,2,0
52004005,1,5,1,215,2,0
52004005,1,6,1,215,2,0
52004005,5,1,1,215,2,0
52004005,5,2,1,215,2,0
52004015,1,3,1,180,2,0
52004061,1,1,1,178,2,0
52004061,1,2,1,178,2,0
52004061,4,1,1,178,2,0
52004061,4,2,1,178,2,0
52013003,1,1,1,132,2,0
52013003,1,2,1,132,2,0
52013003,1,3,1,132,2,0
52013003,1,4,1,132,2,0
52013003,1,5,1,132,2,0
52013003,4,4,1,132,2,0
52013019,1,1,1,131,2,0
52013019,1,2,1,131,2,0
52013019,1,3,1,131,2,0
52013019,1,4,1,131,2,0
52013019,3,4,1,131,2,0
52018013,1,1,1,142,2,0
52018013,1,2,1,142,2,0
52018013,1,3,1,142,2,0
52018013,1,4,1,142,2,0
52018013,1,5,1,142,2,0
52018013,1,6,1,142,2,0
52030045,1,9,1,171,2,0
52030045,1,10,1,171,2,0
52030045,2,1,1,171,2,0
52030045,2,2,1,171,2,0
52030045,3,1,1,171,2,0
52030045,3,2,1,171,2,0
52034013,1,1,1,168,2,0
52042019,1,2,1,176,2,0
52042019,2,1,1,176,2,0
52042019,2,2,1,176,2,0
52042019,2,3,1,176,2,0
52042019,2,4,1,176,2,0
52042019,3,1,1,176,2,0
52042022,3,1,1,174,2,0
52042022,3,2,1,174,2,0
52048003,2,1,1,196,2,0
52048003,2,2,1,196,2,0
52048003,2,3,1,196,2,0
52048003,2,4,1,196,2,0
52048003,2,5,1,196,2,0
52048003,2,6,1,196,2,0
52048007,1,1,1,204,2,0
52048007,1,2,1,204,2,0
52048014,1,1,1,200,2,0
52048014,1,2,1,200,2,0
52048014,1,3,1,200,2,0
52048014,1,4,1,200,2,0
52048014,3,1,1,199,2,0
52048014,3,2,1,199,2,0
52058010,1,1,1,198,2,0
52058010,1,2,1,198,2,0
52058010,1,3,1,198,2,0
52058010,1,4,1,198,2,0
52058010,1,5,1,198,2,0
52058010,1,6,1,198,2,0
52058010,1,7,1,198,2,0
52058010,1,8,1,198,2,0
52058010,2,1,1,198,2,0
52058010,2,2,1,198,2,0
52058010,3,1,1,198,2,0
52058010,3,2,1,198,2,0
52058010,3,3,1,198,2,0
52058010,4,1,1,198,2,0
52058010,4,2,1,198,2,0
52058010,4,3,1,198,2,0
52058010,4,4,1,198,2,0
52058010,4,5,1,198,2,0
52058010,4,6,1,198,2,0
52058010,4,7,1,198,2,0
52058010,4,8,1,198,2,0
52058012,1,3,1,197,2,0
52058012,1,4,1,197,2,0
52058012,2,1,1,197,2,0
52058012,2,2,1,197,2,0
52064012,2,2,1,138,2,0
52064012,2,3,1,138,2,0
52064023,1,1,1,139,2,0
52064023,1,2,1,139,2,0
52072012,1,1,1,137,2,0
52072012,1,2,1,137,2,0
52072012,1,3,1,137,2,0
52072012,1,4,1,137,2,0
52072012,1,5,1,137,2,0
52083002,1,1,1,206,2,0
52083002,1,2,1,206,2,0
52083002,1,3,1,206,2,0
52083002,1,4,1,206,2,0
52083002,1,5,1,206,2,0
52083002,1,6,1,206,2,0
52083002,1,7,1,206,2,0
52083002,2,2,1,206,2,0
52083002,2,3,1,206,2,0
52083002,2,4,1,206,2,0
52083002,2,5,1,206,2,0
52083002,2,6,1,206,2,0
52083002,2,7,1,206,2,0
52083002,3,1,1,206,2,0
52083002,3,2,1,206,2,0
52083002,3,3,1,206,2,0
52083002,3,4,1,206,2,0
52083002,4,1,1,206,2,0
52083002,4,2,1,206,2,0
52083002,4,3,1,206,2,0
52083002,4,4,1,206,2,0
52083013,2,1,1,207,2,0
52083013,2,2,1,207,2,0
52083013,2,3,1,207,2,0
52083013,2,4,1,207,2,0
52083013,2,5,1,207,2,0
52083013,3,1,1,207,2,0
52083020,1,1,1,211,2,0
52083020,1,2,1,211,2,0
55013904,1,1,1,167,2,0
55013904,1,2,1,167,2,0
55013905,2,1,1,168,2,0
55013905,2,2,1,168,2,0
55013905,2,3,1,168,2,0
55013905,2,4,1,168,2,0
55013907,1,1,1,174,2,0
55013907,1,2,1,174,2,0
55013911,1,1,1,185,2,0
55013911,1,2,1,185,2,0
55013911,1,3,1,185,2,0
55013911,1,4,1,185,2,0
55013911,1,5,1,185,2,0
55013911,1,6,1,185,2,0
55013911,1,7,1,185,2,0
55013911,1,8,1,185,2,0
55013911,2,1,1,185,2,0
55013911,2,2,1,185,2,0
55013911,2,3,1,185,2,0
55013911,3,1,1,185,2,0
55013911,3,2,1,185,2,0
56003002,1,1,1,174,2,0
56003002,1,2,1,174,2,0
56003002,2,1,1,174,2,0
56003002,2,2,1,174,2,0
56022016,1,1,1,173,2,0
56022016,1,2,1,173,2,0
56022016,1,3,1,173,2,0
56022016,1,4,1,173,2,0
56029010,1,1,1,202,2,0
56029010,1,2,1,202,2,0
56029010,1,3,1,202,2,0
56029010,2,6,1,202,2,0
56029012,2,1,1,212,2,0
56029012,2,2,1,212,2,0
56029012,2,3,1,212,2,0
56029012,2,4,1,212,2,0
56029012,2,5,1,212,2,0
56029012,2,6,1,212,2,0
56029012,3,1,1,213,2,0
56029012,3,2,1,213,2,0
56029012,4,2,1,211,2,0
56029012,4,3,1,211,2,0
56029900,2,1,1,215,2,0
56029900,2,2,1,215,2,0
56029900,2,3,1,215,2,0
56029900,2,4,1,215,2,0
56029901,1,1,1,216,2,0
56029901,1,2,1,216,2,0
56029901,1,3,1,216,2,0
56029901,1,4,1,216,2,0
56034000,1,3,1,168,2,0
56034000,1,4,1,168,2,0
56034000,2,1,1,168,2,0
56034000,2,2,1,168,2,0
56034002,1,1,1,175,2,0
56034002,2,1,1,175,2,0
56034002,3,1,1,175,2,0
56034002,4,1,1,175,2,0
56034004,1,1,1,176,2,0
56034004,1,2,1,176,2,0
56034004,1,3,1,176,2,0
56034004,1,4,1,176,2,0
56034005,2,1,1,169,2,0
56034005,2,2,1,169,2,0
56034006,2,1,1,165,2,0
56034006,2,2,1,165,2,0
57002002,1,1,1,271,2,0
57002002,1,2,1,271,2,0
57002002,1,3,1,271,2,0
57002002,1,4,1,271,2,0
57002002,2,1,1,272,2,0
57002002,2,2,1,272,2,0
57002002,2,3,1,272,2,0
57002002,2,4,1,272,2,0
57002002,3,1,1,272,2,0
57002002,3,2,1,272,2,0
57002002,3,3,1,272,2,0
57002002,3,4,1,272,2,0
57002011,1,1,1,264,2,0
57002011,1,2,1,264,2,0
57002011,1,3,1,264,2,0
57002011,1,4,1,264,2,0
57002011,1,5,1,264,2,0
57002011,2,1,1,265,2,0
57002011,2,2,1,265,2,0
57002011,2,3,1,265,2,0
57002011,2,4,1,265,2,0
57002011,2,5,1,265,2,0
57002011,2,6,1,265,2,0
57002011,2,7,1,265,2,0
57002011,2,8,1,265,2,0
57002011,2,9,1,265,2,0
57002011,2,10,1,265,2,0
57002011,3,1,1,264,2,0
57002011,3,2,1,265,2,0
57002011,3,3,1,265,2,0
57002011,3,4,1,265,2,0
57002011,4,1,1,264,2,0
57002011,4,2,1,265,2,0
57002011,6,1,1,265,2,0
57002012,1,1,1,267,2,0
57002012,1,3,1,266,2,0
57002012,1,4,1,266,2,0
57002012,2,1,1,266,2,0
57002012,2,2,1,266,2,0
57002012,2,3,1,266,2,0
57002012,2,4,1,266,2,0
57002012,2,5,1,266,2,0
57002012,2,6,1,266,2,0
57002012,2,7,1,266,2,0
57002012,3,1,1,267,2,0
57002012,3,2,1,267,2,0
57002012,3,3,1,267,2,0
57002012,3,4,1,266,2,0
57002901,1,1,1,336,2,0
57002901,1,2,1,336,2,0
57002901,1,3,1,336,2,0
57002901,1,4,1,336,2,0
57002901,1,5,1,336,2,0
57002901,1,6,1,336,2,0
57002901,1,7,1,336,2,0
57002901,2,1,1,336,2,0
57002901,2,2,1,336,2,0
57002902,1,1,1,337,2,0
57002902,1,2,1,337,2,0
57002902,1,3,1,337,2,0
57002902,1,4,1,337,2,0
57002902,3,1,1,337,2,0
57002902,3,2,1,337,2,0
57021003,1,1,1,347,2,0
57021003,1,2,1,347,2,0
57021003,1,3,1,347,2,0
57021003,2,1,1,346,2,0
57021003,2,2,1,346,2,0
57021003,3,1,1,347,2,0
57026002,1,1,1,253,2,0
57026002,1,2,1,253,2,0
57026006,1,1,1,254,2,0
57026006,1,2,1,254,2,0
57026008,1,1,1,255,2,0
57026008,1,2,1,255,2,0
57026008,1,3,1,255,2,0
57026008,1,4,1,255,2,0
57026008,1,5,1,255,2,0
57026008,1,6,1,255,2,0
57026008,1,7,1,255,2,0
57026011,1,1,1,257,2,0
57026011,1,2,1,257,2,0
57026012,1,1,1,281,2,0
57026012,1,2,1,281,2,0
57026012,2,2,1,281,2,0
57026012,2,5,1,280,2,0
57026012,2,6,1,280,2,0
57026012,4,6,1,280,2,0
57029004,1,1,1,282,2,0
57029004,1,2,1,282,2,0
57029004,1,3,1,282,2,0
57029004,1,4,1,282,2,0
57029004,1,5,1,282,2,0
57029004,1,6,1,282,2,0
57029004,3,1,1,282,2,0
57029004,3,2,1,282,2,0
57029004,3,3,1,282,2,0
57029006,1,1,1,263,2,0
57029006,1,2,1,263,2,0
57029006,1,3,1,263,2,0
57029006,1,4,1,263,2,0
57029006,1,5,1,263,2,0
57029007,1,1,1,262,2,0
57029007,1,2,1,262,2,0
57029007,1,3,1,262,2,0
57029007,1,4,1,262,2,0
57029007,1,5,1,262,2,0
57029007,3,1,1,262,2,0
