IDFolio,IDPersona,IDViaje,IDEtapa,IDVehiculoTransporte,IDModoEtapa,IDVehiculoDelHogar
57029007,4,1,1,262,2,0
57029011,1,1,1,261,2,0
57029011,1,2,1,261,2,0
58004002,2,3,1,168,2,0
58004002,2,4,1,168,2,0
58004014,1,1,1,169,2,0
58004014,1,2,1,169,2,0
58004026,1,1,1,221,2,0
58004026,1,2,1,221,2,0
58004029,1,1,1,222,2,0
58004029,1,2,1,222,2,0
58004029,1,3,1,222,2,0
58004029,1,4,1,222,2,0
58004030,1,1,1,219,2,0
58004030,1,2,1,219,2,0
58004030,1,3,1,219,2,0
58004030,1,4,1,219,2,0
58004030,4,1,1,219,2,0
58011003,1,1,1,294,2,0
58011003,1,2,1,294,2,0
58011003,1,3,1,294,2,0
58011003,1,4,1,294,2,0
58011003,1,5,1,294,2,0
58011003,1,6,1,294,2,0
58011003,1,7,1,294,2,0
58011003,2,1,1,294,2,0
58011003,3,1,1,295,2,0
58011003,3,2,1,295,2,0
58011005,2,1,1,304,2,0
58011005,2,2,1,304,2,0
58011005,3,1,1,303,2,0
58011005,3,2,1,303,2,0
58011006,1,1,1,338,2,0
58011006,1,2,1,338,2,0
58011006,1,3,1,338,2,0
58011006,1,4,1,338,2,0
58011006,2,1,1,339,2,0
58011006,2,2,1,339,2,0
58011006,2,3,1,339,2,0
58011006,2,4,1,339,2,0
58011010,1,1,1,305,2,0
58011010,1,2,1,305,2,0
58011010,1,3,1,305,2,0
58011010,1,4,1,305,2,0
58011010,2,1,1,306,2,0
58011010,2,2,1,306,2,0
58011010,2,3,1,306,2,0
58011010,2,4,1,306,2,0
58011010,2,5,1,306,2,0
58011010,2,6,1,306,2,0
58011010,3,1,1,306,2,0
58011011,1,1,1,335,2,0
58011011,1,2,1,335,2,0
58011011,1,3,1,335,2,0
58011011,1,4,1,335,2,0
58011011,1,5,1,335,2,0
58011011,1,6,1,335,2,0
58011011,4,1,1,335,2,0
58011011,4,2,1,335,2,0
58011013,1,1,1,332,2,0
58011013,1,2,1,332,2,0
58011013,1,3,1,332,2,0
58011013,1,4,1,332,2,0
58011013,1,5,1,332,2,0
58011013,1,6,1,332,2,0
58011013,1,7,1,332,2,0
58011013,2,1,1,333,2,0
58011013,2,2,1,333,2,0
58011013,2,3,1,333,2,0
58011013,2,4,1,333,2,0
58011013,2,5,1,333,2,0
58011013,2,6,1,333,2,0
58011013,2,7,1,333,2,0
58011013,2,8,1,333,2,0
58011013,2,9,1,333,2,0
58011013,2,10,1,332,2,0
58011013,2,11,1,332,2,0
58011013,3,1,1,332,2,0
58011013,3,2,1,333,2,0
58011013,3,3,1,333,2,0
58011013,3,4,1,333,2,0
58011013,4,1,1,332,2,0
58011013,4,2,1,333,2,0
58011013,4,3,1,333,2,0
58011013,4,4,1,333,2,0
58011014,2,3,1,341,2,0
58011014,2,4,1,341,2,0
58011014,2,5,1,341,2,0
58011014,2,6,1,341,2,0
58011014,2,7,1,341,2,0
58011014,2,8,1,341,2,0
58011014,3,1,1,341,2,0
58011014,3,3,1,341,2,0
58011014,3,4,1,341,2,0
59003001,1,1,1,185,2,0
59003001,1,2,1,185,2,0
59003001,1,3,1,185,2,0
59003001,1,4,1,185,2,0
59003001,1,5,1,186,2,0
59003001,1,6,1,185,2,0
59003001,1,7,1,186,2,0
59003001,1,8,1,186,2,0
59003001,1,9,1,186,2,0
59003001,2,1,1,186,2,0
59003001,2,2,1,186,2,0
59003001,3,1,1,186,2,0
59003001,3,2,1,186,2,0
59003006,1,1,1,187,2,0
59003006,1,2,1,187,2,0
59003012,1,1,1,188,2,0
59003012,1,2,1,188,2,0
59003012,1,3,1,188,2,0
59003012,1,4,1,188,2,0
59003012,2,1,1,188,2,0
59003035,1,3,1,189,2,0
59003035,1,4,1,189,2,0
59003035,2,1,1,189,2,0
59003035,2,2,1,189,2,0
59003035,2,3,1,189,2,0
59003035,2,4,1,189,2,0
59003035,2,5,1,189,2,0
59003035,2,6,1,189,2,0
59003035,2,7,1,189,2,0
59003035,3,1,1,189,2,0
59003035,3,3,1,189,2,0
59003035,3,4,1,189,2,0
60001007,1,1,1,170,2,0
60001007,1,2,1,170,2,0
60001007,1,3,1,170,2,0
60001007,1,4,1,170,2,0
60001008,1,6,1,248,2,0
60001008,1,7,1,248,2,0
60001008,2,1,1,248,2,0
60001008,2,2,1,248,2,0
60001008,2,3,1,248,2,0
60001008,2,4,1,248,2,0
60001010,1,1,1,184,2,0
60001010,1,2,1,184,2,0
60001010,1,3,1,184,2,0
60001010,3,1,1,184,2,0
60001010,4,1,1,184,2,0
60001012,1,1,1,169,2,0
60001012,1,2,1,169,2,0
60001012,1,3,1,169,2,0
60001012,1,4,1,169,2,0
60001012,2,1,1,169,2,0
60001012,2,2,1,169,2,0
60001012,2,3,1,169,2,0
60001012,2,4,1,169,2,0
60001012,2,5,1,169,2,0
60001012,2,6,1,169,2,0
60001012,2,7,1,169,2,0
60001014,1,1,1,172,2,0
60001014,1,2,1,172,2,0
60001014,1,3,1,172,2,0
60001014,1,4,1,172,2,0
60001020,1,1,1,171,2,0
60001020,1,2,1,171,2,0
60001020,1,3,1,171,2,0
60001020,1,4,1,171,2,0
60003001,1,1,1,247,2,0
60003001,1,2,1,247,2,0
60003001,1,3,1,247,2,0
60003001,1,4,1,247,2,0
60003002,1,1,1,173,2,0
60003002,1,2,1,173,2,0
60003002,1,3,1,173,2,0
60003002,1,4,1,173,2,0
60003002,2,2,1,173,2,0
60003012,1,1,1,190,2,0
60003012,1,2,1,190,2,0
60003012,1,3,1,190,2,0
60003012,1,4,1,190,2,0
60003012,1,5,1,190,2,0
60003012,1,6,1,190,2,0
60003012,1,7,1,190,2,0
60003012,1,8,1,190,2,0
60003012,1,9,1,190,2,0
60003012,1,10,1,190,2,0
60003012,1,13,1,190,2,0
60003012,1,14,1,190,2,0
60003012,2,1,1,190,2,0
60003014,1,1,1,174,2,0
60003014,1,2,1,174,2,0
60003014,1,3,1,174,2,0
60003014,1,4,1,174,2,0
60003014,1,6,1,174,2,0
61005016,1,4,1,135,2,0
61005016,2,1,1,135,2,0
61005016,2,2,1,135,2,0
61005016,2,7,1,135,2,0
61005016,4,1,1,135,2,0
61005016,9,1,1,135,2,0
61005016,9,3,1,135,2,0
61005078,1,1,1,136,2,0
61005078,1,2,1,136,2,0
61005078,1,3,1,136,2,0
61005078,1,4,1,136,2,0
61005078,1,5,1,136,2,0
61008001,1,1,1,194,2,0
61008001,1,2,1,194,2,0
61008001,1,3,1,194,2,0
61008001,1,4,1,196,2,0
61008001,1,7,1,196,2,0
61008001,1,8,1,196,2,0
61008001,1,9,1,196,2,0
61008001,1,10,1,196,2,0
61008001,2,1,1,195,2,0
61008001,2,2,1,195,2,0
61008001,2,2,2,195,2,0
61008001,3,3,1,195,2,0
61008001,3,4,1,195,2,0
61008001,4,1,1,195,2,0
61008001,4,2,1,195,2,0
61008002,1,1,1,197,2,0
61008002,1,2,1,197,2,0
61008002,1,3,1,197,2,0
61008002,1,4,1,197,2,0
61008002,1,5,1,197,2,0
61008002,1,6,1,197,2,0
61008002,1,7,1,197,2,0
61008002,2,1,1,197,2,0
61008002,2,2,1,197,2,0
61008002,2,2,2,197,2,0
61008002,2,3,1,197,2,0
61008002,2,4,1,197,2,0
61008002,3,1,1,197,2,0
61008002,4,1,1,197,2,0
61008004,1,1,1,199,2,0
61008004,1,2,1,199,2,0
61008004,1,3,1,199,2,0
61008900,2,1,1,204,2,0
61008900,2,2,1,204,2,0
61008900,2,3,1,204,2,0
61008900,2,4,1,204,2,0
61008900,2,7,1,204,2,0
61008900,3,2,1,204,2,0
61008900,3,3,1,204,2,0
61008900,3,5,1,204,2,0
61008900,3,6,1,204,2,0
61008900,4,1,1,204,2,0
61008900,4,2,1,204,2,0
61008900,4,3,1,204,2,0
61008900,4,4,1,204,2,0
61008901,1,1,1,226,2,0
61008901,1,2,1,226,2,0
61008901,1,3,1,226,2,0
61008901,1,4,1,226,2,0
61008901,1,5,1,226,2,0
61008901,2,1,1,226,2,0
61008901,2,2,1,226,2,0
61008901,2,3,1,226,2,0
61008901,2,4,1,226,2,0
61008901,2,5,1,226,2,0
61008901,2,6,1,226,2,0
61008901,2,7,1,226,2,0
61008901,2,8,1,226,2,0
61008901,2,9,1,226,2,0
61008901,3,3,1,226,2,0
61008901,3,4,1,226,2,0
61008901,3,5,1,226,2,0
61008902,1,1,1,227,2,0
61008902,1,2,1,227,2,0
61008902,1,3,1,227,2,0
61008902,1,4,1,227,2,0
61008902,1,5,1,227,2,0
61008902,1,6,1,227,2,0
61008902,1,7,1,227,2,0
61008902,2,1,1,227,2,0
62024015,1,1,1,186,2,0
62024015,1,2,1,186,2,0
62024015,1,3,1,186,2,0
62024015,1,4,1,186,2,0
62024015,1,5,1,186,2,0
62024015,1,6,2,186,2,0
62024015,2,1,1,186,2,0
62024015,2,2,1,186,2,0
62024015,5,1,1,186,2,0
62024015,6,1,1,186,2,0
62024015,6,2,1,186,2,0
62024027,2,1,1,185,2,0
62024027,2,2,1,185,2,0
62025026,1,2,1,147,2,0
62025026,1,3,1,147,2,0
62047002,1,2,1,151,2,0
62047002,1,3,1,151,2,0
62047002,2,1,1,151,2,0
62047002,2,2,1,151,2,0
62047002,2,3,1,151,2,0
62047002,2,4,1,151,2,0
62057009,1,1,1,159,2,0
62057009,1,2,1,159,2,0
62057009,1,3,1,159,2,0
62057009,1,4,1,159,2,0
62057009,1,5,1,159,2,0
62057009,1,6,1,159,2,0
62057009,1,7,1,159,2,0
62057009,1,8,1,159,2,0
62057009,2,2,1,159,2,0
62057009,5,1,1,159,2,0
62057009,5,2,1,159,2,0
62057017,1,1,1,157,2,0
62057017,1,2,1,157,2,0
63012006,1,1,1,149,2,0
63012006,1,2,1,149,2,0
63012006,1,3,1,149,2,0
63012006,1,4,1,149,2,0
63012006,1,5,1,149,2,0
63012006,1,6,1,149,2,0
63012006,1,7,1,149,2,0
63012010,1,1,1,146,2,0
63012010,1,4,1,146,2,0
63012010,1,5,1,146,2,0
63012010,1,6,1,146,2,0
63012010,1,7,1,146,2,0
63012010,1,8,1,146,2,0
63042016,1,1,1,152,2,0
63042016,1,2,1,152,2,0
63042016,1,3,1,152,2,0
63042016,1,4,1,152,2,0
64129011,1,1,1,136,2,0
64129011,2,1,1,136,2,0
64129011,2,2,1,136,2,0
64129011,2,3,1,136,2,0
64129011,4,1,1,136,2,0
65012002,1,1,1,170,2,0
65012002,1,4,1,170,2,0
65012002,1,5,1,170,2,0
65012002,1,6,1,170,2,0
65012002,2,1,1,170,2,0
65012002,2,2,1,170,2,0
65012002,2,3,1,170,2,0
65012002,2,4,1,170,2,0
65021002,1,1,1,175,2,0
65021002,1,2,1,175,2,0
65021002,2,1,1,174,2,0
65021002,2,2,1,174,2,0
65021002,2,3,1,174,2,0
65021002,2,4,1,174,2,0
65021002,3,1,1,174,2,0
65021002,3,2,1,174,2,0
65021002,3,3,1,174,2,0
65021002,3,4,1,174,2,0
65021002,3,5,1,174,2,0
65021002,3,6,1,174,2,0
65021021,1,1,1,172,2,0
65021021,1,2,1,172,2,0
65025042,3,1,1,166,2,0
65025042,3,2,1,166,2,0
65025042,3,3,1,166,2,0
65025042,3,4,1,166,2,0
66040004,3,1,1,140,2,0
66040004,3,2,1,140,2,0
66080005,4,5,1,256,2,0
66080005,4,6,1,256,2,0
66080010,1,1,1,257,2,0
66080010,1,2,1,257,2,0
66080010,1,3,1,257,2,0
66080010,1,4,1,257,2,0
66080010,2,1,1,257,2,0
66080010,2,2,1,257,2,0
66080010,3,1,1,257,2,0
66080017,1,5,1,255,2,0
66080017,1,6,1,255,2,0
66087054,2,1,1,138,2,0
66087054,2,2,1,138,2,0
66101003,1,1,1,131,2,0
66101003,1,2,1,131,2,0
66101007,2,1,1,136,2,0
66101007,2,2,1,136,2,0
66101007,2,3,1,136,2,0
66101007,2,4,1,136,2,0
67016011,1,1,1,129,2,0
67016011,1,2,1,129,2,0
67016011,1,5,1,129,2,0
67016011,1,6,1,129,2,0
67016011,1,8,1,129,2,0
67016011,2,1,1,129,2,0
67016011,2,2,1,129,2,0
67016017,1,1,1,126,2,0
67016017,1,2,1,126,2,0
67016017,1,3,1,126,2,0
67016017,1,4,1,126,2,0
67016018,1,1,1,128,2,0
67016018,1,2,1,128,2,0
67016018,2,1,1,128,2,0
67016018,2,2,1,128,2,0
68024007,1,3,1,120,2,0
68024007,1,4,1,120,2,0
68028006,1,6,1,124,2,0
68028006,1,7,1,124,2,0
69033021,1,1,1,247,2,0
69033021,1,2,1,247,2,0
70007007,1,1,1,144,2,0
70007007,1,2,1,144,2,0
70007007,1,3,1,144,2,0
70007007,1,4,1,144,2,0
70007007,1,5,1,144,2,0
70007007,1,6,1,144,2,0
70007007,2,1,1,144,2,0
70007007,2,2,1,144,2,0
70007007,2,3,1,144,2,0
70007007,2,4,1,144,2,0
70007007,2,5,1,144,2,0
70007007,3,5,1,144,2,0
70007015,2,1,1,146,2,0
70007015,2,2,1,146,2,0
70007015,4,1,1,146,2,0
70007015,4,2,1,146,2,0
70012010,1,1,1,181,2,0
70012010,1,3,1,181,2,0
70012010,2,1,1,181,2,0
70012010,2,2,1,181,2,0
70012010,2,6,1,181,2,0
70012010,3,1,1,181,2,0
70012010,3,2,1,181,2,0
70012017,1,1,1,183,2,0
70012017,1,4,1,183,2,0
70012019,1,3,1,182,2,0
70012019,1,4,1,182,2,0
70012019,2,2,1,182,2,0
70012019,2,3,1,182,2,0
70012019,2,4,1,182,2,0
70012019,2,5,1,182,2,0
70012019,4,1,1,182,2,0
70012019,4,2,1,182,2,0
70015022,1,1,1,189,2,0
70015022,1,2,1,189,2,0
70015027,1,1,1,190,2,0
70015027,1,2,1,190,2,0
70015027,1,3,1,190,2,0
70015027,1,4,1,190,2,0
70015027,1,5,1,190,2,0
70015027,1,6,1,190,2,0
70015027,1,7,1,190,2,0
70015027,1,8,1,190,2,0
70015027,2,1,1,190,2,0
70015027,2,2,1,190,2,0
70015027,2,3,1,190,2,0
70015027,3,1,1,190,2,0
70015027,3,2,1,190,2,0
70015029,1,3,1,191,2,0
70015029,1,4,1,191,2,0
70015029,2,3,1,191,2,0
70015029,2,4,1,191,2,0
70028001,1,1,1,184,2,0
70028001,1,2,1,184,2,0
70028001,1,3,1,184,2,0
70028001,1,4,1,184,2,0
70028001,1,5,1,184,2,0
70028001,1,6,1,184,2,0
70028001,1,7,1,184,2,0
70028001,1,8,1,184,2,0
70028001,1,9,1,184,2,0
70028001,2,2,1,184,2,0
70028001,2,3,1,184,2,0
70028001,2,4,1,184,2,0
70028001,3,1,1,184,2,0
70028001,3,3,1,184,2,0
70028001,3,4,1,184,2,0
70028001,4,1,1,184,2,0
70028001,4,2,1,184,2,0
70028007,1,3,1,185,2,0
70028007,2,1,1,185,2,0
70028007,2,2,1,185,2,0
70028007,2,3,1,185,2,0
70028007,2,4,1,185,2,0
70028007,2,5,1,185,2,0
70028007,2,6,1,185,2,0
70028007,2,7,1,185,2,0
70028007,2,8,1,185,2,0
70028007,2,9,1,185,2,0
70028007,2,10,1,185,2,0
70028007,2,11,1,185,2,0
70028007,3,1,1,185,2,0
70028007,3,2,1,185,2,0
70028007,3,3,1,185,2,0
70028007,3,4,1,185,2,0
70028007,3,5,1,185,2,0
70031003,1,1,1,151,2,0
70031003,1,2,1,151,2,0
70031003,2,1,1,151,2,0
70031003,2,2,1,151,2,0
70031003,2,5,1,151,2,0
70050009,1,1,1,210,2,0
70050009,1,2,1,210,2,0
70050009,1,3,1,210,2,0
70050009,1,4,1,210,2,0
70050009,4,1,1,210,2,0
70050009,5,1,1,210,2,0
70050012,1,1,1,155,2,0
70050012,1,2,1,155,2,0
70053005,1,1,1,188,2,0
70053005,1,2,1,188,2,0
70057007,2,1,1,154,2,0
70057007,2,2,1,154,2,0
70057018,1,4,1,153,2,0
70057018,2,1,1,153,2,0
70057018,2,2,1,153,2,0
70057018,4,3,1,153,2,0
71030005,1,1,1,151,2,0
71030005,1,2,1,151,2,0
71030005,1,3,1,151,2,0
71030005,1,4,1,151,2,0
71030005,1,6,1,151,2,0
71030005,2,1,1,151,2,0
71030005,2,2,1,151,2,0
71030006,1,1,1,153,2,0
71030006,1,2,1,153,2,0
71030006,1,3,1,153,2,0
71030006,3,1,1,153,2,0
71030006,4,1,1,153,2,0
71030007,1,1,1,152,2,0
71030007,1,2,1,152,2,0
71030007,1,5,1,152,2,0
71030007,2,1,1,152,2,0
71030007,3,1,1,152,2,0
71030010,3,1,1,157,2,0
71030010,3,2,1,157,2,0
71030010,3,3,1,157,2,0
71030010,3,4,1,157,2,0
71030010,4,1,1,158,2,0
71030010,4,2,1,158,2,0
71037026,4,1,1,229,2,0
71037026,4,2,1,229,2,0
71047011,2,1,1,148,2,0
71047011,2,2,1,148,2,0
71047011,2,3,1,148,2,0
71047011,2,4,1,148,2,0
71053018,1,1,1,149,2,0
71053018,1,2,1,149,2,0
72026015,2,1,1,128,2,0
72026015,2,2,1,128,2,0
73004006,1,1,1,120,2,0
73004006,1,2,1,120,2,0
73004006,1,3,1,120,2,0
73004006,1,4,1,120,2,0
73004034,1,1,1,121,2,0
73004034,1,2,1,121,2,0
73004034,2,1,1,121,2,0
73004034,2,2,1,121,2,0
73013004,1,1,1,220,2,0
73013004,1,2,1,220,2,0
73013005,1,1,1,219,2,0
73013005,1,2,1,219,2,0
73013008,1,1,1,222,2,0
73013008,1,2,1,222,2,0
73013016,1,1,1,218,2,0
73013016,1,2,1,218,2,0
73013016,1,3,1,218,2,0
73013016,1,4,1,218,2,0
73013026,2,1,1,216,2,0
73013026,2,2,1,216,2,0
73013026,2,3,1,216,2,0
73013026,4,1,1,216,2,0
73013027,1,1,1,217,2,0
73013027,1,2,1,217,2,0
73013027,1,3,1,217,2,0
73013027,1,4,1,217,2,0
73014003,2,1,1,226,2,0
73014003,2,2,1,226,2,0
73014003,2,3,1,226,2,0
73014003,2,4,1,226,2,0
73014003,2,5,1,226,2,0
73014003,2,6,1,226,2,0
73014010,2,1,1,224,2,0
73014010,2,2,1,224,2,0
74011010,1,1,1,171,2,0
74011010,1,2,1,171,2,0
74035016,2,1,1,160,2,0
74035016,2,2,1,160,2,0
74035029,2,1,1,161,2,0
74035029,2,2,1,161,2,0
75005005,1,1,1,230,2,0
75005005,1,2,1,230,2,0
75005005,1,3,1,230,2,0
75005005,1,4,1,230,2,0
75005005,1,5,1,230,2,0
75005005,1,8,1,230,2,0
75005005,1,9,1,230,2,0
75005005,2,1,1,230,2,0
75005005,3,1,1,230,2,0
75005005,3,2,1,230,2,0
75005013,1,1,1,233,2,0
75005013,1,2,1,233,2,0
75005013,1,3,1,233,2,0
75005013,1,4,1,233,2,0
75005013,1,5,1,233,2,0
75005013,2,1,1,233,2,0
75005013,2,2,1,233,2,0
75005013,3,1,1,233,2,0
75005013,3,2,1,233,2,0
75005017,1,1,1,234,2,0
75005017,1,2,1,234,2,0
75005017,2,1,1,235,2,0
75005017,2,2,1,235,2,0
75005017,2,3,1,235,2,0
75005017,2,4,1,235,2,0
75005017,2,5,1,235,2,0
75005017,2,6,1,235,2,0
75005017,2,7,1,235,2,0
75005017,3,1,1,235,2,0
75005017,4,1,1,235,2,0
75019063,1,1,1,239,2,0
75019063,1,2,1,239,2,0
75019063,1,3,1,239,2,0
75019063,1,4,1,239,2,0
75019063,1,5,1,239,2,0
75019063,1,6,1,239,2,0
75019063,1,7,1,239,2,0
75019063,1,8,1,239,2,0
75019063,1,9,1,239,2,0
75019063,2,1,1,239,2,0
75019063,2,4,1,239,2,0
75019063,2,5,1,239,2,0
75019063,2,6,1,239,2,0
75019063,4,1,1,239,2,0
75019063,4,2,1,239,2,0
75019063,4,3,1,239,2,0
75019063,5,1,1,239,2,0
75019063,5,2,1,239,2,0
75019073,1,1,1,245,2,0
75019073,1,2,1,245,2,0
75019073,1,3,1,245,2,0
75019073,1,4,1,245,2,0
75019073,1,5,1,245,2,0
75019073,1,6,1,245,2,0
75019073,2,1,1,245,2,0
75019073,2,2,1,245,2,0
75019073,3,1,1,245,2,0
75019073,4,1,1,245,2,0
75019073,4,2,1,245,2,0
75019901,1,3,1,238,2,0
75019901,1,4,1,238,2,0
75019901,1,5,1,238,2,0
75019901,1,6,1,238,2,0
75019901,2,1,1,238,2,0
75019901,2,2,1,238,2,0
75019901,2,3,1,238,2,0
75019901,2,4,1,238,2,0
75019902,1,1,1,240,2,0
75019902,1,2,1,240,2,0
75019904,1,1,1,243,2,0
75019904,1,2,1,243,2,0
75019904,1,3,1,243,2,0
75019904,1,4,1,243,2,0
75019904,1,5,1,243,2,0
75019904,6,1,1,243,2,0
75019904,6,2,1,243,2,0
75019906,1,1,1,246,2,0
75019906,1,2,1,246,2,0
75019906,1,3,1,246,2,0
75019906,1,4,1,246,2,0
75019906,1,5,1,246,2,0
75019906,1,6,1,246,2,0
75019906,1,7,1,246,2,0
75019906,2,1,1,246,2,0
75019906,2,2,1,246,2,0
75019907,1,1,1,247,2,0
75019907,1,2,1,247,2,0
75019907,1,3,1,247,2,0
75019907,1,4,1,247,2,0
75019907,2,1,1,247,2,0
75019907,2,2,1,247,2,0
75019907,2,3,1,247,2,0
75019907,2,4,1,247,2,0
75019907,3,1,1,247,2,0
75019907,3,2,1,247,2,0
75019907,4,1,1,247,2,0
75019907,4,2,1,247,2,0
75023001,1,1,1,143,2,0
75023001,1,2,1,143,2,0
75023001,1,3,1,143,2,0
75023007,1,1,1,156,2,0
75023007,1,2,1,156,2,0
75023007,1,3,1,156,2,0
75023007,1,4,1,156,2,0
75023014,1,1,1,145,2,0
75023014,1,2,1,145,2,0
75023014,1,6,1,145,2,0
75023014,3,1,1,145,2,0
75023014,4,1,1,145,2,0
75029007,1,1,1,170,2,0
75029007,1,2,1,170,2,0
75029007,1,4,1,170,2,0
75029007,1,5,1,170,2,0
75029007,1,6,1,170,2,0
75029007,1,7,1,170,2,0
75029007,1,8,1,170,2,0
75029007,2,1,1,169,2,0
75029007,2,2,1,169,2,0
75029007,2,3,1,169,2,0
75029007,2,4,1,169,2,0
75029007,2,5,1,169,2,0
75029007,3,1,1,169,2,0
75029007,3,2,1,169,2,0
75029007,3,3,1,169,2,0
75029007,4,1,1,169,2,0
75029007,4,2,1,169,2,0
75029007,4,3,1,169,2,0
75029007,4,4,1,169,2,0
75029007,4,5,1,169,2,0
75029012,1,1,1,147,2,0
75029012,1,2,1,147,2,0
75029012,1,3,1,147,2,0
75029012,1,4,1,147,2,0
75029015,1,1,1,155,2,0
75029015,1,2,1,155,2,0
75029015,1,3,1,155,2,0
75029015,2,1,1,155,2,0
75033910,1,3,1,195,2,0
75033911,1,1,1,196,2,0
75033911,1,2,1,196,2,0
75033911,1,3,1,196,2,0
75033911,1,4,1,196,2,0
75033911,1,5,1,196,2,0
75033912,1,1,1,197,2,0
75033912,1,2,1,197,2,0
75033912,1,3,1,197,2,0
75033912,1,4,1,197,2,0
75033912,1,5,1,197,2,0
75033912,1,6,1,197,2,0
75033912,1,7,1,197,2,0
75033912,1,8,1,197,2,0
75033912,1,9,1,197,2,0
75033912,1,10,1,197,2,0
75033912,2,1,1,197,2,0
75033912,2,2,1,197,2,0
75033912,2,3,1,197,2,0
75033912,2,4,1,197,2,0
75033912,2,5,1,197,2,0
75033912,3,1,1,197,2,0
75033912,3,2,1,197,2,0
75033912,3,3,1,197,2,0
75033912,3,4,1,197,2,0
75047010,1,1,1,248,2,0
75047010,1,2,1,248,2,0
75047010,1,3,1,248,2,0
75047010,1,4,1,248,2,0
75047010,1,5,1,248,2,0
75047010,1,6,1,248,2,0
75047010,1,7,1,248,2,0
75047010,1,8,1,248,2,0
75047010,1,9,1,248,2,0
75047010,1,10,1,248,2,0
75047010,2,1,1,248,2,0
75047010,2,2,1,248,2,0
75047010,2,3,1,248,2,0
75047010,2,4,1,248,2,0
75047013,1,1,1,249,2,0
75047013,1,2,1,249,2,0
75047013,1,3,1,249,2,0
75047019,1,1,1,231,2,0
75047019,1,2,1,231,2,0
75047019,1,3,1,231,2,0
75047019,1,4,1,231,2,0
75047019,1,5,1,231,2,0
75047019,1,6,1,231,2,0
75047019,3,1,1,231,2,0
75047019,4,1,1,231,2,0
75055002,1,3,1,140,2,0
75055002,1,4,1,140,2,0
75055002,1,5,1,140,2,0
75055002,2,1,1,140,2,0
75055002,2,2,1,140,2,0
75055002,2,3,1,140,2,0
75055002,3,1,1,140,2,0
75055002,3,2,1,140,2,0
75055002,3,3,1,140,2,0
75055003,1,2,1,141,2,0
75055003,1,3,1,141,2,0
75055003,2,1,1,141,2,0
75055003,2,2,1,141,2,0
75055003,2,5,1,141,2,0
75055003,2,7,1,141,2,0
75055003,2,8,1,141,2,0
75055003,2,9,1,141,2,0
75055003,2,10,1,141,2,0
75055003,2,11,1,141,2,0
75055003,2,12,1,141,2,0
75055003,3,3,1,141,2,0
75055003,3,4,1,141,2,0
75055003,4,1,1,141,2,0
75055003,4,2,1,141,2,0
75055003,4,3,1,141,2,0
75055003,4,4,1,141,2,0
75055003,4,5,1,141,2,0
75068002,1,1,1,189,2,0
75068002,1,5,1,189,2,0
75068006,1,1,1,186,2,0
75068006,1,2,1,186,2,0
75068006,4,1,1,185,2,0
75068006,4,2,1,185,2,0
75068902,1,5,1,202,2,0
75068902,1,6,1,202,2,0
75068902,2,1,1,202,2,0
75068902,2,2,1,202,2,0
75068902,2,3,1,202,2,0
75068902,2,4,1,202,2,0
75068902,2,5,1,202,2,0
75068902,4,1,1,202,2,0
75074002,1,1,1,205,2,0
75074002,1,2,1,205,2,0
75074002,1,3,1,205,2,0
75074002,1,4,1,205,2,0
75074002,1,5,1,205,2,0
75074002,1,6,1,205,2,0
75074002,2,1,1,205,2,0
75074002,2,2,1,205,2,0
75074002,3,1,1,205,2,0
75074011,1,1,1,180,2,0
75074011,1,2,1,180,2,0
75074011,1,3,1,180,2,0
75074011,1,4,1,180,2,0
75074011,2,1,1,180,2,0
75074011,2,2,1,180,2,0
75074011,3,1,1,180,2,0
75074011,4,1,1,180,2,0
75074011,4,2,1,180,2,0
75074011,5,1,1,180,2,0
75074011,5,2,1,180,2,0
75074903,1,1,1,179,2,0
75074903,1,2,1,179,2,0
75074903,1,3,1,179,2,0
75074903,1,4,1,179,2,0
75074903,2,1,1,179,2,0
75074903,2,2,1,179,2,0
75074905,1,1,1,200,2,0
75074905,1,4,1,200,2,0
75074905,1,5,1,200,2,0
75074905,1,6,1,200,2,0
75074905,2,3,1,200,2,0
75074905,2,4,1,200,2,0
75074905,3,3,1,200,2,0
75074905,3,4,1,200,2,0
75074905,4,3,1,200,2,0
75074905,4,4,1,200,2,0
75075001,1,1,1,201,2,0
75075001,1,2,1,201,2,0
75075001,1,3,1,201,2,0
75075001,1,4,1,201,2,0
75075001,1,5,1,201,2,0
75075001,1,6,1,201,2,0
75075001,2,4,1,201,2,0
75075001,2,5,1,201,2,0
75075901,1,1,1,163,2,0
75075901,1,2,1,163,2,0
75075901,1,3,1,163,2,0
75075901,1,4,1,163,2,0
75075901,1,5,1,163,2,0
75075901,2,1,1,163,2,0
75075901,2,2,1,163,2,0
75075901,2,3,1,163,2,0
75075901,2,4,1,163,2,0
75075901,2,5,1,163,2,0
75075902,3,1,1,168,2,0
75075902,3,2,1,168,2,0
75075902,3,3,1,168,2,0
75075902,3,4,1,168,2,0
75076013,1,1,1,167,2,0
75076013,1,2,1,167,2,0
75076013,1,3,1,167,2,0
75076013,1,4,1,167,2,0
75076013,2,3,1,167,2,0
75076013,3,1,1,167,2,0
75076013,3,4,1,167,2,0
75076013,4,3,1,167,2,0
75077026,1,1,1,160,2,0
75077026,1,2,1,160,2,0
75077026,1,3,1,160,2,0
75077026,1,4,1,160,2,0
