IDFolio,Ingreso,Estrato,EstratoAgregado,Imputados
84029900,1450000.0,3_ALTO,3_ALTO,0
84029901,1550000.0,3_ALTO,3_ALTO,0
84034002,1000000.0,2_MEDIO,2_MEDIO,0
84034004,325000.0,1_BAJO,1_BAJO,0
84034007,700000.0,2_MEDIO,2_MEDIO,0
84034016,550000.0,2_MEDIO,2_MEDIO,0
84034017,1000000.0,2_MEDIO,2_MEDIO,0
84034019,790000.0,2_MEDIO,2_MEDIO,0
85004004,1900001.0,3_ALTO,3_ALTO,0
85004008,2520000.0,3_ALTO,3_ALTO,0
85004009,1700000.0,3_ALTO,3_ALTO,0
85004010,1000000.0,2_MEDIO,2_MEDIO,0
85004011,270000.0,1_BAJO,1_BAJO,1
85004016,700000.0,2_MEDIO,2_MEDIO,0
85017003,450000.0,2_MEDIO,2_MEDIO,0
85017005,700000.0,2_MEDIO,2_MEDIO,0
85017008,700000.0,2_MEDIO,2_MEDIO,0
85017009,550000.0,2_MEDIO,2_MEDIO,0
85017015,1000000.0,2_MEDIO,2_MEDIO,0
85017016,925000.0,2_MEDIO,2_MEDIO,0
85017019,1800000.0,3_ALTO,3_ALTO,0
86012001,480000.0,2_MEDIO,2_MEDIO,0
86012002,160000.0,1_BAJO,1_BAJO,0
86012003,250000.0,1_BAJO,1_BAJO,0
86012004,160000.0,1_BAJO,1_BAJO,0
86012005,250000.0,1_BAJO,1_BAJO,0
86012006,610000.0,2_MEDIO,2_MEDIO,0
88004001,415000.0,2_MEDIO,2_MEDIO,0
88004002,320000.0,1_BAJO,1_BAJO,0
88004003,1200001.0,3_ALTO,3_ALTO,0
88004004,250000.0,1_BAJO,1_BAJO,0
