IDFolio,IDPersona,IDViaje,ZonaOrigen,ComunaOrigen,ZonaDestino,ComunaDestino,Proposito,PropositoEstraus,IDModo,IDModoAgregado,HoraInicio,HoraTermino,HoraMedia,TiempoViaje,CuadrasCaminadas,MinutosCaminados,IDPeriodos,IDPeriodosMedicionFlujos,ManzanaOri,ManzanaDes
38630555,3,2,13,4102,38,4102,6,1,3,2,3:30:00 PM,4:30:00 PM,4:00:00 PM,1:00:00 AM,7,7,2,0,5104,6305
38630555,3,1,38,4102,13,4102,3,1,3,2,7:50:00 AM,8:15:00 AM,8:02:00 AM,12:25:00 AM,1,3,1,1,6305,5104
38630555,2,6,38,4102,38,4102,6,2,7,5,5:05:00 PM,5:10:00 PM,5:07:00 PM,12:05:00 AM,2,5,2,0,6305,6305
38630555,2,5,38,4102,38,4102,7,2,7,5,4:50:00 PM,4:55:00 PM,4:52:00 PM,12:05:00 AM,2,5,2,0,6305,6305
38630555,2,4,13,4102,38,4102,6,2,3,2,4:30:00 PM,4:30:00 PM,4:30:00 PM,12:00:00 AM,7,7,2,0,5104,6305
38630555,2,3,38,4102,13,4102,7,2,3,2,3:00:00 PM,3:30:00 PM,3:15:00 PM,12:30:00 AM,1,2,2,0,6305,5104
38630555,2,2,38,4102,38,4102,6,2,7,5,1:15:00 PM,1:20:00 PM,1:17:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630555,2,1,38,4102,38,4102,7,2,7,5,1:05:00 PM,1:10:00 PM,1:07:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630555,1,2,38,4102,38,4102,6,0,1,1,9:25:00 PM,9:30:00 PM,9:27:00 PM,12:05:00 AM,0,0,5,0,6080,6305
38630555,1,1,38,4102,38,4102,1,0,1,1,6:55:00 AM,7:00:00 AM,6:57:00 AM,12:05:00 AM,0,0,5,0,6305,6080
38630554,3,2,41,4102,38,4102,6,1,3,2,11:15:00 AM,12:30:00 PM,11:53:00 AM,1:15:00 AM,7,7,2,0,5511,6305
38630554,3,1,38,4102,41,4102,3,1,3,2,7:30:00 AM,7:57:00 AM,7:44:00 AM,12:27:00 AM,6,6,1,1,6305,5511
38630554,2,1,38,4102,27,4102,1,0,2,1,10:00:00 PM,10:30:00 PM,10:15:00 PM,12:30:00 AM,0,0,5,0,6305,4048
38630554,1,2,21,4102,38,4102,6,0,2,1,6:30:00 PM,7:00:00 PM,6:45:00 PM,12:30:00 AM,0,0,4,0,5119,6305
38630554,1,1,38,4102,21,4102,1,0,2,1,7:30:00 AM,7:55:00 AM,7:42:00 AM,12:25:00 AM,0,0,1,1,6305,5119
38630553,5,2,38,4102,38,4102,6,1,7,5,6:30:00 PM,6:35:00 PM,6:32:00 PM,12:05:00 AM,2,5,4,0,6305,6305
38630553,5,1,38,4102,38,4102,3,1,7,5,1:20:00 PM,1:25:00 PM,1:22:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630553,3,2,43,4102,38,4102,6,2,3,2,10:00:00 AM,10:30:00 AM,10:15:00 AM,12:30:00 AM,7,8,2,2,5271,6305
38630553,3,1,38,4102,43,4102,11,2,3,2,7:30:00 AM,7:50:00 AM,7:40:00 AM,12:20:00 AM,0,0,1,1,6305,5271
38630553,2,2,39,4102,38,4102,6,0,2,1,8:10:00 PM,8:20:00 PM,8:15:00 PM,12:10:00 AM,0,0,5,0,5885,6305
38630553,2,1,38,4102,39,4102,1,0,2,1,7:40:00 AM,7:50:00 AM,7:45:00 AM,12:10:00 AM,0,0,1,1,6305,5885
38630553,1,5,38,4102,38,4102,6,2,7,5,6:40:00 PM,6:45:00 PM,6:42:00 PM,12:05:00 AM,2,5,4,0,6305,6305
38630553,1,4,38,4102,38,4102,7,2,7,5,6:30:00 PM,6:35:00 PM,6:32:00 PM,12:05:00 AM,2,5,4,0,6305,6305
38630553,1,3,38,4102,38,4102,6,2,7,5,1:30:00 PM,1:35:00 PM,1:32:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630553,1,2,38,4102,38,4102,7,2,7,5,1:20:00 PM,1:25:00 PM,1:22:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630553,1,1,41,4102,38,4102,6,2,7,5,9:00:00 AM,9:30:00 AM,9:15:00 AM,12:30:00 AM,20,30,2,0,5762,6305
38630552,4,2,38,4102,38,4102,6,1,7,5,1:05:00 PM,1:20:00 PM,1:13:00 PM,12:15:00 AM,5,15,3,0,6305,6305
38630552,4,1,38,4102,38,4102,3,1,7,5,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,5,10,1,1,6305,6305
38630552,3,2,38,4102,38,4102,6,1,7,5,1:05:00 PM,1:20:00 PM,1:13:00 PM,12:15:00 AM,5,15,3,0,6305,6305
38630552,3,1,38,4102,38,4102,3,1,7,5,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,5,10,1,1,6305,6305
38630552,2,4,38,4102,38,4102,6,2,7,5,1:05:00 PM,1:20:00 PM,1:13:00 PM,12:15:00 AM,5,15,3,0,6305,6305
38630552,2,3,38,4102,38,4102,7,2,7,5,12:40:00 PM,12:50:00 PM,12:45:00 PM,12:10:00 AM,5,10,3,0,6305,6305
38630552,2,2,38,4102,38,4102,6,1,7,5,7:55:00 AM,8:15:00 AM,8:05:00 AM,12:20:00 AM,5,15,1,1,6305,6305
38630552,2,1,38,4102,38,4102,3,1,7,5,7:40:00 AM,7:45:00 AM,7:42:00 AM,12:05:00 AM,5,10,1,1,6305,6305
38630552,1,2,17,4102,38,4102,6,0,3,2,2:20:00 PM,3:00:00 PM,2:40:00 PM,12:40:00 AM,6,6,2,0,4351,6305
38630552,1,1,38,4102,17,4102,1,0,3,2,7:40:00 AM,8:05:00 AM,7:52:00 AM,12:25:00 AM,5,5,1,1,6305,4351
38630551,4,2,54,4101,38,4102,6,1,4,2,4:45:00 PM,5:40:00 PM,5:13:00 PM,12:55:00 AM,11,15,2,0,554,6305
38630551,4,1,38,4102,54,4101,3,1,4,2,6:50:00 AM,7:55:00 AM,7:22:00 AM,1:05:00 AM,8,12,1,1,6305,554
38630551,3,2,38,4102,38,4102,6,1,7,5,4:40:00 PM,4:45:00 PM,4:42:00 PM,12:05:00 AM,2,5,2,0,6305,6305
38630551,3,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630551,2,4,1,4102,38,4102,6,2,3,2,5:30:00 PM,6:00:00 PM,5:45:00 PM,12:30:00 AM,1,3,4,0,4611,6305
38630551,2,3,38,4102,1,4102,10,2,4,2,11:00:00 AM,3:30:00 PM,1:15:00 PM,4:30:00 AM,0,0,3,0,6305,4611
38630551,2,2,45,4101,38,4102,6,2,1,1,10:30:00 AM,10:30:00 AM,10:30:00 AM,12:00:00 AM,0,0,2,2,532,6305
38630551,2,1,38,4102,45,4101,10,2,1,1,8:30:00 AM,9:15:00 AM,8:52:00 AM,12:45:00 AM,0,0,1,1,6305,532
38630550,4,2,6,4102,38,4102,6,2,3,2,12:30:00 PM,1:05:00 PM,12:48:00 PM,12:35:00 AM,0,3,3,0,4345,6305
38630550,4,1,38,4102,6,4102,11,2,3,2,11:00:00 AM,11:50:00 AM,11:25:00 AM,12:50:00 AM,2,2,2,2,6305,4345
38630550,3,2,38,4102,38,4102,6,1,7,5,6:30:00 PM,6:40:00 PM,6:35:00 PM,12:10:00 AM,3,10,4,0,6305,6305
38630550,3,1,38,4102,38,4102,3,1,7,5,1:00:00 PM,1:10:00 PM,1:05:00 PM,12:10:00 AM,3,10,3,0,6305,6305
38630550,2,2,6,4102,38,4102,6,2,3,2,12:30:00 PM,1:05:00 PM,12:48:00 PM,12:35:00 AM,0,3,3,0,4345,6305
38630550,2,1,38,4102,6,4102,11,2,3,2,11:00:00 AM,11:50:00 AM,11:25:00 AM,12:50:00 AM,2,2,2,2,6305,4345
38630550,1,2,24,4102,38,4102,6,0,2,1,6:00:00 PM,6:35:00 PM,6:18:00 PM,12:35:00 AM,0,1,4,0,4680,6305
38630550,1,1,38,4102,24,4102,1,0,2,1,7:00:00 AM,7:45:00 AM,7:22:00 AM,12:45:00 AM,0,0,1,1,6305,4680
38630549,7,3,11,4102,38,4102,6,2,4,2,1:30:00 PM,2:35:00 PM,2:02:00 PM,1:05:00 AM,13,17,2,0,5087,6305
38630549,7,2,13,4102,11,4102,11,2,7,5,12:30:00 PM,1:00:00 PM,12:45:00 PM,12:30:00 AM,20,30,3,0,5317,5087
38630549,7,1,38,4102,13,4102,4,2,3,2,10:15:00 AM,10:55:00 AM,10:35:00 AM,12:40:00 AM,4,6,2,2,6305,5317
38630549,6,2,44,4102,38,4102,6,1,4,2,3:30:00 PM,3:50:00 PM,3:40:00 PM,12:20:00 AM,3,3,2,0,6131,6305
38630549,6,1,38,4102,44,4102,3,1,4,2,8:00:00 AM,8:20:00 AM,8:10:00 AM,12:20:00 AM,3,5,1,1,6305,6131
38630549,5,2,11,4102,38,4102,6,1,4,2,3:30:00 PM,4:00:00 PM,3:45:00 PM,12:30:00 AM,9,10,2,0,5209,6305
38630549,5,1,38,4102,11,4102,3,1,4,2,7:45:00 AM,8:25:00 AM,8:05:00 AM,12:40:00 AM,11,14,1,1,6305,5209
38630549,3,2,38,4102,38,4102,6,2,7,5,3:30:00 PM,3:40:00 PM,3:35:00 PM,12:10:00 AM,3,10,2,0,6305,6305
38630549,3,1,38,4102,38,4102,13,2,7,5,8:00:00 AM,8:05:00 AM,8:02:00 AM,12:05:00 AM,3,5,1,1,6305,6305
38630549,2,3,11,4102,38,4102,6,2,4,2,1:30:00 PM,2:35:00 PM,2:02:00 PM,1:05:00 AM,13,17,2,0,5087,6305
38630549,2,2,13,4102,11,4102,11,2,7,5,12:30:00 PM,1:00:00 PM,12:45:00 PM,12:30:00 AM,20,30,3,0,5317,5087
38630549,2,1,38,4102,13,4102,13,2,3,2,10:15:00 AM,10:55:00 AM,10:35:00 AM,12:40:00 AM,4,6,2,2,6305,5317
38630549,1,3,11,4102,38,4102,6,2,4,2,1:30:00 PM,2:35:00 PM,2:02:00 PM,1:05:00 AM,13,17,2,0,5087,6305
38630549,1,2,13,4102,11,4102,11,2,7,5,12:30:00 PM,1:00:00 PM,12:45:00 PM,12:30:00 AM,20,30,3,0,5317,5087
38630549,1,1,38,4102,13,4102,13,2,3,2,10:15:00 AM,10:55:00 AM,10:35:00 AM,12:40:00 AM,4,6,2,2,6305,5317
38630548,4,2,11,4102,38,4102,6,0,4,2,4:10:00 PM,5:00:00 PM,4:35:00 PM,12:50:00 AM,7,15,2,0,4858,6305
38630548,4,1,38,4102,11,4102,1,0,4,2,6:20:00 AM,7:30:00 AM,6:55:00 AM,1:10:00 AM,7,15,5,0,6305,4858
38630548,3,1,38,4102,2,4102,1,0,3,2,8:30:00 PM,9:00:00 PM,8:45:00 PM,12:30:00 AM,1,2,5,0,6305,4065
38630548,2,2,21,4102,38,4102,6,0,7,5,5:45:00 PM,6:38:00 PM,6:11:00 PM,12:53:00 AM,30,48,4,0,5119,6305
38630548,2,1,38,4102,21,4102,1,0,7,5,6:15:00 AM,7:30:00 AM,6:53:00 AM,1:15:00 AM,30,45,5,0,6305,5119
38630548,1,2,38,4102,38,4102,6,2,7,5,10:42:00 AM,10:43:00 AM,10:42:00 AM,12:01:00 AM,1,1,2,2,6305,6305
38630548,1,1,38,4102,38,4102,10,2,7,5,10:30:00 AM,10:31:00 AM,10:30:00 AM,12:01:00 AM,1,1,2,2,6305,6305
38630547,4,2,38,4102,38,4102,6,1,7,5,1:00:00 PM,1:10:00 PM,1:05:00 PM,12:10:00 AM,3,10,3,0,6305,6305
38630547,4,1,38,4102,38,4102,3,1,7,5,7:45:00 AM,7:55:00 AM,7:50:00 AM,12:10:00 AM,3,10,1,1,6305,6305
38630547,3,2,38,4102,38,4102,6,1,7,5,6:30:00 PM,6:35:00 PM,6:32:00 PM,12:05:00 AM,3,5,4,0,6305,6305
38630547,3,1,38,4102,38,4102,3,1,7,5,12:50:00 PM,12:55:00 PM,12:52:00 PM,12:05:00 AM,3,10,3,0,6305,6305
38630547,2,5,38,4102,38,4102,6,2,7,5,1:00:00 PM,1:10:00 PM,1:05:00 PM,12:10:00 AM,2,10,3,0,6305,6305
38630547,2,4,38,4102,38,4102,7,2,7,5,12:50:00 PM,12:55:00 PM,12:52:00 PM,12:05:00 AM,3,10,3,0,6305,6305
38630547,2,3,17,4102,38,4102,6,2,3,2,10:40:00 AM,11:00:00 AM,10:50:00 AM,12:20:00 AM,0,1,2,2,4577,6305
38630547,2,2,38,4102,17,4102,10,2,3,2,8:10:00 AM,8:40:00 AM,8:25:00 AM,12:30:00 AM,1,2,1,1,6305,4577
38630547,2,1,38,4102,38,4102,7,2,7,5,7:45:00 AM,7:55:00 AM,7:50:00 AM,12:10:00 AM,3,10,1,1,6305,6305
38630547,1,2,17,4102,38,4102,6,0,4,2,4:00:00 PM,4:40:00 PM,4:20:00 PM,12:40:00 AM,17,18,2,0,4577,6305
38630547,1,1,38,4102,17,4102,1,0,4,2,7:00:00 AM,7:55:00 AM,7:28:00 AM,12:55:00 AM,15,16,1,1,6305,4577
38630546,5,2,38,4102,38,4102,6,1,7,5,4:35:00 PM,4:35:00 PM,4:35:00 PM,12:00:00 AM,2,5,2,0,6305,6305
38630546,5,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630546,4,2,38,4102,38,4102,6,1,7,5,4:35:00 PM,4:35:00 PM,4:35:00 PM,12:00:00 AM,2,5,2,0,6305,6305
38630546,4,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630546,3,2,38,4102,38,4102,6,1,7,5,4:35:00 PM,4:35:00 PM,4:35:00 PM,12:00:00 AM,2,5,2,0,6305,6305
38630546,3,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630546,2,2,38,4102,38,4102,6,2,7,5,8:40:00 AM,8:45:00 AM,8:42:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630546,2,1,38,4102,38,4102,7,2,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630545,3,2,38,4102,38,4102,6,1,7,5,3:30:00 PM,3:40:00 PM,3:35:00 PM,12:10:00 AM,3,10,2,0,6305,6305
38630545,3,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:40:00 AM,8:35:00 AM,12:10:00 AM,3,10,1,1,6305,6305
38630545,1,2,6,4102,38,4102,6,2,3,2,12:05:00 PM,12:30:00 PM,12:17:00 PM,12:25:00 AM,2,2,2,0,4345,6305
38630545,1,1,38,4102,6,4102,11,2,3,2,11:00:00 AM,11:25:00 AM,11:12:00 AM,12:25:00 AM,0,1,2,2,6305,4345
38630543,4,2,38,4102,38,4102,6,1,7,5,6:30:00 PM,6:35:00 PM,6:32:00 PM,12:05:00 AM,4,5,4,0,6305,6305
38630543,4,1,38,4102,38,4102,3,1,7,5,1:20:00 PM,1:25:00 PM,1:22:00 PM,12:05:00 AM,4,5,3,0,6305,6305
38630543,3,2,17,4102,38,4102,6,1,4,2,1:10:00 PM,1:45:00 PM,1:28:00 PM,12:35:00 AM,9,12,3,0,4801,6305
38630543,3,1,38,4102,17,4102,3,1,4,2,7:30:00 AM,8:00:00 AM,7:45:00 AM,12:30:00 AM,2,4,1,1,6305,4801
38630543,2,2,38,4102,38,4102,6,2,7,5,6:20:00 PM,6:24:00 PM,6:22:00 PM,12:04:00 AM,1,4,4,0,6305,6305
38630543,2,1,38,4102,38,4102,10,2,7,5,6:00:00 PM,6:04:00 PM,6:02:00 PM,12:04:00 AM,1,4,4,0,6305,6305
38630543,1,2,96,4103,38,4102,6,0,10,3,6:00:00 PM,7:55:00 PM,6:58:00 PM,1:55:00 AM,1,4,4,0,96000,6305
38630543,1,1,38,4102,96,4103,1,0,10,3,6:15:00 AM,8:15:00 AM,7:15:00 AM,2:00:00 AM,1,1,1,1,6305,96000
38630542,4,2,38,4102,38,4102,6,1,7,5,1:45:00 PM,1:50:00 PM,1:47:00 PM,12:05:00 AM,3,5,2,0,6247,6305
38630542,4,1,38,4102,38,4102,3,1,7,5,7:45:00 AM,7:55:00 AM,7:50:00 AM,12:10:00 AM,3,5,1,1,6305,6247
38630542,3,2,11,4102,38,4102,6,1,4,2,7:30:00 PM,8:15:00 PM,7:52:00 PM,12:45:00 AM,4,7,5,0,5209,6305
38630542,3,1,38,4102,11,4102,3,1,4,2,1:00:00 PM,1:40:00 PM,1:20:00 PM,12:40:00 AM,3,4,3,0,6305,5209
38630542,1,2,13,4102,38,4102,6,0,3,2,7:00:00 PM,7:35:00 PM,7:18:00 PM,12:35:00 AM,2,3,4,0,5317,6305
38630542,1,1,38,4102,13,4102,1,0,3,2,8:30:00 AM,8:55:00 AM,8:42:00 AM,12:25:00 AM,2,3,1,1,6305,5317
38630541,4,2,38,4102,38,4102,6,1,7,5,3:40:00 PM,3:45:00 PM,3:42:00 PM,12:05:00 AM,3,5,2,0,6247,6305
38630541,4,1,38,4102,38,4102,3,1,7,5,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,3,5,1,1,6305,6247
38630541,3,2,11,4102,38,4102,6,1,4,2,1:00:00 PM,1:30:00 PM,1:15:00 PM,12:30:00 AM,5,6,3,0,5209,6305
38630541,3,1,38,4102,11,4102,3,1,3,2,7:30:00 AM,7:50:00 AM,7:40:00 AM,12:20:00 AM,5,5,1,1,6305,5209
38630541,2,6,38,4102,38,4102,6,2,7,5,3:40:00 PM,3:45:00 PM,3:42:00 PM,12:05:00 AM,3,5,2,0,6247,6305
38630541,2,5,38,4102,38,4102,7,2,7,5,3:30:00 PM,3:35:00 PM,3:32:00 PM,12:05:00 AM,3,5,2,0,6305,6247
38630541,2,4,38,4102,38,4102,6,2,7,5,1:10:00 PM,1:15:00 PM,1:12:00 PM,12:05:00 AM,3,5,3,0,6247,6305
38630541,2,3,38,4102,38,4102,9,2,7,5,1:00:00 PM,1:05:00 PM,1:02:00 PM,12:05:00 AM,3,5,3,0,6305,6247
38630541,2,2,38,4102,38,4102,6,2,7,5,8:05:00 AM,8:10:00 AM,8:07:00 AM,12:05:00 AM,3,5,1,1,6247,6305
38630541,2,1,38,4102,38,4102,7,2,7,5,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,3,5,1,1,6305,6247
38630540,1,2,38,4102,38,4102,6,2,7,5,10:45:00 AM,10:50:00 AM,10:47:00 AM,12:05:00 AM,2,5,2,2,6305,6305
38630540,1,1,38,4102,38,4102,10,2,7,5,10:25:00 AM,10:30:00 AM,10:27:00 AM,12:05:00 AM,2,5,2,2,6305,6305
38630539,3,4,38,4102,38,4102,6,1,7,5,4:00:00 PM,4:25:00 PM,4:12:00 PM,12:25:00 AM,15,25,2,0,6173,6305
38630539,3,3,38,4102,38,4102,3,1,4,2,1:50:00 PM,2:00:00 PM,1:55:00 PM,12:10:00 AM,2,3,2,0,6305,6173
38630539,3,2,38,4102,38,4102,6,1,7,5,1:10:00 PM,1:30:00 PM,1:20:00 PM,12:20:00 AM,15,20,3,0,6173,6305
38630539,3,1,38,4102,38,4102,3,1,4,2,7:50:00 AM,8:05:00 AM,7:58:00 AM,12:15:00 AM,2,4,1,1,6305,6173
38630539,2,8,38,4102,38,4102,6,2,7,5,4:00:00 PM,4:25:00 PM,4:12:00 PM,12:25:00 AM,15,25,2,0,6173,6305
38630539,2,7,38,4102,38,4102,7,2,7,5,3:30:00 PM,3:45:00 PM,3:38:00 PM,12:15:00 AM,15,15,2,0,6305,6173
38630539,2,6,38,4102,38,4102,6,2,7,5,2:05:00 PM,2:25:00 PM,2:15:00 PM,12:20:00 AM,15,20,2,0,6173,6305
38630539,2,5,38,4102,38,4102,7,2,4,2,1:50:00 PM,2:00:00 PM,1:55:00 PM,12:10:00 AM,3,3,2,0,6305,6173
38630539,2,4,38,4102,38,4102,6,2,7,5,1:10:00 PM,1:30:00 PM,1:20:00 PM,12:20:00 AM,15,20,3,0,6173,6305
38630539,2,3,38,4102,38,4102,7,2,7,5,12:50:00 PM,1:05:00 PM,12:58:00 PM,12:15:00 AM,15,15,3,0,6305,6173
38630539,2,2,38,4102,38,4102,6,2,7,5,8:15:00 AM,8:30:00 AM,8:23:00 AM,12:15:00 AM,15,15,1,1,6173,6305
38630539,2,1,38,4102,38,4102,7,2,4,2,7:50:00 AM,8:05:00 AM,7:58:00 AM,12:15:00 AM,2,4,1,1,6305,6173
38630539,1,2,21,4102,38,4102,6,0,1,1,6:30:00 PM,7:05:00 PM,6:48:00 PM,12:35:00 AM,0,0,4,0,5119,6305
38630539,1,1,38,4102,21,4102,1,0,1,1,7:00:00 AM,7:30:00 AM,7:15:00 AM,12:30:00 AM,0,0,1,1,6305,5119
38630538,4,2,38,4102,38,4102,6,1,7,5,3:45:00 PM,3:55:00 PM,3:50:00 PM,12:10:00 AM,5,10,2,0,6173,6305
38630538,4,1,38,4102,38,4102,3,1,7,5,8:00:00 AM,8:15:00 AM,8:08:00 AM,12:15:00 AM,5,15,1,1,6305,6173
38630538,3,2,12,4102,38,4102,6,1,7,5,6:10:00 PM,6:20:00 PM,6:15:00 PM,12:10:00 AM,4,10,4,0,4937,6305
38630538,3,1,38,4102,12,4102,3,1,4,2,7:55:00 AM,8:30:00 AM,8:13:00 AM,12:35:00 AM,2,4,1,1,6305,4937
38630538,2,4,38,4102,38,4102,6,2,7,5,3:45:00 PM,3:55:00 PM,3:50:00 PM,12:10:00 AM,5,10,2,0,6173,6305
38630538,2,3,38,4102,38,4102,7,2,7,5,3:30:00 PM,3:40:00 PM,3:35:00 PM,12:10:00 AM,5,10,2,0,6305,6173
38630538,2,2,38,4102,38,4102,6,2,7,5,8:25:00 AM,8:35:00 AM,8:30:00 AM,12:10:00 AM,5,10,1,1,6173,6305
38630538,2,1,38,4102,38,4102,7,2,7,5,8:00:00 AM,8:15:00 AM,8:08:00 AM,12:15:00 AM,5,15,1,1,6305,6173
38630538,1,2,76,4101,38,4102,6,0,2,1,7:00:00 PM,8:00:00 PM,7:30:00 PM,1:00:00 AM,0,0,4,0,1168,6305
38630538,1,1,38,4102,76,4101,1,0,2,1,7:00:00 AM,8:00:00 AM,7:30:00 AM,1:00:00 AM,1,1,1,1,6305,1168
38630537,2,2,17,4102,38,4102,6,2,3,2,1:30:00 PM,1:50:00 PM,1:40:00 PM,12:20:00 AM,0,1,3,0,4512,6305
38630537,2,1,38,4102,17,4102,11,2,3,2,12:00:00 PM,12:20:00 PM,12:10:00 PM,12:20:00 AM,0,0,2,0,6305,4512
38630537,1,2,17,4102,38,4102,6,2,3,2,1:30:00 PM,1:50:00 PM,1:40:00 PM,12:20:00 AM,0,1,3,0,4512,6305
38630537,1,1,38,4102,17,4102,11,2,3,2,12:00:00 PM,12:20:00 PM,12:10:00 PM,12:20:00 AM,0,0,2,0,6305,4512
38630536,1,4,38,4102,38,4102,6,2,7,5,5:55:00 PM,5:57:00 PM,5:56:00 PM,12:02:00 AM,2,2,4,0,6305,6305
38630536,1,3,38,4102,38,4102,10,2,7,5,5:45:00 PM,5:47:00 PM,5:46:00 PM,12:02:00 AM,2,2,4,0,6305,6305
38630536,1,2,38,4102,38,4102,6,2,7,5,8:10:00 AM,8:12:00 AM,8:11:00 AM,12:02:00 AM,2,2,1,1,6305,6305
38630536,1,1,38,4102,38,4102,10,2,7,5,8:00:00 AM,8:02:00 AM,8:01:00 AM,12:02:00 AM,2,2,1,1,6305,6305
38630535,6,2,35,4102,38,4102,6,0,4,2,6:00:00 PM,7:00:00 PM,6:30:00 PM,1:00:00 AM,2,6,4,0,6221,6305
38630535,6,1,38,4102,35,4102,1,0,4,2,6:45:00 AM,7:40:00 AM,7:13:00 AM,12:55:00 AM,2,6,1,1,6305,6221
38630535,5,2,1,4102,38,4102,6,1,4,2,1:00:00 PM,1:30:00 PM,1:15:00 PM,12:30:00 AM,4,5,3,0,4314,6305
38630535,5,1,38,4102,1,4102,3,1,4,2,8:00:00 AM,8:45:00 AM,8:22:00 AM,12:45:00 AM,2,3,1,1,6305,4314
38630535,4,2,56,4101,38,4102,6,1,4,2,1:30:00 PM,2:00:00 PM,1:45:00 PM,12:30:00 AM,4,6,3,0,1286,6305
38630535,4,1,38,4102,56,4101,3,1,4,2,9:00:00 AM,10:05:00 AM,9:32:00 AM,1:05:00 AM,6,8,2,2,6305,1286
38630535,2,4,38,4102,38,4102,6,2,7,5,6:20:00 PM,6:22:00 PM,6:21:00 PM,12:02:00 AM,1,2,4,0,6305,6305
38630535,2,3,38,4102,38,4102,10,2,7,5,6:10:00 PM,6:12:00 PM,6:11:00 PM,12:02:00 AM,1,2,4,0,6305,6305
38630535,2,2,38,4102,38,4102,6,2,7,5,10:10:00 AM,10:12:00 AM,10:11:00 AM,12:02:00 AM,1,2,2,2,6305,6305
38630535,2,1,38,4102,38,4102,10,2,7,5,10:00:00 AM,10:02:00 AM,10:01:00 AM,12:02:00 AM,1,2,2,2,6305,6305
38630535,1,2,35,4102,38,4102,6,0,4,2,6:00:00 PM,7:00:00 PM,6:30:00 PM,1:00:00 AM,2,6,4,0,6221,6305
38630535,1,1,38,4102,35,4102,1,0,4,2,6:45:00 AM,7:40:00 AM,7:13:00 AM,12:55:00 AM,2,6,1,1,6305,6221
38630534,3,2,57,4101,38,4102,6,0,4,2,10:30:00 PM,11:30:00 PM,11:00:00 PM,1:00:00 AM,3,7,5,0,1332,6305
38630534,3,1,38,4102,57,4101,1,0,4,2,2:00:00 PM,2:45:00 PM,2:22:00 PM,12:45:00 AM,3,6,2,0,6305,1332
38630534,2,2,57,4101,38,4102,6,0,4,2,3:00:00 PM,3:45:00 PM,3:22:00 PM,12:45:00 AM,3,7,2,0,1332,6305
38630534,2,1,38,4102,57,4101,1,0,4,2,8:30:00 AM,9:20:00 AM,8:55:00 AM,12:50:00 AM,3,7,1,1,6305,1332
38630534,1,2,6,4102,38,4102,6,2,3,2,12:20:00 PM,12:40:00 PM,12:30:00 PM,12:20:00 AM,4,5,2,0,4345,6305
38630534,1,1,38,4102,6,4102,11,2,4,2,11:00:00 AM,11:30:00 AM,11:15:00 AM,12:30:00 AM,3,5,2,2,6305,4345
38630533,4,2,38,4102,38,4102,6,1,7,5,1:05:00 PM,1:10:00 PM,1:07:00 PM,12:05:00 AM,2,5,3,0,6305,6305
38630533,4,1,38,4102,38,4102,3,1,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,2,5,1,1,6305,6305
38630533,3,2,11,4102,38,4102,6,1,4,2,2:30:00 PM,3:15:00 PM,2:52:00 PM,12:45:00 AM,8,9,2,0,5209,6305
38630533,3,1,38,4102,11,4102,3,1,4,2,7:35:00 AM,8:05:00 AM,7:50:00 AM,12:30:00 AM,7,9,1,1,6305,5209
38630533,2,2,13,4102,38,4102,6,0,3,2,4:50:00 PM,5:10:00 PM,5:00:00 PM,12:20:00 AM,3,4,2,0,5270,6305
38630533,2,1,38,4102,13,4102,1,0,2,1,8:30:00 AM,8:45:00 AM,8:38:00 AM,12:15:00 AM,0,0,1,1,6305,5270
38630533,1,3,34,4102,38,4102,6,0,1,1,6:15:00 PM,6:35:00 PM,6:25:00 PM,12:20:00 AM,0,0,4,0,5657,6305
38630533,1,2,13,4102,34,4102,1,0,1,1,8:46:00 AM,9:00:00 AM,8:53:00 AM,12:14:00 AM,0,0,1,1,5270,5657
38630533,1,1,38,4102,13,4102,7,2,1,1,8:30:00 AM,8:45:00 AM,8:38:00 AM,12:15:00 AM,0,0,1,1,6305,5270
