IDFolio,IDPersona,IDViaje,ZonaOrigen,ComunaOrigen,ZonaDestino,ComunaDestino,Proposito,PropositoEstraus,IDModo,IDModoAgregado,HoraInicio,HoraTermino,HoraMedia,TiempoViaje,CuadrasCaminadas,MinutosCaminados,IDPeriodos,IDPeriodosMedicionFlujos,ManzanaOri,ManzanaDes
852304006,4,2,45,4101,85,4101,6,1,11,1,3:45:00 PM,4:30:00 PM,4:07:00 PM,12:45:00 AM,0,0,2,0,1187,2304
852304006,4,1,85,4101,45,4101,3,1,11,1,8:00:00 AM,8:20:00 AM,8:10:00 AM,12:20:00 AM,0,0,1,1,2304,1187
852304006,2,2,46,4101,85,4101,6,2,3,2,11:40:00 AM,12:00:00 PM,11:50:00 AM,12:20:00 AM,1,1,2,0,543,2304
852304006,2,1,85,4101,46,4101,11,2,4,2,10:00:00 AM,10:20:00 AM,10:10:00 AM,12:20:00 AM,4,5,2,2,2304,543
852304006,1,2,55,4101,85,4101,6,0,4,2,5:45:00 PM,6:35:00 PM,6:10:00 PM,12:50:00 AM,14,25,4,0,1238,2304
852304006,1,1,85,4101,55,4101,1,0,4,2,7:00:00 AM,7:55:00 AM,7:28:00 AM,12:55:00 AM,14,25,1,1,2304,1238
107519102,3,4,1,4102,107,4102,6,2,3,2,9:30:00 PM,10:00:00 PM,9:45:00 PM,12:30:00 AM,2,2,5,0,4428,5191
107519102,3,3,107,4102,1,4102,13,2,4,2,5:00:00 PM,5:50:00 PM,5:25:00 PM,12:50:00 AM,2,2,2,0,5191,4428
107519102,3,2,42,4102,107,4102,6,1,4,2,1:15:00 PM,2:30:00 PM,1:53:00 PM,1:15:00 AM,6,6,2,0,5455,5191
107519102,3,1,107,4102,42,4102,3,1,4,2,7:15:00 AM,7:50:00 AM,7:33:00 AM,12:35:00 AM,6,6,1,1,5191,5455
107519102,2,2,107,4102,107,4102,6,2,7,5,5:40:00 PM,5:43:00 PM,5:42:00 PM,12:03:00 AM,2,3,4,0,5129,5191
107519102,2,1,107,4102,107,4102,10,2,7,5,5:30:00 PM,5:33:00 PM,5:32:00 PM,12:03:00 AM,2,3,4,0,5191,5129
107519102,1,2,12,4102,107,4102,6,0,4,2,6:00:00 PM,7:30:00 PM,6:45:00 PM,1:30:00 AM,2,2,4,0,5200,5191
107519102,1,1,107,4102,12,4102,1,0,4,2,7:50:00 AM,8:30:00 AM,8:10:00 AM,12:40:00 AM,2,2,1,1,5191,5200
107519101,1,3,62,4101,107,4102,6,2,10,3,11:00:00 PM,12:50:00 AM,11:55:00 PM,1:50:00 AM,0,0,5,0,1577,5191
107519101,1,2,45,4101,62,4101,13,2,4,2,5:00:00 PM,5:30:00 PM,5:15:00 PM,12:30:00 AM,0,0,2,0,532,1577
107519101,1,1,107,4102,45,4101,1,0,3,2,8:00:00 AM,8:40:00 AM,8:20:00 AM,12:40:00 AM,4,4,1,1,5191,532
107518801,4,2,107,4102,107,4102,6,1,7,5,5:25:00 PM,5:40:00 PM,5:33:00 PM,12:15:00 AM,6,15,4,0,4857,5188
107518801,4,1,107,4102,107,4102,3,1,7,5,8:40:00 AM,8:55:00 AM,8:48:00 AM,12:15:00 AM,6,15,1,1,5188,4857
107518801,3,2,107,4102,107,4102,6,1,7,5,4:30:00 PM,4:35:00 PM,4:32:00 PM,12:05:00 AM,3,5,2,0,5138,5188
107518801,3,1,107,4102,107,4102,3,1,7,5,7:55:00 AM,8:00:00 AM,7:57:00 AM,12:05:00 AM,3,5,1,1,5188,5138
107518801,2,4,45,4101,107,4102,6,0,3,2,9:00:00 PM,9:40:00 PM,9:20:00 PM,12:40:00 AM,0,0,5,0,531,5188
107518801,2,3,107,4102,45,4101,1,0,3,2,3:30:00 PM,4:00:00 PM,3:45:00 PM,12:30:00 AM,5,5,2,0,5188,531
107518801,2,2,45,4101,107,4102,6,0,3,2,2:00:00 PM,2:30:00 PM,2:15:00 PM,12:30:00 AM,0,0,2,0,531,5188
107518801,2,1,107,4102,45,4101,1,0,3,2,9:00:00 AM,9:30:00 AM,9:15:00 AM,12:30:00 AM,5,5,2,0,5188,531
107518801,1,4,107,4102,107,4102,6,2,7,5,5:25:00 PM,5:40:00 PM,5:33:00 PM,12:15:00 AM,6,15,4,0,4857,5188
107518801,1,3,107,4102,107,4102,7,2,7,5,5:00:00 PM,5:15:00 PM,5:08:00 PM,12:15:00 AM,6,15,2,0,5188,4857
107518801,1,2,107,4102,107,4102,6,0,7,5,9:00:00 AM,9:15:00 AM,9:08:00 AM,12:15:00 AM,6,15,2,0,4857,5188
107518801,1,1,107,4102,107,4102,1,0,7,5,8:40:00 AM,8:55:00 AM,8:48:00 AM,12:15:00 AM,6,15,1,1,5188,4857
107515101,5,2,30,4102,107,4102,6,1,2,1,1:30:00 PM,1:40:00 PM,1:35:00 PM,12:10:00 AM,0,0,3,0,4638,5151
107515101,5,1,107,4102,30,4102,3,1,2,1,8:00:00 AM,8:08:00 AM,8:04:00 AM,12:08:00 AM,0,0,1,1,5151,4638
107515101,4,2,30,4102,107,4102,6,1,2,1,1:30:00 PM,1:40:00 PM,1:35:00 PM,12:10:00 AM,0,0,3,0,4638,5151
107515101,4,1,107,4102,30,4102,3,1,2,1,8:00:00 AM,8:08:00 AM,8:04:00 AM,12:08:00 AM,0,0,1,1,5151,4638
107515101,3,2,28,4102,107,4102,6,2,7,5,3:30:00 PM,4:00:00 PM,3:45:00 PM,12:30:00 AM,14,30,2,0,4681,5151
107515101,3,1,107,4102,28,4102,11,2,3,2,1:55:00 PM,2:00:00 PM,1:57:00 PM,12:05:00 AM,0,0,2,0,5151,4681
107515101,2,2,45,4101,107,4102,6,2,3,2,7:30:00 PM,8:10:00 PM,7:50:00 PM,12:40:00 AM,0,0,5,0,1186,5151
107515101,2,1,107,4102,45,4101,10,2,3,2,4:00:00 PM,4:30:00 PM,4:15:00 PM,12:30:00 AM,0,0,2,0,5151,1186
107515101,1,2,32,4102,107,4102,6,2,7,5,11:30:00 AM,11:40:00 AM,11:35:00 AM,12:10:00 AM,2,10,2,0,4988,5151
107515101,1,1,107,4102,32,4102,4,2,7,5,9:00:00 AM,9:10:00 AM,9:05:00 AM,12:10:00 AM,2,10,2,0,5151,4988
107513403,5,2,46,4101,107,4102,6,1,4,2,4:00:00 PM,4:45:00 PM,4:22:00 PM,12:45:00 AM,3,3,2,0,558,5134
107513403,5,1,107,4102,46,4101,3,1,3,2,7:15:00 AM,7:50:00 AM,7:33:00 AM,12:35:00 AM,0,0,1,1,5134,558
107513403,4,2,31,4102,107,4102,6,0,3,2,3:30:00 PM,3:50:00 PM,3:40:00 PM,12:20:00 AM,0,0,2,0,4802,5134
107513403,4,1,107,4102,31,4102,1,0,3,2,7:00:00 AM,7:20:00 AM,7:10:00 AM,12:20:00 AM,0,0,1,1,5134,4802
107513403,3,1,98,-1,107,4102,6,2,2,1,6:30:00 PM,9:00:00 PM,7:45:00 PM,2:30:00 AM,0,0,5,0,98000,5134
107513403,2,2,46,4101,107,4102,6,2,3,2,6:25:00 PM,6:40:00 PM,6:33:00 PM,12:15:00 AM,1,1,4,0,1208,5134
107513403,2,1,107,4102,46,4101,10,2,3,2,2:45:00 PM,3:10:00 PM,2:57:00 PM,12:25:00 AM,0,0,2,0,5134,1208
107513403,1,2,46,4101,107,4102,6,0,2,1,6:00:00 PM,6:30:00 PM,6:15:00 PM,12:30:00 AM,0,0,4,0,1233,5134
107513403,1,1,107,4102,46,4101,1,0,2,1,7:05:00 AM,7:40:00 AM,7:23:00 AM,12:35:00 AM,0,0,1,1,5134,1233
107513402,2,4,46,4101,107,4102,6,2,3,2,6:00:00 PM,6:40:00 PM,6:20:00 PM,12:40:00 AM,3,3,4,0,1208,5134
107513402,2,3,107,4102,46,4101,10,2,3,2,3:30:00 PM,4:00:00 PM,3:45:00 PM,12:30:00 AM,0,0,2,0,5134,1208
107513402,2,2,107,4102,107,4102,6,2,7,5,9:00:00 AM,9:15:00 AM,9:08:00 AM,12:15:00 AM,4,10,2,0,5129,5134
107513402,2,1,107,4102,107,4102,13,2,7,5,8:00:00 AM,8:10:00 AM,8:05:00 AM,12:10:00 AM,4,10,1,1,5134,5129
107513402,1,2,29,4102,107,4102,6,2,7,5,12:30:00 PM,1:00:00 PM,12:45:00 PM,12:30:00 AM,12,30,3,0,4799,5134
107513402,1,1,107,4102,29,4102,13,2,7,5,10:00:00 AM,10:20:00 AM,10:10:00 AM,12:20:00 AM,12,20,2,2,5134,4799
107513401,1,2,107,4102,25,4102,1,0,8,4,5:30:00 PM,5:50:00 PM,5:40:00 PM,12:20:00 AM,0,0,4,0,5134,5606
107513401,1,1,22,4102,107,4102,6,2,8,4,7:00:00 AM,7:20:00 AM,7:10:00 AM,12:20:00 AM,0,0,1,1,4496,5134
107508103,4,2,28,4102,107,4102,6,1,7,5,3:15:00 PM,3:45:00 PM,3:30:00 PM,12:30:00 AM,10,15,2,0,4163,5081
107508103,4,1,107,4102,28,4102,3,1,7,5,7:45:00 AM,8:00:00 AM,7:53:00 AM,12:15:00 AM,10,15,1,1,5081,4163
107508103,2,2,28,4102,107,4102,6,2,7,5,3:30:00 PM,3:45:00 PM,3:38:00 PM,12:15:00 AM,10,15,2,0,4163,5081
107508103,2,1,107,4102,28,4102,7,2,7,5,3:00:00 PM,3:15:00 PM,3:08:00 PM,12:15:00 AM,10,15,2,0,5081,4163
107508103,1,6,32,4102,107,4102,6,0,7,5,6:00:00 PM,6:10:00 PM,6:05:00 PM,12:10:00 AM,4,10,4,0,4887,5081
107508103,1,5,107,4102,32,4102,1,0,7,5,2:00:00 PM,2:05:00 PM,2:02:00 PM,12:05:00 AM,4,5,2,0,5081,4887
107508103,1,4,32,4102,107,4102,6,0,7,5,1:00:00 PM,1:05:00 PM,1:02:00 PM,12:05:00 AM,4,5,3,0,4887,5081
107508103,1,3,107,4102,32,4102,1,0,7,5,9:00:00 AM,9:05:00 AM,9:02:00 AM,12:05:00 AM,4,5,2,0,5081,4887
107508103,1,2,28,4102,107,4102,6,2,7,5,8:05:00 AM,8:20:00 AM,8:13:00 AM,12:15:00 AM,10,15,1,1,4163,5081
107508103,1,1,107,4102,28,4102,7,2,7,5,7:45:00 AM,8:00:00 AM,7:53:00 AM,12:15:00 AM,10,15,1,1,5081,4163
107508102,3,2,45,4101,107,4102,6,2,1,1,2:00:00 PM,2:30:00 PM,2:15:00 PM,12:30:00 AM,0,0,2,0,533,5081
107508102,3,1,107,4102,45,4101,11,2,1,1,10:00:00 AM,10:25:00 AM,10:12:00 AM,12:25:00 AM,0,0,2,2,5081,533
107508102,2,2,45,4101,107,4102,6,2,2,1,2:00:00 PM,2:30:00 PM,2:15:00 PM,12:30:00 AM,0,0,2,0,533,5081
107508102,2,1,107,4102,45,4101,11,2,2,1,10:00:00 AM,10:25:00 AM,10:12:00 AM,12:25:00 AM,0,0,2,2,5081,533
107508102,1,2,32,4102,107,4102,6,2,1,1,12:00:00 PM,12:05:00 PM,12:02:00 PM,12:05:00 AM,0,0,2,0,4825,5081
107508102,1,1,107,4102,32,4102,11,2,1,1,10:00:00 AM,10:05:00 AM,10:02:00 AM,12:05:00 AM,0,0,2,2,5081,4825
92529620,4,2,33,4102,92,4102,6,1,8,4,4:55:00 PM,5:00:00 PM,4:57:00 PM,12:05:00 AM,0,0,2,0,4836,5296
92529620,4,1,92,4102,33,4102,3,1,8,4,8:20:00 AM,8:25:00 AM,8:22:00 AM,12:05:00 AM,0,0,1,1,5296,4836
92529620,3,4,33,4102,92,4102,6,1,7,5,4:00:00 PM,4:05:00 PM,4:02:00 PM,12:05:00 AM,2,5,2,0,4836,5296
92529620,3,3,92,4102,33,4102,3,1,7,5,2:00:00 PM,2:05:00 PM,2:02:00 PM,12:05:00 AM,2,5,2,0,5296,4836
92529620,3,2,33,4102,92,4102,6,1,7,5,1:00:00 PM,1:05:00 PM,1:02:00 PM,12:05:00 AM,2,5,3,0,4836,5296
92529620,3,1,92,4102,33,4102,3,1,7,5,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,2,5,1,1,5296,4836
92529620,2,4,33,4102,92,4102,6,2,8,4,4:55:00 PM,5:00:00 PM,4:57:00 PM,12:05:00 AM,0,0,2,0,4836,5296
92529620,2,3,92,4102,33,4102,7,2,8,4,4:35:00 PM,4:40:00 PM,4:37:00 PM,12:05:00 AM,0,0,2,0,5296,4836
92529620,2,2,33,4102,92,4102,6,2,8,4,8:35:00 AM,8:40:00 AM,8:37:00 AM,12:05:00 AM,0,0,1,1,4836,5296
92529620,2,1,92,4102,33,4102,7,2,8,4,8:20:00 AM,8:25:00 AM,8:22:00 AM,12:05:00 AM,0,0,1,1,5296,4836
92529618,5,2,34,4102,92,4102,6,2,2,1,7:00:00 PM,7:30:00 PM,7:15:00 PM,12:30:00 AM,0,0,4,0,5657,5296
92529618,5,1,92,4102,34,4102,5,2,2,1,5:00:00 PM,5:30:00 PM,5:15:00 PM,12:30:00 AM,0,0,2,0,5296,5657
92529618,4,2,34,4102,92,4102,6,2,2,1,7:00:00 PM,7:30:00 PM,7:15:00 PM,12:30:00 AM,0,0,4,0,5657,5296
92529618,4,1,92,4102,34,4102,5,2,2,1,5:00:00 PM,5:30:00 PM,5:15:00 PM,12:30:00 AM,0,0,2,0,5296,5657
92529618,3,2,34,4102,92,4102,6,2,2,1,7:00:00 PM,7:30:00 PM,7:15:00 PM,12:30:00 AM,0,0,4,0,5657,5296
92529618,3,1,92,4102,34,4102,5,2,2,1,5:00:00 PM,5:30:00 PM,5:15:00 PM,12:30:00 AM,0,0,2,0,5296,5657
92529618,2,4,34,4102,92,4102,6,2,2,1,7:00:00 PM,7:30:00 PM,7:15:00 PM,12:30:00 AM,0,0,4,0,5657,5296
92529618,2,3,92,4102,34,4102,5,2,2,1,5:00:00 PM,5:30:00 PM,5:15:00 PM,12:30:00 AM,0,0,2,0,5296,5657
92529618,2,2,46,4101,92,4102,6,2,3,2,1:30:00 PM,2:00:00 PM,1:45:00 PM,12:30:00 AM,3,3,3,0,546,5296
92529618,2,1,92,4102,46,4101,10,2,3,2,11:30:00 AM,12:00:00 PM,11:45:00 AM,12:30:00 AM,3,3,2,0,5296,546
92529618,1,2,25,4102,92,4102,6,0,1,1,6:30:00 PM,6:45:00 PM,6:38:00 PM,12:15:00 AM,0,0,4,0,5715,5296
92529618,1,1,92,4102,25,4102,1,0,1,1,8:30:00 AM,8:45:00 AM,8:38:00 AM,12:15:00 AM,0,0,1,1,5296,5715
92529617,1,5,92,4102,92,4102,6,2,7,5,8:15:00 PM,8:17:00 PM,8:16:00 PM,12:02:00 AM,1,2,5,0,5296,5296
92529617,1,4,92,4102,92,4102,5,2,7,5,8:00:00 PM,8:02:00 PM,8:01:00 PM,12:02:00 AM,1,2,5,0,5296,5296
92529617,1,3,42,4102,92,4102,6,2,3,2,6:00:00 PM,7:00:00 PM,6:30:00 PM,1:00:00 AM,4,4,4,0,5390,5296
92529617,1,2,48,4101,42,4102,5,2,7,5,3:00:00 PM,3:15:00 PM,3:08:00 PM,12:15:00 AM,8,15,2,0,2651,5390
92529617,1,1,92,4102,48,4101,13,2,3,2,12:00:00 PM,12:30:00 PM,12:15:00 PM,12:30:00 AM,10,10,2,0,5296,2651
92529616,4,2,68,4101,92,4102,6,1,2,1,1:00:00 PM,1:40:00 PM,1:20:00 PM,12:40:00 AM,0,0,3,0,823,5296
92529616,4,1,92,4102,68,4101,3,1,2,1,8:00:00 AM,8:25:00 AM,8:12:00 AM,12:25:00 AM,0,0,1,1,5296,823
92529616,3,2,68,4101,92,4102,6,1,2,1,1:00:00 PM,1:40:00 PM,1:20:00 PM,12:40:00 AM,0,0,3,0,823,5296
92529616,3,1,92,4102,68,4101,3,1,2,1,8:00:00 AM,8:25:00 AM,8:12:00 AM,12:25:00 AM,0,0,1,1,5296,823
92529616,2,3,46,4101,92,4102,6,0,3,2,6:00:00 PM,6:20:00 PM,6:10:00 PM,12:20:00 AM,2,2,4,0,1215,5296
92529616,2,2,68,4101,46,4101,1,0,2,1,8:40:00 AM,8:45:00 AM,8:42:00 AM,12:05:00 AM,0,0,1,1,823,1215
92529616,2,1,92,4102,68,4101,7,2,2,1,8:00:00 AM,8:25:00 AM,8:12:00 AM,12:25:00 AM,0,0,1,1,5296,823
92529616,1,7,25,4102,92,4102,6,0,1,1,6:30:00 PM,6:40:00 PM,6:35:00 PM,12:10:00 AM,0,0,4,0,5334,5296
92529616,1,6,92,4102,25,4102,1,0,1,1,2:00:00 PM,2:10:00 PM,2:05:00 PM,12:10:00 AM,0,0,2,0,5296,5334
92529616,1,5,68,4101,92,4102,6,2,1,1,1:30:00 PM,1:40:00 PM,1:35:00 PM,12:10:00 AM,0,0,3,0,823,5296
92529616,1,4,25,4102,68,4101,7,2,1,1,1:00:00 PM,1:20:00 PM,1:10:00 PM,12:20:00 AM,0,0,3,0,5334,823
92529616,1,3,46,4101,25,4102,1,0,1,1,8:55:00 AM,9:00:00 AM,8:57:00 AM,12:05:00 AM,0,0,1,1,1215,5334
92529616,1,2,68,4101,46,4101,7,2,1,1,8:40:00 AM,8:45:00 AM,8:42:00 AM,12:05:00 AM,0,0,1,1,823,1215
92529616,1,1,92,4102,68,4101,7,2,1,1,8:00:00 AM,8:25:00 AM,8:12:00 AM,12:25:00 AM,0,0,1,1,5296,823
92529615,4,2,13,4102,92,4102,6,1,3,2,1:00:00 PM,1:30:00 PM,1:15:00 PM,12:30:00 AM,1,1,3,0,5053,5296
92529615,4,1,92,4102,13,4102,3,1,3,2,7:40:00 AM,8:00:00 AM,7:50:00 AM,12:20:00 AM,1,1,1,1,5296,5053
92529615,3,4,33,4102,92,4102,6,2,7,5,8:30:00 PM,8:35:00 PM,8:32:00 PM,12:05:00 AM,4,5,5,0,4836,5296
92529615,3,3,92,4102,33,4102,5,2,7,5,7:15:00 PM,7:20:00 PM,7:17:00 PM,12:05:00 AM,4,5,4,0,5296,4836
92529615,3,2,28,4102,92,4102,6,0,7,5,6:00:00 PM,6:10:00 PM,6:05:00 PM,12:10:00 AM,7,10,4,0,4754,5296
92529615,3,1,92,4102,28,4102,1,0,7,5,8:20:00 AM,8:30:00 AM,8:25:00 AM,12:10:00 AM,7,10,1,1,5296,4754
92529615,2,4,92,4102,92,4102,6,2,7,5,5:10:00 PM,5:11:00 PM,5:10:00 PM,12:01:00 AM,1,1,2,0,5296,5296
92529615,2,3,92,4102,92,4102,10,2,7,5,5:00:00 PM,5:01:00 PM,5:00:00 PM,12:01:00 AM,1,1,2,0,5296,5296
92529615,2,2,92,4102,92,4102,6,2,7,5,11:10:00 AM,11:11:00 AM,11:10:00 AM,12:01:00 AM,1,1,2,2,5296,5296
92529615,2,1,92,4102,92,4102,10,2,7,5,11:00:00 AM,11:01:00 AM,11:00:00 AM,12:01:00 AM,1,1,2,2,5296,5296
92529614,2,2,28,4102,92,4102,6,2,3,2,11:00:00 AM,11:10:00 AM,11:05:00 AM,12:10:00 AM,0,0,2,2,4754,5296
92529614,2,1,92,4102,28,4102,10,2,3,2,9:00:00 AM,9:05:00 AM,9:02:00 AM,12:05:00 AM,1,1,2,0,5296,4754
92529614,1,4,25,4102,92,4102,6,0,1,1,6:30:00 PM,6:40:00 PM,6:35:00 PM,12:10:00 AM,0,0,4,0,5489,5296
92529614,1,3,92,4102,25,4102,1,0,1,1,3:00:00 PM,3:05:00 PM,3:02:00 PM,12:05:00 AM,0,0,2,0,5296,5489
92529614,1,2,25,4102,92,4102,6,0,1,1,1:00:00 PM,1:05:00 PM,1:02:00 PM,12:05:00 AM,0,0,3,0,5489,5296
92529614,1,1,92,4102,25,4102,1,0,1,1,7:50:00 AM,7:55:00 AM,7:52:00 AM,12:05:00 AM,0,0,1,1,5296,5489
92529613,5,6,44,4102,92,4102,6,2,2,1,9:50:00 PM,10:10:00 PM,10:00:00 PM,12:20:00 AM,0,0,5,0,5695,5296
92529613,5,5,92,4102,44,4102,7,2,2,1,9:30:00 PM,9:45:00 PM,9:38:00 PM,12:15:00 AM,0,0,5,0,5296,5695
92529613,5,4,44,4102,92,4102,6,2,2,1,8:40:00 PM,8:50:00 PM,8:45:00 PM,12:10:00 AM,0,0,5,0,5695,5296
92529613,5,3,92,4102,44,4102,7,2,2,1,8:00:00 PM,8:20:00 PM,8:10:00 PM,12:20:00 AM,0,0,5,0,5296,5695
92529613,5,2,28,4102,92,4102,6,2,2,1,11:30:00 AM,11:35:00 AM,11:32:00 AM,12:05:00 AM,0,0,2,0,4754,5296
92529613,5,1,92,4102,28,4102,10,2,2,1,11:00:00 AM,11:10:00 AM,11:05:00 AM,12:10:00 AM,0,0,2,2,5296,4754
92529613,4,4,33,4102,92,4102,6,1,7,5,5:30:00 PM,5:50:00 PM,5:40:00 PM,12:20:00 AM,6,20,4,0,4836,5296
92529613,4,3,92,4102,33,4102,3,1,7,5,5:00:00 PM,5:20:00 PM,5:10:00 PM,12:20:00 AM,6,20,2,0,5296,4836
92529613,4,2,33,4102,92,4102,6,1,7,5,1:00:00 PM,1:20:00 PM,1:10:00 PM,12:20:00 AM,6,20,3,0,4836,5296
92529613,4,1,92,4102,33,4102,3,1,7,5,7:30:00 AM,7:50:00 AM,7:40:00 AM,12:20:00 AM,6,20,1,1,5296,4836
92529613,3,4,33,4102,92,4102,6,1,7,5,5:30:00 PM,5:50:00 PM,5:40:00 PM,12:20:00 AM,6,20,4,0,4836,5296
92529613,3,3,92,4102,33,4102,3,1,7,5,5:00:00 PM,5:20:00 PM,5:10:00 PM,12:20:00 AM,6,20,2,0,5296,4836
92529613,3,2,33,4102,92,4102,6,1,7,5,1:00:00 PM,1:20:00 PM,1:10:00 PM,12:20:00 AM,6,20,3,0,4836,5296
92529613,3,1,92,4102,33,4102,3,1,7,5,7:30:00 AM,7:50:00 AM,7:40:00 AM,12:20:00 AM,6,20,1,1,5296,4836
92529613,2,6,44,4102,92,4102,6,2,1,1,9:50:00 PM,10:10:00 PM,10:00:00 PM,12:20:00 AM,0,0,5,0,5695,5296
92529613,2,5,92,4102,44,4102,7,2,1,1,9:30:00 PM,9:45:00 PM,9:38:00 PM,12:15:00 AM,0,0,5,0,5296,5695
92529613,2,4,44,4102,92,4102,6,2,1,1,8:40:00 PM,8:50:00 PM,8:45:00 PM,12:10:00 AM,0,0,5,0,5695,5296
92529613,2,3,92,4102,44,4102,7,2,1,1,8:00:00 PM,8:20:00 PM,8:10:00 PM,12:20:00 AM,0,0,5,0,5296,5695
92529613,2,2,28,4102,92,4102,6,2,1,1,11:30:00 AM,11:35:00 AM,11:32:00 AM,12:05:00 AM,0,0,2,0,4754,5296
92529613,2,1,92,4102,28,4102,10,2,1,1,11:00:00 AM,11:10:00 AM,11:05:00 AM,12:10:00 AM,0,0,2,2,5296,4754
92529612,3,2,44,4102,92,4102,6,2,2,1,6:30:00 PM,7:05:00 PM,6:48:00 PM,12:35:00 AM,0,0,4,0,5848,5296
92529612,3,1,92,4102,44,4102,5,2,2,1,7:15:00 AM,7:35:00 AM,7:25:00 AM,12:20:00 AM,0,0,1,1,5296,5848
92529612,2,4,44,4102,92,4102,6,2,2,1,6:30:00 PM,7:05:00 PM,6:48:00 PM,12:35:00 AM,0,0,4,0,5848,5296
92529612,2,3,38,4102,44,4102,7,2,7,5,6:00:00 PM,6:15:00 PM,6:08:00 PM,12:15:00 AM,10,15,4,0,6305,5848
92529612,2,2,44,4102,38,4102,1,0,7,5,8:45:00 AM,9:00:00 AM,8:53:00 AM,12:15:00 AM,10,15,1,1,5848,6305
92529612,2,1,92,4102,44,4102,7,2,2,1,7:15:00 AM,7:35:00 AM,7:25:00 AM,12:20:00 AM,0,0,1,1,5296,5848
92529612,1,4,44,4102,92,4102,6,2,1,1,6:30:00 PM,7:05:00 PM,6:48:00 PM,12:35:00 AM,0,0,4,0,5848,5296
92529612,1,3,22,4102,44,4102,7,2,1,1,6:00:00 PM,6:15:00 PM,6:08:00 PM,12:15:00 AM,0,0,4,0,4812,5848
92529612,1,2,44,4102,22,4102,1,0,1,1,7:40:00 AM,8:00:00 AM,7:50:00 AM,12:20:00 AM,0,0,1,1,5848,4812
92529612,1,1,92,4102,44,4102,7,2,1,1,7:15:00 AM,7:35:00 AM,7:25:00 AM,12:20:00 AM,0,0,1,1,5296,5848
92529609,5,2,17,4102,92,4102,6,1,4,2,3:30:00 PM,4:00:00 PM,3:45:00 PM,12:30:00 AM,0,0,2,0,4773,5296
92529609,5,1,92,4102,17,4102,3,1,4,2,7:20:00 AM,7:50:00 AM,7:35:00 AM,12:30:00 AM,0,0,1,1,5296,4773
92529609,2,4,30,4102,92,4102,6,2,7,5,5:00:00 PM,5:40:00 PM,5:20:00 PM,12:40:00 AM,26,40,2,0,4502,5296
92529609,2,3,92,4102,30,4102,5,2,3,2,2:00:00 PM,2:10:00 PM,2:05:00 PM,12:10:00 AM,0,0,2,0,5296,4502
92529609,2,2,33,4102,92,4102,6,2,7,5,10:00:00 AM,10:05:00 AM,10:02:00 AM,12:05:00 AM,4,5,2,2,4836,5296
92529609,2,1,92,4102,33,4102,13,2,7,5,9:00:00 AM,9:05:00 AM,9:02:00 AM,12:05:00 AM,4,5,2,0,5296,4836
92529609,1,4,33,4102,92,4102,6,0,1,1,7:00:00 PM,7:05:00 PM,7:02:00 PM,12:05:00 AM,0,0,4,0,5007,5296
92529609,1,3,92,4102,33,4102,1,0,1,1,3:00:00 PM,3:10:00 PM,3:05:00 PM,12:10:00 AM,0,0,2,0,5296,5007
92529609,1,2,33,4102,92,4102,6,0,1,1,2:00:00 PM,2:10:00 PM,2:05:00 PM,12:10:00 AM,0,0,2,0,5007,5296
92529609,1,1,92,4102,33,4102,1,0,1,1,7:40:00 AM,7:50:00 AM,7:45:00 AM,12:10:00 AM,0,0,1,1,5296,5007
92529608,2,2,29,4102,92,4102,6,0,4,2,9:00:00 PM,9:30:00 PM,9:15:00 PM,12:30:00 AM,2,2,5,0,4369,5296
92529608,2,1,92,4102,29,4102,1,0,7,5,1:30:00 PM,2:00:00 PM,1:45:00 PM,12:30:00 AM,21,30,3,0,5296,4369
92529608,1,4,33,4102,92,4102,6,0,7,5,6:00:00 PM,6:05:00 PM,6:02:00 PM,12:05:00 AM,4,5,4,0,4836,5296
92529608,1,3,92,4102,33,4102,1,0,7,5,2:40:00 PM,2:50:00 PM,2:45:00 PM,12:10:00 AM,4,5,2,0,5296,4836
92529608,1,2,33,4102,92,4102,6,0,7,5,1:30:00 PM,1:35:00 PM,1:32:00 PM,12:05:00 AM,4,5,3,0,4836,5296
92529608,1,1,92,4102,33,4102,1,0,7,5,8:30:00 AM,8:35:00 AM,8:32:00 AM,12:05:00 AM,4,5,1,1,5296,4836
92529607,5,2,54,4101,92,4102,6,1,4,2,3:45:00 PM,5:00:00 PM,4:23:00 PM,1:15:00 AM,0,0,2,0,554,5296
92529607,5,1,92,4102,54,4101,3,1,2,1,7:20:00 AM,7:40:00 AM,7:30:00 AM,12:20:00 AM,0,0,1,1,5296,554
92529607,4,2,29,4102,92,4102,6,1,11,1,5:15:00 PM,5:30:00 PM,5:23:00 PM,12:15:00 AM,0,0,2,0,4630,5296
92529607,4,1,92,4102,29,4102,3,1,11,1,1:50:00 PM,2:00:00 PM,1:55:00 PM,12:10:00 AM,0,0,2,0,5296,4630
92529607,3,2,96,4301,92,4102,6,0,2,1,9:30:00 PM,10:30:00 PM,10:00:00 PM,1:00:00 AM,0,0,5,0,96000,5296
92529607,3,1,92,4102,96,4301,1,0,2,1,8:30:00 AM,9:30:00 AM,9:00:00 AM,1:00:00 AM,0,0,1,1,5296,96000
92529607,2,2,54,4101,92,4102,6,2,4,2,3:45:00 PM,5:00:00 PM,4:23:00 PM,1:15:00 AM,0,0,2,0,554,5296
