IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,IDJornadaTrabajo,Ingreso,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor
100007,1,1950,1,0,3,-1,0,4,1,525000,1,0,0,0,3.4493090492439005
100007,2,1952,1,3,3,-1,0,4,1,205000,1,0,1,4,3.4493090492439005
100007,3,1958,1,3,4,-1,0,4,1,205000,1,0,1,4,60.17451880165085
100007,4,1955,2,3,4,-1,0,3,2,205000,1,0,0,0,57.77965387210885
100031,1,1956,1,0,3,-1,0,11,0,0,2,0,1,2,59.434018800072536
100031,2,1965,1,3,3,-1,0,4,1,205000,1,0,1,2,59.434018800072536
100031,3,1975,2,3,3,-1,0,4,1,205000,1,0,1,2,19.576696762290283
100031,4,1996,1,3,4,4,0,14,0,0,2,0,1,2,26.587826744462472
100031,5,2005,2,3,2,3,0,14,0,0,2,0,1,2,54.81538558154943
100050,1,1956,1,0,4,-1,0,4,1,205000,1,0,1,2,46.94866163993061
100050,2,1957,2,1,4,-1,0,11,0,0,2,1,0,0,52.97235088416807
100050,3,1984,2,2,5,7,0,14,0,205000,1,0,1,4,15.464202671739395
100050,4,1989,1,2,5,7,0,14,0,0,2,0,1,2,24.28974102139016
100050,5,1992,1,2,4,4,0,14,0,0,2,1,1,2,24.28974102139016
100050,6,1994,1,2,4,4,0,14,0,0,2,0,1,2,21.002498346373688
100084,1,1959,2,0,4,-1,0,11,0,0,2,1,1,2,25.09875585270196
100084,2,1955,1,1,3,-1,0,3,1,0,4,0,1,2,20.953387498636424
100084,3,1984,1,2,4,-1,0,4,1,205000,1,0,1,2,23.36185816161467
100084,4,1996,2,3,3,4,0,14,0,0,2,1,1,2,11.046918095453007
100086,1,1965,2,0,3,-1,0,11,0,0,4,0,1,2,85.45521031914181
100086,2,1933,2,3,2,-1,0,4,1,0,3,0,1,2,20.97193736556771
100086,3,1958,1,3,2,-1,0,3,1,0,4,1,1,2,71.34123086032136
100086,4,1960,1,3,3,-1,0,3,1,0,3,1,1,2,71.34123086032136
100086,5,1984,2,2,7,-1,1,7,0,0,2,0,1,2,39.60002336616144
100086,6,1983,1,2,7,-1,1,1,1,0,3,1,1,2,79.54149258883778
100087,1,1982,2,0,4,-1,0,11,0,0,2,0,1,4,11.630786636844125
100087,2,1978,1,1,4,-1,0,5,1,0,3,0,1,2,23.36185816161467
100087,3,1975,1,3,3,-1,0,5,2,300000,1,1,0,0,23.36185816161467
100087,4,2005,2,2,2,3,0,14,0,0,2,0,1,2,132.03714195649135
100155,1,1976,2,1,3,-1,0,3,2,120000,1,0,1,2,11.630786636844125
100155,2,1974,1,0,4,-1,0,3,2,120000,1,0,1,2,23.36185816161467
100155,3,1999,1,2,3,4,0,14,0,0,2,0,1,2,28.53543575452152
100155,4,2001,1,2,3,4,0,14,0,0,2,0,1,2,28.53543575452152
100158,1,1939,1,5,3,-1,0,9,0,120000,1,0,1,2,10.730436782291873
100158,2,1979,2,1,3,-1,0,11,0,0,2,0,1,4,11.630786636844125
100158,3,1969,1,0,3,-1,0,4,1,205000,1,0,1,2,20.953387498636424
100158,4,1961,2,3,2,-1,0,11,0,0,2,1,0,0,25.09875585270196
100442,1,1977,1,0,5,-1,1,1,1,0,3,0,1,2,18.232527663274
100442,2,1980,2,1,4,-1,0,11,0,0,2,0,1,2,9.07713066464579
100442,3,2008,1,2,2,1,0,14,0,0,2,0,1,2,17.9629213227117
100475,1,1971,1,0,4,-1,0,4,1,205000,1,0,1,2,35.25162988625761
100475,2,1971,2,1,4,-1,0,6,1,120000,1,0,1,2,41.34812048634513
100475,3,1996,1,2,4,4,0,14,0,0,2,0,1,2,41.90557944105222
100476,1,1966,2,1,4,-1,0,11,0,0,2,0,0,0,107.78850780591073
100476,2,1951,1,0,6,-1,0,7,1,205000,1,0,1,2,73.10135930040904
100476,3,1983,2,2,4,-1,0,11,0,0,2,0,1,6,146.19694927006026
100476,4,1993,2,2,4,4,0,14,0,0,2,0,1,2,139.20388831874348
100476,5,1983,1,3,4,-1,0,5,1,120000,1,0,0,0,124.64123364132364
100476,6,2005,1,3,2,3,0,14,0,0,2,0,1,2,121.25252914971901
100487,1,1970,2,0,4,-1,0,11,0,0,2,0,1,2,146.19694927006026
100487,2,1973,1,1,4,-1,0,4,1,205000,1,0,1,2,124.64123364132364
100487,3,1994,1,2,4,4,0,14,0,0,2,0,1,2,148.16798924873032
100487,4,1997,2,2,3,4,0,14,0,0,2,0,1,2,119.17095704611836
100487,5,2004,2,2,3,4,0,14,0,0,2,0,1,2,119.17095704611836
100487,6,2001,1,2,3,4,0,14,0,0,2,0,1,2,140.64477634591478
100488,1,1960,1,0,3,-1,0,5,1,205000,1,0,1,2,62.17624908649135
100488,2,1959,2,1,3,-1,0,11,0,120000,1,0,1,2,20.093750605848314
100488,3,1992,1,2,4,4,0,14,0,0,2,0,1,2,33.94177849548715
100488,4,1997,1,2,3,4,0,14,0,0,2,0,1,2,26.21876039882568
100719,1,1926,2,3,4,-1,0,7,3,120000,1,0,1,2,42.60757066468308
100719,2,1951,2,0,3,-1,0,7,3,120000,1,0,1,2,24.278569319497194
100719,3,2005,1,3,2,3,0,14,0,0,2,0,1,2,22.603690603546905
100719,4,1986,2,2,4,-1,0,11,0,0,2,0,1,2,33.62653911260688
100720,1,1953,2,1,4,-1,0,11,0,0,2,0,1,2,50.849909259598704
100720,2,1956,1,0,4,-1,0,4,1,205000,1,0,1,2,130.22417353115142
100724,1,1975,1,0,5,-1,0,12,0,0,2,1,1,6,35.25162988625761
100724,2,1982,2,1,5,-1,0,11,0,0,2,0,0,0,41.34812048634513
100724,3,2006,1,2,2,3,0,14,0,0,2,0,1,2,34.29322027298545
100725,1,1982,1,0,4,-1,0,3,2,0,2,0,1,2,35.25162988625761
100725,2,1985,2,1,4,-1,0,4,1,120000,1,0,1,2,41.34812048634513
100725,3,2000,1,2,3,4,0,14,0,0,2,0,1,2,39.77782838261239
100809,1,1955,2,0,4,-1,0,7,3,120000,1,0,1,2,42.08507435287185
100809,2,1950,1,1,3,-1,0,3,1,120000,1,0,1,2,28.541782459716107
100810,1,1944,1,0,4,-1,0,13,0,0,2,1,1,2,189.61422708455825
101179,1,1966,2,0,4,-1,0,4,1,400000,1,0,1,2,20.093750605848314
101179,2,1989,2,2,6,6,0,14,0,120000,1,0,1,3,33.62653911260688
101179,3,1990,2,2,5,7,0,14,0,0,2,0,1,2,33.62653911260688
101179,4,1989,1,2,6,6,0,14,0,0,2,0,1,2,33.94177849548715
101186,1,1962,2,0,5,-1,0,12,0,120000,1,0,1,2,30.485261355004692
101186,2,1988,1,2,5,7,0,14,0,0,2,0,1,2,51.49481590497325
101186,3,1998,1,3,3,4,0,14,0,0,2,0,1,2,39.77782838261239
101201,1,1970,2,0,5,-1,0,4,1,120000,1,0,1,2,13.078122801070414
101201,2,1991,2,2,6,6,0,14,0,0,2,1,1,2,20.472849624602816
101201,3,1994,2,2,4,4,0,14,0,0,2,1,1,2,19.694196046475735
101201,4,1992,2,2,4,4,0,14,0,0,2,1,1,2,20.472849624602816
101201,5,2009,2,3,1,-1,0,13,0,0,2,1,0,0,38.40190985945243
101201,6,1991,2,3,5,7,0,14,0,0,2,1,1,2,20.472849624602816
101201,7,1991,1,3,4,-1,0,5,1,205000,1,0,1,2,168.46193408420098
101228,1,1948,2,0,4,-1,0,11,0,0,2,0,0,0,8.578957816040594
101228,2,1948,1,1,4,-1,0,7,3,205000,1,0,1,2,36.49252426650572
101228,3,1965,1,2,4,-1,0,13,0,0,2,0,0,0,33.0592768730627
101228,4,1967,2,2,4,-1,0,4,1,205000,1,0,1,2,67.30643678327256
101228,5,1973,2,2,4,-1,0,4,1,120000,1,0,1,2,17.263889749922967
101228,6,1995,2,3,4,4,0,14,0,0,2,0,1,4,25.99749478051221
101231,1,1958,1,0,4,-1,0,4,1,120000,1,1,1,2,5.6643696739777685
101231,2,1962,2,1,4,-1,0,3,1,120000,1,0,1,2,11.53227098228876
101231,3,1989,1,2,6,7,0,14,0,0,2,0,1,2,38.102481823797376
101231,4,1975,1,3,4,-1,0,4,1,205000,1,0,1,2,15.80706107379771
101289,1,1984,1,0,4,-1,0,12,0,0,2,0,1,2,46.33704063961914
101289,2,1989,2,1,4,-1,0,11,0,0,2,0,1,4,24.716802343033045
101289,3,2007,1,2,2,2,0,14,0,0,2,0,1,2,127.42422642658742
101290,1,1989,1,2,4,4,0,14,0,0,2,0,1,2,79.74106636966863
101290,2,1998,1,2,3,4,0,14,0,0,2,0,1,2,25.253027757390637
101290,3,2002,1,2,3,4,0,14,0,0,2,0,1,2,25.253027757390637
101290,4,1967,1,0,4,-1,0,3,2,120000,1,0,1,2,37.00605009138885
101291,1,1995,1,2,4,4,0,14,0,0,2,0,1,2,18.877684611991025
101291,2,2000,2,2,3,4,0,14,0,0,2,0,1,2,38.299760548802006
101291,3,1962,1,1,4,-1,0,3,1,400000,1,1,0,0,37.00605009138885
101291,4,1964,2,0,4,-1,0,12,0,0,2,0,1,4,37.72592222775856
101300,1,1970,2,1,3,-1,0,11,0,0,2,1,1,4,41.02195958780443
101300,2,1969,1,0,4,-1,0,3,3,205000,1,0,1,2,40.40162835327081
101300,3,1992,2,2,4,4,0,14,0,0,2,0,1,2,30.98018274798264
101300,4,1994,1,2,4,4,0,14,0,0,2,0,1,2,20.609851523748414
101300,5,1996,1,2,3,4,0,14,0,0,2,1,1,2,20.609851523748414
101300,6,1999,1,2,3,4,0,14,0,0,2,1,1,2,27.570179463339674
101300,7,2004,1,3,2,4,0,14,0,0,2,0,1,2,27.570179463339674
101300,8,2006,2,3,2,2,0,14,0,0,2,0,1,2,27.136550644291088
101309,1,2002,1,2,3,4,0,14,0,0,2,0,1,2,21.996212285148314
101309,2,1978,1,0,4,-1,0,5,1,205000,1,0,0,0,46.33704063961914
101309,3,1979,2,1,4,-1,0,11,0,0,2,0,1,4,32.728395281066454
101889,1,1967,1,0,4,-1,0,3,1,0,3,1,1,4,24.878501654299498
101889,2,1968,2,1,4,-1,0,11,0,0,2,0,0,0,25.362458739460692
101913,1,1953,2,0,3,-1,0,3,3,0,3,0,1,2,126.99262497273727
101914,1,1959,1,0,4,-1,0,4,1,205000,1,0,1,2,32.233478752138765
101914,2,1957,2,1,4,-1,0,11,0,120000,1,0,1,2,32.86051090376332
101914,3,1988,2,2,6,6,0,14,0,0,2,1,1,2,24.716802343033045
101919,1,1951,1,0,3,-1,0,3,2,205000,1,0,1,2,52.513649965315494
101919,2,1968,2,1,4,-1,0,4,1,0,2,0,1,2,25.362458739460692
101945,1,1975,2,0,3,-1,0,4,1,205000,1,0,1,2,25.26048902148216
101945,2,1996,2,2,4,4,0,14,0,0,2,0,1,2,26.052271600263392
101979,1,1960,2,0,3,-1,0,11,0,120000,1,0,0,0,34.72532323704955
101979,2,1977,2,2,4,-1,0,11,0,120000,1,0,1,2,52.499106201720885
101979,3,1979,1,2,4,-1,0,4,1,0,2,0,1,2,82.7622777533346
101979,4,1979,1,2,3,-1,0,4,1,205000,1,0,1,2,82.7622777533346
101979,5,1998,1,2,3,4,0,14,0,0,2,0,1,2,27.374630143922786
101979,6,2004,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
101979,7,2004,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
102006,1,1934,2,0,3,-1,0,9,0,205000,1,0,1,2,150.6327075334622
102193,1,1960,2,0,4,-1,0,3,1,300000,1,0,1,4,32.1730639194618
102193,2,1990,1,2,5,7,0,14,0,205000,1,0,0,0,101.82003081603672
102362,1,1962,2,1,3,-1,0,11,0,0,2,0,1,4,32.1730639194618
102362,2,1961,1,0,5,-1,0,3,3,120000,1,0,1,4,29.43630343140584
102368,1,1944,1,0,4,-1,0,9,0,120000,1,0,1,4,80.38899848435571
102368,2,1951,2,1,3,-1,0,11,0,0,2,0,0,0,42.37676185983647
102368,3,1970,2,2,4,-1,0,4,1,120000,1,1,1,2,67.24853167691262
102368,4,1971,1,2,5,-1,1,4,1,120000,1,0,1,2,106.01402690101658
102368,5,2005,1,3,2,3,0,14,0,0,2,0,1,2,118.89948615758458
102370,1,1972,2,1,4,-1,0,4,1,205000,1,0,1,2,50.390486493332794
102370,2,1972,1,0,4,-1,0,3,1,120000,1,0,1,2,79.43814173259506
102370,3,1991,2,2,4,-1,0,13,0,0,2,0,0,0,37.03504925561997
102370,4,1994,1,2,4,4,0,14,0,0,2,0,1,2,20.99196680729061
102370,5,1999,1,2,3,4,0,14,0,0,2,1,1,2,26.27513171799686
102370,6,2002,1,2,3,4,0,14,0,0,2,0,1,2,26.27513171799686
102399,1,1951,2,0,4,-1,0,11,0,0,2,0,1,6,31.753639713480574
102399,2,1986,2,3,4,-1,0,4,1,205000,1,0,1,2,37.03504925561997
102399,3,1988,2,2,4,-1,0,4,1,205000,1,0,1,2,37.03504925561997
102399,4,1994,1,2,4,4,0,14,0,0,2,0,1,2,20.99196680729061
102399,5,1996,1,2,4,4,0,14,0,0,2,0,1,2,20.99196680729061
102399,6,2003,2,3,3,4,0,14,0,0,2,0,1,2,32.85192847625995
102453,1,1939,1,0,3,-1,0,4,1,120000,1,1,1,2,62.75751252319275
102453,2,1947,2,1,3,-1,0,11,0,0,2,0,1,4,33.08238954648247
102453,3,1974,1,3,4,-1,0,4,1,120000,1,0,1,2,82.7622777533346
102453,4,1974,2,2,4,-1,0,11,0,0,2,0,1,4,52.499106201720885
102453,5,1970,2,2,4,-1,0,4,1,120000,1,0,1,2,52.499106201720885
102453,6,1997,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
102453,7,1997,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
102453,8,1988,2,3,5,-1,1,4,1,120000,1,0,1,2,38.584802794353045
102453,9,1999,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
102453,10,2004,2,3,3,4,0,14,0,0,2,0,1,2,34.22663685207138
102471,1,2004,2,3,2,4,0,14,0,0,2,0,1,2,32.300087554647725
102471,2,2008,2,3,2,2,0,14,0,0,2,0,1,2,88.78208654698034
102471,3,1949,2,0,3,-1,0,11,0,0,2,0,1,8,77.95876507497401
102471,4,1946,1,1,3,-1,0,9,0,120000,1,1,0,0,88.41313633115627
102471,5,1974,2,2,4,-1,0,4,1,120000,1,0,1,2,41.36630277885531
102471,6,1978,2,2,4,-1,0,4,1,120000,1,0,1,2,41.36630277885531
102561,1,1951,2,0,3,-1,0,3,1,120000,1,0,1,2,37.94248712553466
102561,2,1993,1,3,4,4,0,14,0,0,2,1,1,2,25.99014030761722
102561,3,1997,2,3,3,4,0,14,0,0,2,1,1,2,15.720434450407716
102561,4,2001,2,3,3,4,0,14,0,0,2,1,1,2,15.720434450407716
102561,5,2005,1,3,2,3,0,14,0,0,2,1,1,2,17.678278713290116
102639,1,1993,1,2,4,4,0,14,0,0,2,0,0,0,45.14672653983612
102639,2,1980,2,3,4,-1,0,13,0,0,2,0,1,3,34.97238036616409
102639,3,1963,2,0,3,-1,0,11,0,0,2,0,1,3,33.40057702086581
102639,4,2000,2,3,3,4,0,14,0,0,2,0,1,3,27.307515343115266
102735,1,1936,1,0,1,-1,0,9,0,120000,1,0,1,2,60.039916007640656
102735,2,1968,1,2,3,-1,0,5,1,205000,1,0,1,2,45.702745511237076
102737,1,2001,1,2,3,4,0,14,0,0,2,0,1,2,76.50792691567723
102737,2,1981,2,3,4,-1,0,4,1,205000,1,0,1,4,58.592129094788675
102737,3,1973,2,0,4,-1,0,1,1,205000,1,0,1,2,58.592129094788675
102871,1,1965,2,0,4,-1,0,4,1,120000,1,0,1,2,19.228098018617263
102871,2,1983,2,2,4,-1,0,4,2,120000,1,0,1,4,20.132956302068624
102871,3,1998,1,3,3,4,0,14,0,0,2,0,1,2,26.289038701141692
102871,4,2003,1,3,3,4,0,14,0,0,2,0,1,2,26.289038701141692
102871,5,2009,2,3,1,-1,0,13,0,0,2,0,0,0,43.21019159997292
102877,1,1960,2,0,5,-1,0,11,0,0,3,0,1,2,26.22766117381618
102877,2,1947,1,1,3,-1,0,3,1,400000,1,0,1,2,58.69496912224918
102877,3,1990,2,2,4,-1,0,11,0,0,2,0,0,0,50.64833131320116
102877,4,1991,2,2,4,8,0,14,0,0,2,0,1,2,50.64833131320116
102877,5,1995,2,2,4,4,0,14,0,0,2,0,1,2,44.48808230535559
102877,6,1998,1,2,3,4,0,14,0,0,2,0,1,2,35.858980902390286
102877,7,2008,1,3,2,2,0,14,0,0,2,0,1,2,24.113664480986618
102910,1,1958,2,0,4,-1,0,11,0,0,2,0,1,2,33.40057702086581
102910,2,1966,1,3,4,-1,0,4,1,205000,1,0,1,2,55.42523531801608
102910,3,1977,1,2,7,-1,1,3,1,300000,1,0,1,2,77.73884369535142
102910,4,1998,1,3,3,4,0,14,0,0,2,0,1,2,45.66593435772121
102924,1,1965,1,0,4,-1,0,4,1,525000,1,0,1,2,31.907288809231314
102924,2,1963,2,1,7,-1,1,1,2,300000,1,0,1,2,19.228098018617263
102924,3,1989,1,2,6,6,0,14,0,0,2,0,1,2,26.229358820137048
102924,4,1991,1,2,6,6,0,14,0,0,2,1,1,2,26.229358820137048
102924,5,1999,1,2,3,4,0,14,0,0,2,1,1,2,26.289038701141692
102925,1,1944,2,0,3,-1,0,11,0,0,2,0,1,2,29.23796480308201
102925,2,1934,1,1,3,-1,0,9,0,120000,1,1,0,0,57.17562573246303
102925,3,1981,2,2,4,-1,0,4,3,120000,1,0,1,2,27.461913071518442
102925,4,1978,2,2,4,-1,0,4,2,120000,1,0,1,2,27.461913071518442
102925,5,1985,2,2,4,-1,0,4,3,120000,1,0,1,2,27.461913071518442
102925,6,1990,1,3,4,-1,0,7,0,120000,1,0,1,2,35.7775758826963
102925,7,1994,2,3,4,4,0,14,0,0,2,0,1,2,44.48808230535559
102925,8,2002,2,3,3,4,0,14,0,0,2,0,1,2,21.44311038311063
102925,9,2004,1,3,3,4,0,14,0,0,2,0,1,2,35.858980902390286
102926,1,1966,2,0,3,-1,0,11,0,0,3,0,0,0,26.22766117381618
102926,2,1964,1,1,3,-1,0,4,1,205000,1,0,1,2,43.52243051046168
102926,3,1981,2,2,4,-1,0,11,0,120000,1,0,1,6,27.461913071518442
102926,4,1977,1,3,5,-1,0,4,1,300000,1,0,1,2,61.04409666971319
102926,5,1993,2,2,3,4,0,14,0,0,2,0,1,2,44.48808230535559
102926,6,2003,2,3,3,4,0,14,0,0,2,0,1,2,21.44311038311063
102926,7,2007,1,3,2,2,0,14,0,0,2,0,1,2,24.113664480986618
102930,1,1964,2,0,6,-1,0,3,1,205000,1,0,1,2,27.54157132133839
102930,2,1992,2,2,4,4,0,14,0,0,2,0,1,2,53.18562794923968
102935,1,1944,1,0,4,-1,0,3,1,205000,1,0,1,2,86.12452597384915
102935,2,1942,2,1,4,-1,0,3,1,120000,1,0,1,4,44.04159686661373
102935,3,1980,2,2,4,-1,0,3,1,120000,1,0,1,2,41.36630277885531
102935,4,1996,1,3,4,4,0,14,0,0,2,0,1,4,53.40080200339774
102935,5,1994,1,3,4,4,0,14,0,0,2,1,1,4,53.40080200339774
102935,6,2009,2,3,1,-1,0,13,0,0,2,0,0,0,88.78208654698034
102936,1,1964,1,0,3,-1,0,4,1,205000,1,0,1,2,65.55850764944184
102936,2,1960,2,1,4,-1,0,11,0,0,2,1,0,0,39.50713012861921
102936,3,1990,1,2,6,6,0,14,0,120000,1,0,1,2,53.892313794847155
102936,4,1999,2,2,3,4,0,14,0,0,2,1,1,2,32.300087554647725
102936,5,1999,2,3,3,4,0,14,0,0,2,1,1,2,32.300087554647725
102936,6,1975,1,4,4,-1,0,4,1,205000,1,1,1,2,91.95166335006704
102937,1,1952,2,0,3,-1,0,11,0,0,2,0,1,2,54.347326202782924
102937,2,1970,2,2,4,-1,0,4,1,120000,1,0,1,2,28.837654736622113
102947,1,1946,1,0,3,-1,0,9,0,120000,1,0,1,2,43.030623737393206
102947,2,1955,2,1,4,-1,0,11,0,205000,1,0,1,2,19.228098018617263
102947,3,1980,1,2,6,6,0,14,0,205000,1,0,1,3,44.75282284777235
102947,4,1989,2,3,4,-1,0,4,1,205000,1,0,1,2,37.131449598787604
102947,5,2010,1,3,1,-1,0,13,0,0,2,0,0,0,17.678278713290116
102982,1,1957,2,0,4,-1,0,3,1,205000,1,0,1,2,27.54157132133839
102982,2,1959,1,1,4,-1,0,3,1,300000,1,0,1,2,45.702745511237076
103025,1,1959,1,0,4,-1,0,4,1,0,3,0,1,2,55.42523531801608
103025,2,1964,2,1,4,-1,0,4,1,120000,1,0,1,2,33.40057702086581
103025,3,1988,2,2,4,-1,0,4,1,120000,1,0,1,2,64.49997503756686
103025,4,1994,2,2,4,4,0,14,0,0,2,0,1,2,56.65498001148842
103027,1,1938,2,0,3,-1,0,11,0,120000,1,0,1,2,37.23415858039363
103027,2,1971,1,2,5,-1,0,4,1,120000,1,0,1,2,77.73884369535142
103027,3,1977,2,3,4,-1,0,7,3,120000,1,0,1,4,34.97238036616409
103027,4,2005,1,3,2,3,0,14,0,0,2,0,1,2,30.708430401585854
103153,1,1964,2,0,4,-1,0,4,1,120000,1,0,1,2,33.40057702086581
103153,2,1967,1,1,4,-1,0,5,1,120000,1,0,1,2,55.42523531801608
103153,3,1992,1,2,4,4,0,14,0,0,2,0,1,2,45.56226614986407
103153,4,1994,2,2,4,4,0,14,0,0,2,0,1,2,56.65498001148842
103160,1,1931,1,0,7,-1,1,9,0,300000,1,0,1,2,54.5450239064897
103160,2,1931,2,1,5,-1,0,11,0,0,2,0,1,2,8.342443129136434
103184,1,1929,1,0,4,-1,0,9,0,0,3,0,1,2,54.5450239064897
103184,2,1940,2,1,4,-1,0,9,0,0,3,0,1,2,8.342443129136434
103188,1,1942,2,0,4,-1,0,9,0,300000,1,0,1,2,161.72232197315643
103195,1,1949,1,0,4,-1,0,3,1,0,3,0,1,2,21.28201776779576
103195,2,1959,2,1,4,-1,0,4,1,0,3,0,1,2,1.4282744187439145
103195,3,1986,1,2,6,6,0,14,0,0,2,1,1,2,113.40894591862805
103201,1,1965,1,0,4,-1,0,4,1,205000,1,1,1,2,16.11423389160294
103201,2,1978,2,1,4,-1,0,11,0,0,2,0,1,2,33.15627338508343
103201,3,1989,1,3,6,6,0,14,0,0,2,0,1,2,6.908042369131527
103201,4,1978,2,3,4,-1,0,4,1,205000,1,0,1,2,33.15627338508343
103203,1,1954,2,0,5,-1,1,1,1,0,3,0,1,2,7.400461235992138
103205,1,1963,1,0,4,-1,0,3,1,205000,1,0,1,2,23.391408258356204
103205,2,2003,2,2,3,4,0,14,0,0,2,0,1,2,10.650510234007728
103205,3,1964,2,1,4,-1,0,11,0,0,2,1,1,6,33.09686805002112
103330,1,1990,2,2,6,6,0,14,0,205000,1,0,0,0,9.381481610531276
103330,2,1993,1,2,4,4,0,14,0,0,2,0,1,4,9.788752436897145
103330,3,1962,1,0,7,-1,1,4,1,900000,1,0,1,4,16.11423389160294
103330,4,1966,2,1,5,-1,1,3,3,900000,1,0,0,0,22.800280639240135
103363,1,1988,2,0,6,6,0,14,0,120000,1,0,1,2,59.034416447559245
103376,1,1993,1,2,4,4,0,14,0,0,2,0,1,2,14.20934474028933
103376,2,1994,1,2,4,4,0,14,0,0,2,1,1,2,14.20934474028933
103376,3,1962,2,0,7,-1,1,1,2,0,3,0,1,2,33.09686805002112
103461,1,1955,1,0,7,-1,1,3,1,205000,1,1,1,2,17.602147885928467
103461,2,1982,1,2,6,7,0,14,0,0,2,1,1,2,107.5777711273694
103530,1,1956,1,0,6,-1,0,3,1,400000,1,0,1,2,90.4753973742074
103530,2,1963,2,1,5,-1,0,11,0,0,2,0,1,2,153.84281689111774
103530,3,1986,2,2,6,7,0,14,0,0,2,0,1,2,79.97730945823218
103530,4,1993,1,2,4,4,0,14,0,0,2,0,1,2,109.25989833262986
103530,5,1996,2,2,4,4,0,14,0,0,2,0,1,2,69.5770104830278
103537,1,1985,2,0,6,6,0,14,0,120000,1,1,1,2,55.57623458019745
103548,1,1986,1,4,6,6,0,14,0,120000,1,0,1,2,23.40127171833482
103548,2,1987,2,4,6,6,0,14,0,120000,1,0,1,2,12.836930813028836
103548,3,1987,1,4,6,6,0,14,0,120000,1,0,1,2,23.40127171833482
103548,4,1986,2,0,6,6,0,14,0,120000,1,0,1,2,12.836930813028836
103549,1,1987,1,0,6,6,0,14,0,205000,1,0,1,2,10.052008662056485
103549,2,1986,1,4,6,6,0,14,0,120000,1,0,1,2,10.052008662056485
103549,3,1987,1,4,6,6,0,14,0,0,3,0,1,2,10.052008662056485
103551,1,1964,1,0,1,-1,0,2,1,900000,1,0,1,2,14.521949090829835
103551,2,1970,2,1,1,-1,0,2,1,700000,1,0,1,2,26.69853243858977
103551,3,1987,1,2,6,6,0,14,0,0,2,0,1,2,23.40127171833482
103551,4,1994,2,2,4,4,0,14,0,0,2,0,1,2,11.167608360399477
103582,1,1927,1,0,4,-1,0,9,0,120000,1,0,1,2,62.67465100303097
103582,2,1951,2,2,4,-1,0,4,1,120000,1,0,1,2,67.80817773095355
103627,1,1945,1,0,4,-1,0,4,1,205000,1,0,1,2,6.09317973866121
103627,2,1950,2,1,4,-1,0,4,1,205000,1,0,1,2,6.592257125545118
103627,3,1985,1,3,4,-1,0,4,1,205000,1,0,1,2,54.18101724017476
103627,4,1986,2,2,5,-1,1,11,0,0,2,0,1,2,228.8306348720461
103627,5,2009,1,3,1,-1,0,13,0,0,2,0,1,2,116.76413326795787
103849,1,1945,1,0,7,-1,1,9,0,0,4,0,1,2,28.414608657092515
103849,2,1946,2,1,7,-1,1,11,0,120000,1,0,1,2,30.74197946283645
103849,3,1970,1,2,7,-1,1,1,1,1250000,1,0,1,2,252.66485932696503
103850,1,1943,1,0,5,-1,1,9,0,525000,1,0,1,4,28.414608657092515
103850,2,1935,2,1,5,-1,0,11,0,0,2,0,0,0,19.755165932442406
103850,3,1996,1,2,3,4,0,14,0,0,2,1,1,2,75.7839911806871
103872,1,1957,2,1,4,-1,0,4,1,205000,1,0,1,2,9.430599680183889
103872,2,1945,1,0,4,-1,0,9,0,205000,1,0,1,2,1.3902185732999102
103872,3,1982,1,2,5,-1,0,13,0,0,2,0,0,0,12.361929192675287
103872,4,1985,2,2,6,6,0,14,0,0,2,0,1,2,2.9883512695321897
103872,5,1961,2,3,4,-1,0,5,3,120000,1,0,1,2,9.430599680183889
103872,6,1989,1,2,4,6,0,14,0,0,2,0,1,2,5.050720521664046
103902,1,1990,2,2,6,6,0,14,0,0,2,0,1,2,77.43009637497384
103902,2,1953,2,1,4,-1,0,11,0,0,2,0,0,0,4.2389012835828686
103902,3,1953,1,0,5,-1,1,4,1,0,3,0,1,4,53.52256552330761
103905,1,1975,2,2,7,-1,1,1,1,400000,1,0,1,3,19.170569464070546
103905,2,2000,1,3,3,4,0,14,0,0,2,1,1,2,27.162732042848177
103905,3,1999,2,3,3,4,0,14,0,0,2,1,1,2,35.35346243881643
103905,4,1972,2,2,7,-1,1,1,1,400000,1,0,1,2,19.170569464070546
103905,5,1947,2,0,4,-1,0,11,0,400000,1,1,1,2,21.6084006012088
103944,1,1963,2,0,4,-1,0,3,3,0,3,1,1,4,10.42481756214301
103944,2,1987,1,2,6,6,0,14,0,0,2,1,1,2,29.169348510769865
103944,3,1985,1,2,5,7,0,14,0,0,2,0,1,2,10.477907819567893
103945,1,1962,1,0,7,-1,1,1,1,525000,1,1,1,2,105.15318184086672
103945,2,1972,2,1,7,-1,1,1,2,0,3,0,1,2,100.78224502797713
103945,3,1994,2,2,4,4,0,14,0,0,2,1,1,2,90.39260979678228
