IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,IDJornadaTrabajo,Ingreso,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor
218976,1,1978,1,0,7,-1,1,1,1,900000,1,0,1,4,0.22419730114770328
218976,2,1977,2,1,4,-1,0,11,0,0,2,0,1,4,0.17418308216995204
218976,3,2008,1,2,1,-1,0,13,0,0,2,0,1,4,10.158228650966633
218977,1,1972,1,0,7,-1,1,1,1,700000,1,0,1,4,19.348110824720553
218977,2,1973,2,1,7,-1,1,1,1,525000,1,0,1,6,15.031909663334332
218977,3,1943,2,3,5,-1,1,4,1,205000,1,0,1,4,2.7934462643367657
218977,4,2008,2,2,2,1,0,14,0,0,2,0,0,0,11.952690582050213
219004,1,1970,1,0,7,-1,1,4,1,0,4,0,1,2,7.790017683700694e-07
219004,2,1972,2,1,5,-1,1,4,1,0,3,0,1,4,6.052210634826001e-07
219004,3,1993,1,2,4,4,0,14,0,0,2,0,1,3,1.427935157990197
219004,4,1998,2,2,3,4,0,14,0,0,2,0,1,5,1.2662573885003805
219004,5,2008,2,2,1,-1,0,13,0,0,2,0,0,0,4.812442509012697e-07
219004,6,1954,2,3,3,-1,0,11,0,120000,1,0,1,2,2.850030159851904e-07
230072,1,1977,1,0,3,-1,0,9,0,0,3,1,0,0,42.083303938671754
230072,2,1983,2,1,3,-1,0,11,0,0,2,0,1,2,34.642135636036464
230072,3,1987,2,3,4,-1,0,11,0,0,2,0,1,2,23.197527115797843
230072,4,1999,1,2,3,4,0,14,0,0,2,0,1,2,30.335728851993046
230072,5,2000,1,2,3,4,0,14,0,0,2,0,1,2,30.335728851993046
230072,6,2006,1,3,2,3,0,14,0,0,2,0,1,2,23.505212902658023
230072,7,2009,2,3,1,-1,0,13,0,0,2,0,1,2,25.68293724763205
500009,1,1931,1,0,3,-1,0,9,0,160000,1,1,0,0,1.1002636472261995
500009,2,1940,2,1,3,-1,0,9,0,130000,1,0,1,4,2.141966286136633
500009,3,1971,2,2,7,-1,1,1,1,1300000,1,0,1,4,30.112865301395825
500009,4,1971,1,3,7,-1,1,1,1,1000000,1,0,1,2,37.041661233210824
500009,5,2003,2,3,3,4,0,14,0,0,2,0,1,2,64.59114783305135
500009,6,2006,1,3,2,3,0,14,0,0,2,0,1,2,13.735091382548132
500018,1,1939,2,0,3,-1,0,9,0,120000,1,1,0,0,1.9708220878635745
500018,2,1986,1,3,4,-1,0,12,0,0,2,1,1,1,34.08201361621014
500018,3,1975,2,3,5,-1,1,3,1,350000,1,1,0,0,27.706832011764828
500018,4,1995,1,3,4,4,0,14,0,0,2,0,1,2,10.130761316766161
500018,5,2003,1,3,3,4,0,14,0,0,2,0,1,2,21.115196305515106
500038,1,1961,1,0,4,-1,0,12,0,0,2,0,1,6,48.98538040892822
500038,2,1958,2,1,4,-1,0,11,0,0,2,0,1,3,55.270388304513844
500038,3,1981,1,2,4,-1,0,4,1,340000,1,1,0,0,9.573710696801571
500038,4,1979,1,2,4,-1,0,12,0,0,2,0,1,4,9.573710696801571
500042,1,1969,1,0,4,-1,0,4,1,260000,1,0,1,2,48.98538040892822
500042,2,1973,2,1,4,-1,0,11,0,0,2,0,1,4,16.135068053817225
500042,3,2001,1,2,3,4,0,14,0,0,2,0,1,2,66.947926187584
500042,4,2005,1,2,3,4,0,14,0,0,2,0,1,2,66.947926187584
500043,1,1976,1,0,5,-1,1,4,2,450000,1,0,1,4,67.2012748412296
500043,2,1978,2,1,7,-1,1,1,1,650000,1,0,1,4,113.25777195552419
500043,3,1978,1,4,7,-1,1,1,1,500000,1,0,1,2,67.2012748412296
500045,1,1955,2,0,3,-1,0,11,0,0,2,1,0,0,13.581402022146644
500045,2,1969,1,3,4,-1,0,4,1,300000,1,0,1,2,46.94866163993061
500045,3,1989,1,3,6,6,0,14,0,0,2,0,1,4,24.28974102139016
500045,4,1968,2,3,4,-1,0,11,0,0,2,0,1,2,52.97235088416807
500045,5,1995,2,3,3,4,0,14,0,0,2,0,1,2,34.66489257460693
500045,6,2002,2,3,3,4,0,14,0,0,2,0,1,2,56.665648439664096
500046,1,1954,2,0,5,-1,0,11,0,0,2,1,1,2,64.92238789534723
500046,2,1987,2,3,6,6,0,14,0,0,2,0,1,4,54.31852559084649
500051,1,1934,2,0,3,-1,0,9,0,200000,1,1,1,2,121.18723595880111
500051,2,1989,2,3,6,6,0,14,0,0,2,0,1,4,54.31852559084649
500096,1,1976,2,0,5,-1,1,11,0,0,2,0,1,4,49.616790976081035
500096,2,1973,1,1,4,-1,0,5,1,230000,1,0,1,2,99.66139603539379
500096,3,1996,2,2,3,4,0,14,0,0,2,0,1,2,47.12601504834269
500096,4,1998,2,2,3,4,0,14,0,0,2,0,1,2,59.4096328956648
500096,5,2002,2,2,3,4,0,14,0,0,2,0,1,2,59.4096328956648
500096,6,2002,1,2,3,4,0,14,0,0,2,0,1,2,121.73181362973177
500096,7,1941,1,3,3,-1,0,9,1,110000,1,1,0,0,45.775909706954316
500213,1,1967,1,0,3,-1,0,5,1,200000,1,0,1,2,16.352860913944685
500213,2,1973,2,1,4,-1,0,11,1,0,2,0,1,4,9.07713066464579
500213,3,1991,1,2,4,4,0,14,0,0,2,0,1,2,97.81322979342943
500225,1,1952,2,0,3,-1,0,4,1,280000,1,0,1,2,8.158808129686635
500225,2,1950,2,3,4,-1,0,4,1,200000,1,0,1,2,8.158808129686635
500225,3,1926,1,3,3,-1,0,9,0,150000,1,0,1,2,10.730436782291873
500225,4,1940,1,3,3,-1,0,9,0,70000,1,1,0,0,10.730436782291873
500228,1,1943,1,0,3,-1,0,9,0,150000,1,0,1,4,8.374461659629707
500228,2,1952,2,1,4,-1,0,11,0,0,2,0,1,2,6.367459895303766
500228,3,1986,1,2,6,-1,0,4,1,450000,1,0,1,4,18.232527663274
500229,1,1961,1,0,3,-1,0,4,1,350000,1,0,1,2,16.352860913944685
500229,2,1963,2,1,3,-1,0,11,0,0,2,1,0,0,19.58807202887839
500229,3,1990,1,2,5,-1,1,5,1,260000,1,0,1,2,97.81322979342943
500231,1,1943,1,0,3,-1,0,5,1,200000,1,1,1,2,33.511003170299446
500231,2,1948,2,1,3,-1,0,11,0,0,2,0,1,4,25.47984305270724
500237,1,1943,2,0,3,-1,0,9,0,120000,1,0,1,4,89.5649559169987
500266,1,1978,2,0,4,-1,0,3,2,150000,1,0,1,6,9.07713066464579
500266,2,1983,1,1,4,-1,0,3,2,200000,1,0,1,2,18.232527663274
500266,3,2008,1,2,2,2,0,14,0,0,2,0,1,2,17.9629213227117
500267,1,1947,2,0,3,-1,0,9,0,109000,1,0,1,4,25.47984305270724
500267,2,1977,2,2,1,-1,0,13,0,0,2,1,0,0,36.32278310455808
500298,1,1942,1,0,3,-1,0,9,0,120000,1,0,1,6,36.53454925927305
500298,2,1946,2,1,3,-1,0,9,0,90000,1,0,1,2,20.97193736556771
500298,3,1980,2,2,4,-1,0,11,0,0,2,0,1,2,39.60002336616144
500298,4,1981,2,2,5,-1,1,4,1,300000,1,0,1,4,39.60002336616144
500298,5,2003,2,3,3,4,0,14,0,0,2,0,1,2,47.41586073104843
500298,6,2008,1,3,1,-1,0,13,0,0,2,0,1,2,78.36530401335374
500913,1,1944,1,0,4,-1,0,9,0,130000,1,0,1,4,6.892352931130437
500913,2,1950,2,1,4,-1,0,9,0,110000,1,0,1,4,24.278569319497194
500913,3,1987,1,2,4,-1,0,4,1,200000,1,0,1,2,33.94177849548715
500913,4,2007,1,3,2,2,0,14,0,0,2,0,1,2,22.603690603546905
500916,1,1934,1,0,3,-1,0,9,0,150000,1,0,1,2,6.892352931130437
500916,2,1967,2,2,4,-1,0,11,0,0,2,0,1,5,20.093750605848314
500916,3,1988,2,3,5,-1,1,1,1,450000,1,1,1,4,33.62653911260688
500916,4,2000,1,3,3,4,0,14,0,0,2,0,1,2,26.21876039882568
500951,1,1962,1,0,3,-1,0,4,1,350000,1,1,1,2,94.33078177669252
500951,2,1970,2,1,4,-1,0,4,2,230000,1,0,1,5,30.485261355004692
500951,3,2007,1,2,2,2,0,14,0,0,2,0,1,2,34.29322027298545
500959,1,1931,1,0,4,-1,0,9,0,140000,1,0,1,2,14.435592003836
500959,2,1934,2,1,3,-1,0,9,0,130000,1,1,0,0,89.23882925552648
500981,1,1974,1,0,4,-1,0,4,1,300000,1,1,1,2,23.235407141026307
500981,2,1979,2,1,4,-1,0,4,2,240000,1,1,0,0,27.253787048041488
500981,3,2001,2,2,3,4,0,14,0,0,2,0,1,2,22.215647466395794
500981,4,2003,2,2,3,4,0,14,0,0,2,0,1,2,22.215647466395794
501049,1,1980,1,0,7,-1,1,1,1,600000,1,0,1,2,48.66507285428004
501049,2,1982,2,1,7,-1,1,1,1,350000,1,1,1,4,57.081312335006935
501055,1,1944,1,0,7,-1,1,1,1,2000000,1,1,1,6,6.892352931130437
501055,2,1955,2,1,4,-1,0,11,0,0,2,0,1,6,24.278569319497194
501055,3,1988,2,3,6,6,0,14,0,0,2,0,1,2,33.62653911260688
501055,4,1929,2,3,4,-1,0,9,0,170000,1,1,0,0,42.60757066468308
501068,1,1945,1,0,4,-1,0,3,2,180000,1,1,0,0,85.84611694335737
501071,1,1938,2,0,5,-1,1,9,0,200000,1,0,1,4,2.0891848857787503
501071,2,1977,2,2,7,-1,1,1,1,900000,1,0,1,3,2.9579913054311118
501071,3,1979,1,3,7,-1,1,1,1,1000000,1,0,1,3,15.80706107379771
501071,4,2004,2,3,3,4,0,14,0,0,2,0,1,2,20.468924238526007
501082,1,1949,2,0,5,-1,1,11,0,0,2,0,1,6,60.52181161325041
501082,2,1925,2,3,3,-1,0,9,0,110000,1,1,0,0,86.01932356777556
501082,3,1985,2,3,6,6,0,14,0,0,2,0,1,2,121.79123683335504
501102,1,1979,1,0,4,-1,0,4,1,270000,1,0,1,2,15.80706107379771
501102,2,1969,2,1,3,-1,0,4,1,230000,1,0,1,3,11.53227098228876
501102,3,1989,2,3,4,-1,0,4,1,180000,1,0,1,4,4.630520152480688
501102,4,2006,2,3,2,3,0,14,0,0,2,0,1,2,8.685689621060316
501108,1,1926,2,0,3,-1,0,9,0,95000,1,0,1,2,30.856217677095056
501108,2,1967,1,2,4,-1,0,13,0,0,2,1,0,0,83.65991198459383
501113,1,1954,2,0,4,-1,0,4,1,180000,1,0,1,2,1.469916860979814
501113,2,1989,2,2,5,7,0,14,0,0,2,0,1,2,4.630520152480688
501113,3,1981,2,2,5,7,0,14,0,0,2,0,1,2,2.9579913054311118
501113,4,2000,2,2,3,4,0,14,0,0,2,0,1,2,20.468924238526007
501118,1,1953,2,0,4,-1,0,4,1,350000,1,0,1,2,9.285141242758888
501118,2,1959,1,1,3,-1,0,9,0,140000,1,0,1,4,35.780576351117844
501118,3,1986,1,2,7,-1,1,1,1,290000,1,0,1,4,99.84972524588468
501118,4,1949,1,3,4,-1,0,12,0,0,2,0,1,4,39.49643411065217
501118,5,1962,2,3,4,-1,0,4,1,190000,1,0,1,2,72.8468172335574
501718,1,1959,1,0,4,-1,0,4,1,350000,1,0,1,2,37.00605009138885
501718,2,1958,2,1,4,-1,0,4,1,200000,1,1,0,0,37.72592222775856
501718,3,1986,1,2,4,-1,0,5,1,230000,1,0,1,2,53.19782143845364
501718,4,1982,2,2,4,-1,0,3,1,450000,1,0,1,4,37.57424522792339
501739,1,1958,1,0,3,-1,0,4,1,200000,1,1,1,2,37.00605009138885
501739,2,1957,2,1,3,-1,0,11,0,0,2,0,1,4,37.72592222775856
501739,3,1984,2,2,4,-1,0,4,1,380000,1,1,1,2,37.57424522792339
501739,4,1982,2,2,4,-1,0,12,0,0,2,0,1,4,37.57424522792339
501746,1,1978,1,0,3,-1,0,4,1,450000,1,1,1,2,119.33743821546824
501746,2,1981,2,1,3,-1,0,11,0,0,2,0,1,4,84.2894322950399
501746,3,1998,1,2,3,4,0,14,0,0,2,0,1,2,56.64953109475886
501746,4,2003,1,2,3,4,0,14,0,0,2,0,1,2,56.64953109475886
501746,5,1997,1,3,4,4,0,14,0,0,2,0,1,2,42.34787177593226
501746,6,2006,2,3,3,4,0,14,0,0,2,0,1,2,55.758536921110455
501750,1,1943,2,0,3,-1,0,9,0,100000,1,0,1,6,103.68364538095716
501750,2,1966,1,2,3,-1,0,12,0,0,2,1,1,2,24.878501654299498
501760,1,1957,2,0,4,-1,0,6,1,240000,1,0,1,2,25.362458739460692
501760,2,1987,1,2,4,-1,0,12,0,0,2,0,1,4,53.60848419904824
501773,1,1947,2,0,3,-1,0,3,1,200000,1,0,1,2,40.80043208172804
501773,2,1970,2,2,4,-1,0,3,1,200000,1,0,1,2,41.18755407200217
501773,3,1968,1,3,4,-1,0,5,1,240000,1,0,1,2,40.40162835327081
501773,4,1994,1,3,4,4,0,14,0,0,2,0,1,2,20.609851523748414
501773,5,1995,2,3,4,4,0,14,0,0,2,0,1,2,42.30778081325533
501773,6,1997,1,3,3,4,0,14,0,0,2,0,1,2,20.609851523748414
501773,7,2005,2,3,2,3,0,14,0,0,2,1,1,2,41.814046294879454
501773,8,2007,1,3,2,2,0,14,0,0,2,1,1,2,159.7142610289441
501776,1,1977,1,0,4,-1,0,4,1,400000,1,0,1,2,98.88048179706615
501776,2,1980,2,1,4,-1,0,3,1,200000,1,1,1,2,69.84044404142762
501776,3,2001,1,2,3,4,0,14,0,0,2,0,1,2,46.93860545350285
501776,4,1986,2,3,4,-1,0,3,1,180000,1,1,0,0,69.84044404142762
501776,5,2011,2,3,1,-1,0,13,0,0,2,1,0,0,46.200346492306956
501790,1,1987,2,0,4,-1,0,11,0,140000,1,1,1,4,24.716802343033045
501790,2,2005,2,2,3,4,0,14,0,0,2,0,1,2,33.36034283078168
501790,3,2009,2,2,2,2,0,14,0,0,2,1,1,4,21.650251840116248
502155,1,1961,1,0,4,-1,0,4,1,450000,1,0,1,2,40.697529149802286
502155,2,1957,2,1,4,-1,0,11,0,0,2,1,0,0,44.48127156155679
502155,3,1989,2,3,4,-1,0,4,1,280000,1,1,0,0,49.425057314183825
502155,4,2002,1,3,3,4,0,14,0,0,2,0,1,2,35.06542902471386
502155,5,1910,2,3,3,-1,0,9,0,109000,1,1,0,0,101.8325299692724
502156,1,1953,2,0,3,-1,0,9,0,140000,1,0,1,2,31.753639713480574
502156,2,1951,1,1,3,-1,0,9,0,125000,1,0,1,2,44.060405042548524
502156,3,1980,2,2,5,-1,1,1,1,220000,1,0,1,2,50.390486493332794
502156,4,1985,2,2,6,6,0,14,0,0,2,0,1,2,50.390486493332794
502156,5,1998,1,2,3,4,0,14,0,0,2,0,1,2,26.27513171799686
502156,6,2009,2,3,1,-1,0,13,0,0,2,0,1,2,73.3979622037646
502161,1,1950,2,0,3,-1,0,11,0,0,2,0,1,4,31.753639713480574
502161,2,1979,1,2,4,-1,0,4,1,245000,1,0,1,2,79.43814173259506
502161,3,1957,1,3,3,-1,0,4,1,200000,1,0,1,2,30.49536163537066
502161,4,2000,2,3,3,4,0,14,0,0,2,0,1,4,32.85192847625995
502161,5,2005,1,3,3,4,0,14,0,0,2,0,1,2,26.27513171799686
502161,6,2005,1,3,3,4,0,14,0,0,2,0,1,2,26.27513171799686
502170,1,1959,2,0,3,-1,0,3,1,170000,1,1,1,4,44.48127156155679
502170,2,1983,1,2,4,-1,0,12,0,0,2,0,1,2,106.01402690101658
502170,3,1985,2,2,3,-1,0,3,2,240000,1,0,1,2,67.24853167691262
502170,4,1977,1,2,3,-1,0,4,1,260000,1,0,1,2,106.01402690101658
502170,5,2007,1,3,2,2,0,14,0,0,2,0,1,2,118.89948615758458
502182,1,1934,1,0,3,-1,0,9,0,140000,1,1,0,0,58.14492922216665
502182,2,1966,2,2,4,-1,0,11,0,0,2,0,1,4,32.1730639194618
502189,1,1965,2,0,3,-1,0,3,1,300000,1,1,0,0,49.432179818691424
502189,2,1960,1,1,4,-1,0,3,1,250000,1,1,1,2,45.227294735165465
502189,3,1985,1,2,7,-1,1,1,1,1000000,1,0,1,2,117.81372827488545
502189,4,2001,1,2,3,4,0,14,0,0,2,0,1,2,38.96832379376683
502194,1,1948,1,0,4,-1,0,3,1,350000,1,0,1,4,65.34544331157565
502194,2,1957,2,1,4,-1,0,11,0,0,2,0,1,4,49.432179818691424
502194,3,1987,2,2,6,6,0,14,0,0,2,0,1,2,54.92622478929773
502194,4,2006,1,3,2,3,0,14,0,0,2,0,1,2,132.1333804938113
502200,1,1942,1,0,3,-1,0,9,0,160000,1,0,1,4,118.91300845865065
502208,1,1932,2,0,3,-1,0,9,0,110000,1,0,1,2,73.65491994193445
502208,2,1992,1,3,4,4,0,14,0,0,2,0,1,4,101.82003081603672
502898,1,1971,1,0,4,-1,0,4,1,450000,1,1,0,0,348.30612445183425
502898,2,1969,2,1,5,-1,1,11,0,0,2,0,1,4,348.38785816378584
502898,3,1994,1,2,4,4,0,14,0,0,2,0,1,2,48.45033639074802
502898,4,1996,1,2,3,4,0,14,0,0,2,0,1,4,48.45033639074802
502898,5,2011,2,2,1,-1,0,13,0,0,2,0,1,4,110.53492940709756
502907,1,1921,1,0,4,-1,0,9,0,170000,1,1,0,0,54.5450239064897
502907,2,1927,2,1,4,-1,0,9,0,150000,1,0,1,2,8.342443129136434
502918,1,1953,1,0,7,-1,1,1,1,800000,1,1,1,6,21.28201776779576
502918,2,1956,2,1,4,-1,0,11,0,0,2,0,1,4,1.4282744187439145
502918,3,2008,1,3,2,2,0,14,0,0,2,0,1,2,18.323532679358067
502925,1,1936,2,0,7,-1,1,9,0,140000,1,0,1,2,8.342443129136434
502925,2,1947,2,4,4,-1,0,4,1,450000,1,1,1,2,76.24309123108034
502927,1,1927,2,0,3,-1,0,9,0,150000,1,0,1,2,3.8042125283822408
502927,2,1947,2,2,4,-1,0,9,0,120000,1,1,0,0,34.767383891520765
502927,3,1971,2,3,5,-1,1,1,1,340000,1,0,1,2,25.267532736400383
502931,1,1965,1,0,3,-1,0,5,1,280000,1,0,1,2,198.0154301211068
502931,2,1972,2,1,4,-1,0,11,0,0,2,0,1,4,249.715513122775
502931,3,1995,1,2,4,4,0,14,0,0,2,0,1,2,1.9630353917510177
502931,4,1997,2,2,3,4,0,14,0,0,2,0,1,4,67.36469472915692
502931,5,2009,1,2,1,-1,0,13,0,0,2,0,1,4,181.0889259740081
502931,6,1973,1,3,4,-1,0,4,1,280000,1,0,1,2,14.112125949927366
502941,1,1967,1,0,4,-1,0,4,1,370000,1,0,1,2,20.036245647412056
502941,2,1977,2,1,4,-1,0,4,1,180000,1,0,1,2,25.267532736400383
502941,3,1998,2,2,3,4,0,14,0,0,2,0,1,2,98.60306214069709
502942,1,1951,1,0,4,-1,0,4,1,290000,1,0,1,2,46.67037437485351
502942,2,1986,2,2,5,7,0,14,0,0,2,0,1,4,55.41040446461438
502953,1,1963,1,0,4,-1,0,4,1,480000,1,0,1,4,16.11423389160294
502953,2,1964,2,1,4,-1,0,4,1,200000,1,1,1,2,22.800280639240135
502953,3,1988,2,2,6,6,0,14,0,0,2,1,1,7,9.381481610531276
502953,4,1992,2,2,6,6,0,14,0,0,2,1,1,2,9.381481610531276
502962,1,1952,1,0,3,-1,0,3,1,300000,1,1,0,0,40.771022234474
502962,2,1949,2,1,4,-1,0,3,2,250000,1,1,0,0,1.1760477222059544
502962,3,1972,1,2,4,-1,0,4,1,400000,1,0,1,2,35.245413326660525
502962,4,1924,2,3,3,-1,0,9,0,90000,1,1,0,0,46.393883009324945
502966,1,1975,2,0,5,-1,1,3,1,340000,1,0,1,6,33.15627338508343
502966,2,1995,1,2,3,4,0,14,0,0,2,0,1,4,9.788752436897145
502966,3,2001,2,2,3,4,0,14,0,0,2,0,1,4,7.337087663988809
502966,4,1937,2,3,3,-1,0,9,0,130000,1,1,1,2,46.393883009324945
503040,1,1961,2,0,4,-1,0,9,0,160000,1,0,1,2,33.09686805002112
503040,2,1989,1,2,5,-1,1,1,1,140000,1,1,1,4,10.027708447658878
503040,3,1989,2,3,4,-1,0,11,0,0,2,0,1,4,13.618150753946212
503082,1,1966,1,0,5,-1,1,1,1,800000,1,0,1,2,38.88428726437855
503082,2,1968,2,1,4,-1,0,11,0,0,2,0,1,2,55.01798397916089
503082,3,1988,1,2,5,-1,1,1,1,700000,1,0,1,2,16.669380978501387
503082,4,1987,1,2,5,-1,1,1,1,300000,1,1,1,4,16.669380978501387
503082,5,1992,1,2,6,6,0,14,0,0,2,0,1,2,16.669380978501387
503082,6,2006,2,2,3,4,0,14,0,0,2,0,1,2,8.01533378937473
503084,1,1956,1,0,4,-1,0,4,1,650000,1,0,1,4,23.391408258356204
503084,2,1989,2,2,6,6,0,14,0,190000,1,1,1,2,13.618150753946212
503084,3,1993,1,2,4,4,0,14,0,0,2,0,1,3,10.027708447658878
503090,1,1952,2,0,3,-1,0,4,1,300000,1,0,1,2,13.021969433999343
503090,2,1988,2,2,6,6,0,14,0,0,2,0,1,5,103.87789923083669
503090,3,2009,2,3,2,1,0,14,0,0,2,0,1,2,36.779757318857925
503090,4,2000,2,3,3,4,0,14,0,0,2,0,1,2,81.24103256271086
503090,5,1990,1,5,6,6,0,14,0,200000,1,1,1,6,76.490362492152
503113,1,1941,1,0,4,-1,0,3,1,2500000,1,0,1,4,2.791927809050451
503113,2,1941,2,1,4,-1,0,3,1,1000000,1,1,0,0,111.95028484628209
503113,3,1982,2,2,5,-1,1,4,1,700000,1,0,1,7,80.00740634611736
503113,4,1982,1,3,5,-1,1,4,1,1200000,1,1,0,0,85.04858411294266
503113,5,1999,1,3,3,4,0,14,0,0,2,0,1,2,155.2600046928643
503113,6,2009,2,3,2,2,0,14,0,0,2,0,1,2,8.01533378937473
503114,1,1927,1,0,7,-1,1,9,0,250000,1,0,1,6,7.2807068938814
503134,1,1946,1,0,7,-1,1,9,0,300000,1,1,0,0,7.2807068938814
503135,1,1939,1,0,5,-1,1,9,0,160000,1,1,0,0,1.1570169055078487
503135,2,1965,1,2,7,-1,1,4,1,400000,1,1,1,2,16.11423389160294
503135,3,1964,2,3,4,-1,0,4,1,470000,1,0,1,4,22.800280639240135
503135,4,1996,1,3,4,4,0,14,0,0,2,0,1,2,9.788752436897145
503136,1,1950,1,0,4,-1,0,3,1,280000,1,1,0,0,59.18318131736096
503136,2,1936,1,3,4,-1,0,9,0,150000,1,0,1,2,1.6795247593282796
503136,3,1971,1,3,4,-1,0,4,1,450000,1,0,1,2,51.162212110377595
503155,1,1951,2,0,4,-1,0,9,0,100000,1,1,0,0,68.76203330272753
503155,2,1970,2,2,4,-1,0,11,0,0,2,0,1,6,65.64158566697364
503155,3,1984,2,2,4,-1,0,5,1,180000,1,0,1,2,70.97327066125905
503155,4,1969,1,3,4,-1,0,4,1,180000,1,1,1,2,38.604002887543395
503155,5,1988,2,3,6,6,0,14,0,0,2,0,1,2,34.124683337878444
503155,6,2000,2,3,3,4,0,14,0,0,2,0,1,2,88.50368518147454
503155,7,2005,1,3,2,4,0,14,0,0,2,0,1,2,118.3770167008137
503155,8,2007,1,3,2,3,0,14,0,0,2,0,1,2,54.8455922167306
503156,1,1965,1,0,4,-1,0,3,2,300000,1,0,1,2,14.521949090829835
503156,2,1959,2,1,3,-1,0,11,0,0,2,0,1,2,24.692873639917952
503156,3,1997,1,2,4,4,0,14,0,0,2,0,1,2,17.536995993432566
503156,4,1991,2,2,4,-1,0,8,1,30000,1,1,0,0,12.836930813028836
503202,1,1962,1,0,4,-1,0,4,1,600000,1,1,0,0,13.589754320071654
503202,2,1962,2,1,5,-1,1,11,0,0,2,0,1,6,23.107785609506145
503202,3,1986,2,2,5,-1,1,13,0,0,2,0,1,2,24.98469690793865
503202,4,1991,1,2,5,-1,1,4,1,200000,1,0,1,2,21.899094359876916
503202,5,2005,2,3,3,4,0,14,0,0,2,0,1,2,31.155922911437305
503202,6,2011,1,3,1,-1,0,13,0,0,2,0,1,2,19.307275619459304
503207,1,1930,1,0,4,-1,0,9,0,300000,1,1,1,3,61.147087643954656
503207,2,1949,2,1,4,-1,0,9,0,200000,1,0,1,3,31.353211807014517
503230,1,1964,1,0,7,-1,1,1,1,700000,1,1,0,0,14.521949090829835
503230,2,1969,2,1,7,-1,1,11,0,0,2,0,1,6,24.692873639917952
503230,3,1996,1,2,3,4,0,14,0,0,2,1,1,4,17.536995993432566
503230,4,2002,2,2,3,4,0,14,0,0,2,0,1,2,33.293076220624854
503232,1,1950,1,0,3,-1,0,7,3,100000,1,0,1,2,61.80933862731178
503232,2,1959,1,3,3,-1,0,5,3,170000,1,0,1,2,17.602147885928467
503235,1,1947,1,0,5,-1,1,9,0,450000,1,1,1,2,47.71995622777237
503235,2,1949,2,1,7,-1,1,1,1,400000,1,0,1,1,24.20627575473995
503235,3,1977,2,2,7,-1,1,11,1,0,2,0,1,4,24.98469690793865
503235,4,1993,1,3,4,4,0,14,0,0,2,1,1,2,21.899094359876916
503235,5,2003,2,3,3,4,0,14,0,0,2,0,1,2,31.155922911437305
503235,6,1987,1,3,5,-1,1,13,0,0,2,1,0,0,21.899094359876916
503501,1,1967,1,0,7,-1,1,1,1,700000,1,1,0,0,22.230724431709227
503501,2,1974,2,1,7,-1,1,1,1,300000,1,0,1,2,13.097624903899145
503501,3,1994,1,2,4,4,0,14,0,0,2,0,1,4,16.250988537256596
503501,4,2001,1,2,3,4,0,14,0,0,2,0,1,2,129.8076512691441
503501,5,1953,2,3,4,-1,0,11,0,0,2,1,1,5,6.592257125545118
503522,1,1942,1,0,4,-1,0,9,0,350000,1,0,1,3,28.414608657092515
503522,2,1953,2,1,4,-1,0,4,1,200000,1,1,1,2,30.74197946283645
503522,3,1931,2,3,3,-1,0,9,0,80000,1,1,0,0,19.755165932442406
503527,1,1948,1,0,5,-1,1,1,1,1400000,1,1,1,1,163.86823580920074
503527,2,1966,2,1,4,-1,0,4,1,400000,1,0,1,2,9.430599680183889
503527,3,1986,1,2,6,6,0,14,0,0,2,0,1,4,12.361929192675287
503527,4,1989,2,2,6,6,0,14,0,0,2,0,1,2,52.20994823452012
503527,5,1992,2,2,6,6,0,14,0,0,2,0,1,2,52.20994823452012
503527,6,2000,2,2,3,4,0,14,0,0,2,0,1,2,1.7698389990085293
503528,1,1936,2,0,4,-1,0,9,0,180000,1,1,0,0,43.57435097082511
503528,2,1934,2,3,4,-1,0,9,0,200000,1,0,1,4,43.57435097082511
503538,1,1966,1,0,4,-1,0,5,1,1000000,1,1,0,0,20.001999124833727
503538,2,1966,2,1,4,-1,0,4,1,185000,1,0,1,4,53.141986332576806
503538,3,1990,1,2,6,6,0,14,0,0,2,0,1,5,148.69489184334918
503538,4,1994,1,2,4,4,0,14,0,0,2,0,1,2,72.51891329251137
503538,5,2003,1,2,3,4,0,14,0,0,2,1,1,2,27.162732042848177
503539,1,1953,1,0,4,-1,0,12,0,200000,1,1,1,2,53.52256552330761
503539,2,1955,2,1,4,-1,0,11,0,0,2,0,1,2,4.2389012835828686
503539,3,1993,2,2,6,6,0,14,0,0,2,0,1,2,77.43009637497384
503578,1,1941,1,0,4,-1,0,9,0,85000,1,0,1,2,111.34430682893452
503578,2,1951,2,1,3,-1,0,11,0,0,2,0,1,2,117.92774789944292
503578,3,1986,2,2,7,-1,1,13,0,0,2,0,1,4,104.6232955677988
503578,4,1985,1,4,6,-1,0,13,0,0,2,0,1,4,291.49913838408645
503580,1,1945,1,0,3,-1,0,9,0,200000,1,0,1,4,4.00226014270425
503580,2,1952,2,1,3,-1,0,6,1,180000,1,0,1,3,4.2389012835828686
503580,3,1943,1,3,3,-1,0,9,0,80000,1,1,1,2,4.00226014270425
503585,1,1927,1,0,3,-1,0,9,0,90000,1,1,0,0,127.24753148524056
