IDFolio,IDPersona,Factor,DiaEncuesta,DiaEncuestaHogar
7401213,3,22.653221534389235,Martes,2
15536301,2,62.61169802099632,Miércoles,3
7401213,4,45.959712658562424,Martes,2
15536702,1,15.147766728257716,Miércoles,3
7401215,1,162.8224602332516,Martes,2
15536702,4,21.851349433366273,Miércoles,3
38611504,1,28.22560655052219,Jueves,4
509985,1,34.048044492189,Martes,2
7401215,2,161.20349818995444,Martes,2
15536702,2,20.800047482921084,Miércoles,3
38611504,2,43.76863003819049,Jueves,4
509985,2,27.93272768980591,Martes,2
7401215,3,55.60444876754297,Martes,2
15536702,3,15.771058882561679,Miércoles,3
38611504,3,43.593262337779564,Jueves,4
7401211,1,48.48195402392497,Martes,2
15536702,5,16.346663745429545,Miércoles,3
28424103,1,49.33787452041178,Martes,2
38611504,4,45.374925222647676,Jueves,4
526803,1,28.226166009571305,Martes,2
7401211,2,49.22635150536532,Martes,2
15536703,1,47.67459022637541,Miércoles,3
28424103,2,108.79147368677393,Martes,2
526803,2,41.347767077504045,Martes,2
7401211,5,37.17621929757917,Martes,2
15536703,2,47.67459022637541,Miércoles,3
28424103,3,108.40034026729187,Martes,2
526822,1,18.561255122217997,Martes,2
7401211,6,104.46947739641705,Martes,2
14542001,1,72.62147201605826,Jueves,4
28425701,1,20.10041228224944,Martes,2
526822,2,34.45243531090501,Martes,2
7401211,3,50.7693369759064,Martes,2
14542001,2,84.09281962253804,Jueves,4
28425701,2,58.27559175122072,Martes,2
526822,3,25.00155657267169,Martes,2
7401211,4,33.084215356007604,Martes,2
14542002,1,4.708529872020496,Jueves,4
28425701,3,44.162655000617306,Martes,2
526822,4,42.73704759503721,Martes,2
7401211,7,32.5638607731493,Martes,2
14542002,2,12.509781074571615,Jueves,4
28425701,4,51.2956432031639,Martes,2
38624705,1,39.55902435793987,Jueves,4
7401212,1,44.40726010966663,Martes,2
14542002,3,5.561352546340242,Jueves,4
28425701,5,44.162655000617306,Martes,2
38624705,2,33.248126452874885,Jueves,4
41567801,1,22.687650162342248,Martes,2
503578,1,133.61316819472142,Jueves,4
509761,1,11.517355362978682,Martes,2
7401212,2,45.27110667331027,Martes,2
41567801,2,37.18757585079797,Martes,2
503578,2,141.5132974793315,Jueves,4
509984,1,8.361741647907062,Martes,2
528907,1,25.941234807888822,Martes,2
7401212,3,34.051722408443354,Martes,2
503578,3,125.54795468135859,Jueves,4
509984,2,18.43788783579506,Martes,2
528907,2,21.21259872135064,Martes,2
7401212,4,30.30363330886876,Martes,2
503578,4,349.79896606090375,Jueves,4
509984,3,18.371598871477836,Martes,2
528907,3,45.21979396148743,Martes,2
7401214,1,44.40726010966663,Martes,2
503580,1,4.8027121712451,Jueves,4
509984,4,21.338911366850628,Martes,2
528907,4,44.944154525361434,Martes,2
7401214,2,45.089094273508074,Martes,2
503580,2,5.086681540299441,Jueves,4
509995,1,8.361741647907062,Jueves,4
7401214,3,95.68927964360235,Martes,2
503580,3,4.8027121712451,Jueves,4
509995,2,18.371598871477836,Jueves,4
7401214,4,46.502398636239434,Martes,2
38624708,1,23.93421854829677,Jueves,4
509995,3,42.55637222583545,Jueves,4
7401216,1,118.6565781564794,Martes,2
38624708,2,18.650748355199145,Jueves,4
44596502,1,27.027573250235825,Jueves,4
509995,4,28.498385031149365,Jueves,4
7401216,2,83.80853284971315,Martes,2
38624708,3,21.10135792037328,Jueves,4
44596502,2,34.644912253307716,Jueves,4
509746,1,34.048044492189,Jueves,4
7401216,3,42.10626298235858,Martes,2
44596502,3,33.221295502593115,Jueves,4
509746,2,27.93272768980591,Jueves,4
7401216,4,56.32632654420343,Martes,2
44596502,4,32.09014717273638,Jueves,4
509801,1,8.361741647907062,Jueves,4
521019,1,22.35805680359116,Martes,2
7401216,5,85.42677891783744,Martes,2
44596503,1,28.198274545390248,Jueves,4
502161,1,38.104367656176684,Jueves,4
509801,2,18.371598871477836,Jueves,4
521019,2,37.11409903693345,Martes,2
44596503,2,34.644912253307716,Jueves,4
502161,2,95.32577007911408,Jueves,4
509801,3,21.338911366850628,Jueves,4
521019,3,21.812916928491305,Martes,2
44596503,3,45.21979396148743,Jueves,4
502161,3,36.59443396244479,Jueves,4
509801,4,21.338911366850628,Jueves,4
521013,1,17.72126422754841,Martes,2
38600007,1,66.08084448379381,Jueves,4
44596503,4,44.944154525361434,Jueves,4
502161,4,39.42231417151193,Jueves,4
521013,2,18.650748355199145,Martes,2
38600007,2,52.72522198190246,Jueves,4
44596504,1,13.545813217977047,Jueves,4
502161,5,31.530158061596232,Jueves,4
521013,3,18.24792316044415,Martes,2
43541301,1,4.567600607878808,Martes,2
44596504,2,16.64263214336386,Jueves,4
502161,6,31.530158061596232,Jueves,4
520945,1,28.22560655052219,Martes,2
43541301,2,3.5150033199584114,Martes,2
44596504,3,18.953337001319564,Jueves,4
502170,1,53.377525873868144,Jueves,4
520945,2,26.36684014976117,Martes,2
43541302,1,4.567600607878808,Martes,2
44596504,4,15.958758859978301,Jueves,4
502170,2,127.21683228121988,Jueves,4
520945,3,48.74794058625493,Martes,2
43541302,2,245.63161925639756,Martes,2
44596504,5,15.415380790039945,Jueves,4
502170,3,80.69823801229514,Jueves,4
520945,4,24.884816069525947,Martes,2
527099,1,136.27035635420077,Martes,2
528893,1,33.91640546556566,Jueves,4
502170,4,127.21683228121988,Jueves,4
527102,1,38.996196601143154,Martes,2
528893,2,17.624591546856998,Jueves,4
38608704,1,17.72126422754841,Miércoles,3
502170,5,142.67938338910147,Jueves,4
527102,2,37.38355617649247,Martes,2
38608704,2,18.673705937083096,Miércoles,3
527102,3,194.10227784774347,Martes,2
38608704,3,23.93421854829677,Miércoles,3
527102,4,340.7119065947298,Martes,2
21511901,1,15.976411302197421,Miércoles,3
30473106,1,34.205559639837524,Miércoles,3
21511901,6,10.222141096958216,Miércoles,3
30473106,2,28.92461014384739,Miércoles,3
502189,1,59.3186157824297,Jueves,4
21511901,2,17.061107010556594,Miércoles,3
30473106,3,30.009499897127448,Miércoles,3
38608705,1,22.691309146835085,Miércoles,3
502189,2,54.27275368219856,Jueves,4
21511901,3,10.600481467859137,Miércoles,3
30473106,4,23.332646258598896,Miércoles,3
38608705,2,21.19699783926682,Miércoles,3
502189,3,141.37647392986253,Jueves,4
21511901,4,10.600481467859137,Miércoles,3
30473105,1,34.205559639837524,Miércoles,3
38608705,3,20.68016720160901,Miércoles,3
41572501,1,89.11294304316223,Jueves,4
502189,4,46.76198855252019,Jueves,4
21511901,5,18.650122973416018,Miércoles,3
30473105,2,28.92461014384739,Miércoles,3
38608705,4,17.300304369068133,Miércoles,3
41572501,2,74.37187831077932,Jueves,4
502182,1,69.77391506659998,Jueves,4
21511902,1,18.648788738265434,Miércoles,3
30473105,3,27.829125476969146,Miércoles,3
38608705,5,28.07514804681052,Miércoles,3
41572501,3,69.50093640266061,Jueves,4
502182,2,38.60767670335417,Jueves,4
21511902,2,17.463152829764475,Miércoles,3
30473105,4,20.315833604529164,Miércoles,3
38608706,1,21.19699783926682,Miércoles,3
41572501,4,136.1971104903033,Jueves,4
21511902,3,12.41919697800444,Miércoles,3
38608706,2,20.68016720160901,Miércoles,3
41572501,5,136.1971104903033,Jueves,4
504431,1,18.648788738265434,Miércoles,3
526858,1,56.44984744545126,Jueves,4
38608706,3,35.0457727331758,Miércoles,3
504431,2,17.463152829764475,Miércoles,3
526858,2,44.55027163606079,Jueves,4
38608706,4,28.07514804681052,Miércoles,3
504431,3,12.41919697800444,Miércoles,3
526858,3,82.69189456845419,Jueves,4
38608706,5,36.478098491831176,Miércoles,3
526858,4,60.008126029344005,Jueves,4
21511903,1,18.287847385144968,Miércoles,3
38608707,1,48.74794058625493,Jueves,4
526858,5,69.50093640266061,Jueves,4
21511903,2,17.12515908118437,Miércoles,3
38608707,2,25.723957090992407,Jueves,4
21511903,3,15.276633945355293,Miércoles,3
30473104,1,35.43785142378281,Miércoles,3
38608707,3,43.593262337779564,Jueves,4
502155,1,48.83703497976275,Jueves,4
21511903,4,11.362685151280873,Miércoles,3
30473104,2,25.50349397871493,Miércoles,3
38608707,4,45.374925222647676,Jueves,4
502155,2,53.377525873868144,Jueves,4
21511903,5,10.957141070325632,Miércoles,3
38608708,1,26.201909423525443,Miércoles,3
502155,3,59.310068777020575,Jueves,4
21511904,1,17.463152829764475,Miércoles,3
30473104,3,27.98721159382484,Miércoles,3
38608708,2,26.36684014976117,Miércoles,3
502155,4,42.07851482965663,Jueves,4
21511904,2,12.404189170813508,Miércoles,3
38608708,3,38.3377776509002,Miércoles,3
502155,5,122.19903596312687,Jueves,4
21511904,3,12.41919697800444,Miércoles,3
38608708,4,43.593262337779564,Miércoles,3
502156,1,38.104367656176684,Jueves,4
509199,1,9.74757601891754,Martes,2
13505301,1,93.20046413559463,Martes,2
21511905,1,40.556070971018826,Miércoles,3
38607003,1,23.93421854829677,Jueves,4
502156,2,52.87248605105822,Jueves,4
509199,2,54.50559186820226,Martes,2
21511906,1,57.0965869504897,Miércoles,3
38607003,2,22.35805680359116,Jueves,4
502156,3,60.46858379199935,Jueves,4
509199,3,19.502748644705004,Martes,2
21511907,1,11.173398634212987,Miércoles,3
30461601,1,37.38801311452939,Jueves,4
38607003,3,21.812916928491305,Jueves,4
502156,4,60.46858379199935,Jueves,4
509199,4,47.25690566531557,Martes,2
21511907,3,17.463152829764475,Miércoles,3
30461601,2,31.61572898609511,Jueves,4
38607004,1,18.650748355199145,Miércoles,3
502156,5,31.530158061596232,Jueves,4
21511907,2,16.932106043427122,Miércoles,3
30461601,3,36.54423611677269,Jueves,4
38607004,2,37.11409903693345,Miércoles,3
38626601,1,28.22560655052219,Martes,2
502156,6,88.07755464451752,Jueves,4
13505302,1,270.9640423792539,Martes,2
21511908,1,16.553876826529486,Miércoles,3
30448801,1,34.63305938331199,Jueves,4
38607004,3,29.612955549630442,Miércoles,3
38626601,2,43.76863003819049,Martes,2
13505302,2,503.80011257623545,Martes,2
21511908,2,8.540707333864596,Miércoles,3
30448801,2,24.325287986528238,Jueves,4
38626601,3,34.922536971713775,Martes,2
13505302,3,94.54807935659531,Martes,2
21511908,3,11.772550985632394,Miércoles,3
30448802,1,31.278390467369995,Jueves,4
38626601,4,43.593262337779564,Martes,2
509226,1,104.91511062202463,Miércoles,3
522301,1,41.33636106924426,Martes,2
13505302,4,59.45499091538196,Martes,2
21511908,4,10.983634634939136,Miércoles,3
30448802,2,15.474690559025616,Jueves,4
509226,2,58.56500473379654,Miércoles,3
511268,1,29.45731166613482,Jueves,4
522301,2,37.11409903693345,Martes,2
13505303,1,52.28922116499013,Martes,2
21511909,1,12.404189170813508,Miércoles,3
509226,3,43.0910903355137,Miércoles,3
511268,2,31.61572898609511,Jueves,4
522301,3,29.612955549630442,Martes,2
13505303,2,161.6671304695537,Martes,2
21511909,2,17.463152829764475,Miércoles,3
509226,4,43.0910903355137,Miércoles,3
511268,3,25.50349397871493,Jueves,4
522306,1,39.55902435793987,Martes,2
13514301,1,93.20046413559463,Martes,2
21511909,3,12.41919697800444,Miércoles,3
504130,1,64.25596930655647,Jueves,4
509226,5,43.0910903355137,Miércoles,3
522306,2,33.20725097865988,Martes,2
504130,2,203.01704908185658,Jueves,4
508973,1,51.30871215699436,Jueves,4
522317,1,22.218201950871183,Martes,2
38608711,1,48.74794058625493,Jueves,4
508973,2,28.64120289769362,Jueves,4
522317,2,18.650748355199145,Martes,2
13514302,1,75.20958120363716,Martes,2
19521201,1,28.697932574902897,Jueves,4
38608711,2,43.76863003819049,Jueves,4
508973,3,43.60599200094469,Jueves,4
522317,3,37.11409903693345,Martes,2
13514302,2,52.28922116499013,Martes,2
19521201,2,50.40269171741498,Jueves,4
38608711,3,34.922536971713775,Jueves,4
503235,1,57.263947473326844,Miércoles,3
19521201,3,102.26200118010168,Jueves,4
26414501,1,17.95061915359299,Jueves,4
38608711,4,42.8254072865016,Jueves,4
38616501,1,21.19699783926682,Jueves,4
503235,2,29.04753090568793,Miércoles,3
19521201,4,50.40269171741498,Jueves,4
26414501,2,28.64120289769362,Jueves,4
38616501,2,20.68016720160901,Jueves,4
38618001,1,34.39401829638277,Jueves,4
503235,3,29.981636289526378,Miércoles,3
512081,1,37.94105524679609,Jueves,4
19521201,5,53.959410921857845,Jueves,4
26414501,3,25.82703154812275,Jueves,4
38608709,1,28.22560655052219,Jueves,4
38616501,3,20.00555961428209,Jueves,4
503235,4,26.27891323185229,Miércoles,3
512081,2,32.08338770115107,Jueves,4
19521201,6,60.884976023937725,Jueves,4
26414502,1,49.15008792603895,Jueves,4
38608709,2,26.36684014976117,Jueves,4
38616501,4,20.00555961428209,Jueves,4
503235,5,37.38710749372478,Miércoles,3
512081,3,25.880740735503892,Jueves,4
26414502,2,79.27977598581616,Jueves,4
38608709,3,48.74794058625493,Jueves,4
38616501,5,35.0457727331758,Jueves,4
503235,6,26.27891323185229,Miércoles,3
512081,4,25.880740735503892,Jueves,4
26414502,3,47.25690566531557,Jueves,4
38608709,4,21.519762529598488,Jueves,4
38616502,1,41.33636106924426,Jueves,4
503232,1,74.17120635277415,Miércoles,3
512081,5,22.534470223268624,Jueves,4
26414502,4,82.98430800903884,Jueves,4
38616502,2,37.11409903693345,Jueves,4
38618002,1,23.93421854829677,Jueves,4
503232,2,21.12257746311416,Miércoles,3
512081,6,32.02644051508905,Jueves,4
26414503,1,34.43491816277947,Jueves,4
38616502,3,29.612955549630442,Jueves,4
38618002,2,22.35805680359116,Jueves,4
503230,1,17.426338908995806,Miércoles,3
26414503,2,55.54400232494317,Jueves,4
38618002,3,21.10135792037328,Jueves,4
503230,2,29.631448367901534,Miércoles,3
26414503,3,28.09733415823239,Jueves,4
503230,3,21.04439519211908,Miércoles,3
26414503,4,28.09733415823239,Jueves,4
503230,4,39.951691464749814,Miércoles,3
26414503,5,33.10854055154639,Jueves,4
13510403,1,80.17108640758109,Miércoles,3
26414503,6,33.10854055154639,Jueves,4
13510403,2,86.73770318634871,Miércoles,3
13510403,5,55.7386918144521,Miércoles,3
13510403,3,291.26481197969,Miércoles,3
13510404,1,7.311815686393452,Miércoles,3
13510404,2,7.910708550654141,Miércoles,3
13510404,3,15.717149884678971,Miércoles,3
13510404,4,19.501186244707913,Miércoles,3
13510404,5,9.308418693201965,Miércoles,3
44584811,1,26.99623240242888,Miércoles,3
44584811,2,32.61018157060075,Miércoles,3
44584811,3,26.83167556514497,Miércoles,3
44584812,1,26.23984021868014,Miércoles,3
44584812,2,21.722566101401792,Miércoles,3
44584812,3,21.59015515153104,Miércoles,3
44584812,4,26.945490783645784,Miércoles,3
44584812,5,25.23707206361829,Miércoles,3
44584813,1,16.135470439304846,Miércoles,3
44584813,2,32.39573749847074,Miércoles,3
44584813,3,23.554707491770905,Miércoles,3
44584814,1,26.99623240242888,Miércoles,3
44584814,2,33.48714548719292,Miércoles,3
44584814,3,26.83167556514497,Miércoles,3
21511915,1,15.532285258928384,Martes,2
21511915,2,13.35436612348506,Martes,2
503155,1,82.51443996327302,Martes,2
503155,4,46.32480346505207,Martes,2
21511913,1,12.404189170813508,Martes,2
503155,2,78.76990280036837,Martes,2
21511913,3,22.777434878353215,Martes,2
503155,3,85.16792479351084,Martes,2
520602,1,39.80803287526089,Martes,2
21511913,2,17.463152829764475,Martes,2
503155,5,40.949620005454136,Martes,2
520602,2,37.570507901739695,Martes,2
21511914,1,16.553876826529486,Martes,2
503155,6,106.20442221776942,Martes,2
21511914,2,17.677778734836842,Martes,2
38605701,1,23.93421854829677,Martes,2
503155,7,142.05242004097641,Martes,2
21511914,4,11.758324608866587,Martes,2
38605701,2,22.35805680359116,Martes,2
503155,8,65.81471066007671,Martes,2
21511914,3,21.59145344922468,Martes,2
38605701,3,21.10135792037328,Martes,2
503156,1,17.426338908995806,Martes,2
509229,1,68.40938343501307,Martes,2
21511917,1,18.385476247730907,Martes,2
38605702,1,42.614354511401096,Martes,2
503156,2,29.631448367901534,Martes,2
509229,2,55.54400232494317,Martes,2
21511917,2,15.532285258928384,Martes,2
38605702,2,39.80803287526089,Martes,2
503156,3,21.04439519211908,Martes,2
509229,3,33.10854055154639,Martes,2
21511918,1,11.720714962500939,Martes,2
38605703,1,21.994813989200086,Martes,2
503156,4,15.404316975634599,Martes,2
509229,4,58.139425088846046,Martes,2
21511918,2,8.540707333864596,Martes,2
38605703,3,22.021887848841683,Martes,2
501049,1,58.398087425136055,Miércoles,3
509229,5,47.64217750773964,Martes,2
12477501,1,60.53635496571773,Martes,2
21511918,4,10.983634634939136,Martes,2
38605703,2,25.723957090992407,Martes,2
501049,2,68.49757480200833,Miércoles,3
509229,6,6.829224456363003,Martes,2
12477501,2,31.040058200587268,Martes,2
21511918,3,21.59145344922468,Martes,2
38605703,4,42.8254072865016,Martes,2
501055,1,8.270823517356526,Miércoles,3
12477501,3,32.03823892630773,Martes,2
21511916,1,13.35436612348506,Martes,2
38605704,1,32.62650962111452,Martes,2
501055,2,29.134283183396636,Miércoles,3
12477501,4,106.5032921487148,Martes,2
21511916,2,13.35436612348506,Martes,2
38605704,2,54.15960429588903,Martes,2
501055,3,40.35184693512825,Miércoles,3
514707,1,47.317049649945965,Martes,2
526623,1,24.5132821953242,Miércoles,3
21511919,1,60.97307846386444,Martes,2
38605704,5,27.250035715100516,Martes,2
501055,4,51.129084797619704,Miércoles,3
514707,2,69.23884764057367,Martes,2
526623,2,27.82893483563701,Miércoles,3
21640604,1,15.532285258928384,Miércoles,3
38605704,3,43.21338780186247,Martes,2
514707,3,45.77756551275564,Martes,2
526623,3,20.382874100050614,Miércoles,3
21640604,2,18.407720803891717,Miércoles,3
38605704,4,30.792642815768264,Martes,2
526623,4,33.89308892203334,Miércoles,3
21640605,1,25.88386690502824,Miércoles,3
32484701,1,45.77756551275564,Martes,2
38605704,6,43.21338780186247,Martes,2
21640605,2,23.08990870822707,Miércoles,3
32484701,2,77.69626968364061,Martes,2
38605704,7,43.21338780186247,Martes,2
40581401,1,45.08435442927775,Miércoles,3
526635,1,63.60567636882273,Miércoles,3
21640606,1,18.385476247730907,Miércoles,3
32484701,3,16.46490746158583,Martes,2
37579401,1,5.991713797454803,Martes,2
38607701,1,34.39401829638277,Martes,2
526635,2,27.91999415963389,Miércoles,3
4405201,1,36.462659209866594,Miércoles,3
21640606,2,15.532285258928384,Miércoles,3
32484702,1,47.317049649945965,Martes,2
37579401,2,7.194690418306608,Martes,2
38607702,1,28.22560655052219,Martes,2
4405201,2,53.764467097193574,Miércoles,3
21640609,1,18.648788738265434,Miércoles,3
32484702,2,69.23884764057367,Martes,2
37586605,1,20.155505169067265,Martes,2
38607702,2,26.36684014976117,Martes,2
40579101,1,24.5132821953242,Miércoles,3
4405201,3,69.43433048345888,Miércoles,3
21640609,2,17.463152829764475,Miércoles,3
37586605,2,14.518803117280404,Martes,2
38607702,3,21.519762529598488,Martes,2
40579101,2,27.82893483563701,Miércoles,3
509300,1,28.64120289769362,Martes,2
4405201,4,72.92244070113392,Miércoles,3
21640609,3,22.777434878353215,Miércoles,3
37586605,3,19.979476213829393,Martes,2
38607702,4,34.922536971713775,Martes,2
40579101,3,20.382874100050614,Miércoles,3
509300,2,56.810933986412685,Martes,2
4405201,5,60.48026590794024,Miércoles,3
21640610,1,18.648788738265434,Miércoles,3
32484702,3,132.3464234124201,Martes,2
37586605,4,29.696093759641148,Martes,2
38607703,1,48.74794058625493,Martes,2
40579101,4,15.441496373702812,Miércoles,3
509300,3,41.6593613951403,Martes,2
526593,1,67.375851303442,Miércoles,3
21640610,2,17.463152829764475,Miércoles,3
37586605,5,19.979476213829393,Martes,2
38607703,2,43.76863003819049,Martes,2
514726,1,47.317049649945965,Miércoles,3
526593,2,45.378717754429815,Miércoles,3
21640610,3,12.41919697800444,Miércoles,3
26448603,1,85.1842957164973,Martes,2
37586606,1,7.9439115848912865,Martes,2
38607703,3,34.922536971713775,Martes,2
514726,2,42.23701083727534,Miércoles,3
526593,3,48.89029887778534,Miércoles,3
21640611,1,12.1641100489728,Miércoles,3
26448603,2,28.111225215027066,Martes,2
37586606,2,9.702981336609891,Martes,2
38607703,4,42.8254072865016,Martes,2
514726,3,132.3464234124201,Miércoles,3
526593,4,81.15697960716695,Miércoles,3
21640611,2,10.276395599214405,Miércoles,3
26448603,3,43.0910903355137,Martes,2
37586606,3,9.46643199389305,Martes,2
38607704,1,42.614354511401096,Martes,2
514742,1,47.317049649945965,Miércoles,3
526593,5,81.15697960716695,Miércoles,3
21640611,3,12.125202475614117,Miércoles,3
26448603,4,50.77645814187294,Martes,2
37586606,4,9.53883755061372,Martes,2
38607704,2,39.80803287526089,Martes,2
514742,2,77.69626968364061,Miércoles,3
524962,1,49.604446978873646,Miércoles,3
526601,1,58.87310605817667,Miércoles,3
21640611,4,15.276633945355293,Miércoles,3
26448603,5,38.44117102079795,Martes,2
37586606,5,11.084701990539484,Martes,2
500981,1,27.88248856923157,Miércoles,3
514742,3,16.46490746158583,Miércoles,3
524962,2,57.26258173908807,Miércoles,3
526601,2,66.83624897758727,Miércoles,3
21640611,5,19.99111795272019,Miércoles,3
26448604,1,17.95061915359299,Jueves,4
37586606,6,9.383756510458738,Martes,2
500981,2,32.70454445764978,Miércoles,3
524962,3,51.44988936643466,Miércoles,3
526601,3,59.957380584988044,Miércoles,3
527410,1,16.213888086457114,Martes,2
21640612,1,12.404189170813508,Miércoles,3
26448604,2,28.64120289769362,Jueves,4
32500201,1,77.69626968364061,Miércoles,3
37586607,1,10.740975307735978,Martes,2
500981,3,26.65877695967495,Miércoles,3
524968,1,36.720633533299015,Miércoles,3
526530,1,22.752597949073852,Martes,2
527410,2,13.258378185849097,Martes,2
21640612,3,9.009833708955803,Miércoles,3
26448604,3,24.83221587154397,Jueves,4
32500201,2,46.189573127246646,Miércoles,3
37586607,2,12.799577539628235,Martes,2
500981,4,26.65877695967495,Miércoles,3
524968,2,55.552789206451756,Miércoles,3
526530,2,23.16341215366117,Martes,2
21640612,2,10.479217509014164,Miércoles,3
26448605,1,25.82703154812275,Jueves,4
32500201,3,16.46490746158583,Miércoles,3
37586607,3,12.160068732069574,Martes,2
44584824,1,32.61018157060075,Martes,2
500959,1,17.3227104046032,Miércoles,3
526530,3,40.69158890199797,Martes,2
21640613,1,27.641215211638414,Miércoles,3
26448605,2,41.6593613951403,Jueves,4
32494202,1,186.32627614879885,Miércoles,3
37586607,4,12.160068732069574,Martes,2
38612801,1,23.93421854829677,Miércoles,3
44584824,2,26.99623240242888,Martes,2
500959,2,107.08659510663178,Miércoles,3
526530,4,33.89308892203334,Martes,2
21640613,2,27.641215211638414,Miércoles,3
26448605,3,24.83221587154397,Jueves,4
32494202,2,69.23884764057367,Miércoles,3
37586608,1,10.740975307735978,Martes,2
38612801,2,22.35805680359116,Miércoles,3
44584824,3,19.15782879597272,Martes,2
500951,1,113.19693813203104,Miércoles,3
21640614,1,18.287847385144968,Miércoles,3
26448606,1,70.1444154051853,Jueves,4
32494202,3,45.77756551275564,Miércoles,3
37586608,2,12.799577539628235,Martes,2
38612801,3,36.96539403530896,Miércoles,3
44584825,1,16.834379511396815,Martes,2
500951,2,36.58231362600563,Miércoles,3
514737,1,45.40328954642383,Miércoles,3
21640614,2,17.12515908118437,Miércoles,3
37586608,3,14.987642939083106,Martes,2
38612802,1,28.22560655052219,Miércoles,3
44584825,3,23.554707491770905,Martes,2
500951,3,41.15186432758253,Miércoles,3
514737,2,40.52871526875606,Miércoles,3
21640614,5,7.004037369274688,Miércoles,3
37586608,4,12.687791888864956,Martes,2
38612802,2,26.36684014976117,Miércoles,3
44584825,2,20.683024419540857,Martes,2
514740,1,40.52871526875606,Miércoles,3
21640614,3,12.17882738484622,Miércoles,3
37579403,1,12.363041458678467,Martes,2
38612802,3,21.519762529598488,Miércoles,3
44584826,1,60.82991870121664,Martes,2
514740,2,76.8344528680131,Miércoles,3
21640614,4,22.336584897102867,Miércoles,3
37579402,1,9.249433440598,Miércoles,3
38612802,4,34.922536971713775,Miércoles,3
44584826,2,38.5814071967699,Martes,2
509624,1,58.56500473379654,Jueves,4
514750,1,45.40328954642383,Miércoles,3
21640615,1,16.553876826529486,Miércoles,3
37579402,2,11.297593016899876,Miércoles,3
38612803,1,28.22560655052219,Miércoles,3
44584826,3,36.99603335746341,Martes,2
509624,2,19.025845316812557,Jueves,4
514750,2,66.43845021071132,Miércoles,3
21640615,2,11.720714962500939,Miércoles,3
37579402,3,10.925906002194516,Miércoles,3
38612803,2,26.36684014976117,Miércoles,3
44584826,4,58.50527400672811,Martes,2
500913,1,8.270823517356526,Miércoles,3
509624,3,53.548296636235534,Jueves,4
514770,1,115.54086294925415,Miércoles,3
526550,1,28.679670129080968,Miércoles,3
21640615,3,11.772550985632394,Miércoles,3
37586609,1,7.9439115848912865,Miércoles,3
38612803,3,48.74794058625493,Miércoles,3
44584826,5,50.05089099892189,Martes,2
500913,2,29.134283183396636,Miércoles,3
509624,4,53.548296636235534,Jueves,4
514770,2,83.13652836792755,Miércoles,3
526550,2,22.752597949073852,Miércoles,3
21640615,4,11.772550985632394,Miércoles,3
37586609,2,9.702981336609891,Miércoles,3
38612803,4,21.519762529598488,Miércoles,3
44584826,6,35.736359382968594,Martes,2
500913,4,27.124428724256283,Miércoles,3
509624,5,73.06577069572562,Jueves,4
514770,3,68.07507547783172,Miércoles,3
521029,1,18.650748355199145,Miércoles,3
526550,3,16.018393140805255,Miércoles,3
37586609,3,6.9681934671498,Miércoles,3
44584827,1,28.198274545390248,Martes,2
500913,3,40.73013419458457,Miércoles,3
509626,1,35.05854656288199,Jueves,4
514770,4,196.81022051098662,Miércoles,3
521029,2,36.96539403530896,Miércoles,3
526550,4,21.468397994402913,Miércoles,3
37586609,4,6.9681934671498,Miércoles,3
44584827,2,34.644912253307716,Martes,2
500916,1,8.270823517356526,Miércoles,3
514770,5,176.08340227207023,Miércoles,3
521029,3,36.314282762365906,Miércoles,3
526549,1,58.87310605817667,Miércoles,3
37586609,5,6.733834951274429,Miércoles,3
44584827,3,46.308280006232955,Martes,2
500916,2,24.11250072701797,Miércoles,3
526549,2,66.83624897758727,Miércoles,3
32518501,1,85.69724832728467,Miércoles,3
37586609,6,16.674644967767744,Miércoles,3
44584827,4,39.4550989087334,Martes,2
500916,3,40.35184693512825,Miércoles,3
526549,3,37.08556228669212,Miércoles,3
32518501,2,83.15353268336791,Miércoles,3
37586613,1,7.939701543025096,Miércoles,3
44584828,1,13.545813217977047,Martes,2
500916,4,31.462512478590806,Miércoles,3
32518501,3,49.43385563175918,Miércoles,3
37586613,2,11.297593016899876,Miércoles,3
44584828,2,16.64263214336386,Martes,2
32518501,4,17.621376499930992,Miércoles,3
37586613,3,8.113363421389831,Miércoles,3
44584828,3,21.722566101401792,Martes,2
32518502,1,42.23701083727534,Miércoles,3
38624717,1,26.36684014976117,Martes,2
44584828,4,26.23984021868014,Martes,2
32518502,2,55.905745930538174,Miércoles,3
38624717,2,21.519762529598488,Martes,2
44584828,5,25.23707206361829,Martes,2
32518502,3,29.437828806448746,Miércoles,3
38624717,3,21.519762529598488,Martes,2
44584829,1,45.21979396148743,Martes,2
9473201,1,70.31055491374643,Jueves,4
32494201,1,42.23701083727534,Miércoles,3
38624717,4,34.922536971713775,Martes,2
44584829,2,28.198274545390248,Martes,2
9473201,2,61.73805613056369,Jueves,4
32494201,2,55.905745930538174,Miércoles,3
37590502,1,16.913822559036134,Jueves,4
44584829,3,44.944154525361434,Martes,2
9473201,3,61.73805613056369,Jueves,4
32494201,3,118.40852803525006,Miércoles,3
37590502,2,20.659155488738357,Jueves,4
44584829,4,56.09233898701273,Martes,2
9473202,1,118.69668724227104,Jueves,4
32512201,1,77.69626968364061,Miércoles,3
37590502,3,14.836367021577244,Jueves,4
44584830,1,28.263445592082657,Martes,2
